name,sex
['Arvind Narrain'],['女']
,
['Manohar Elavarthi'],['女']
,
['梅景延'],['男']
,
['Anand Grover'],['女']
,
['Ashok Row Kavi'],['女']
,
['Eduard Mont de Palol'],['女']
,
['佐伊·利斯特·琼斯'],['女']
,
['Furun Zhu'],['女']
,
['王博'],['男']
,
['Rafael Lamata'],['女']
,
['Gianfranco Poddighe'],['男']
,
['Lola Rubio'],['女']
,
['春夏'],['女']
,
['安东尼·爱德华兹'],['男']
,
['魏春荣'],['女']
,
['宋佳霓'],['女']
,
['周鑫洋'],['男']
,
['丹尼·格洛弗'],['男']
,
['刘乐乐'],['女']
,
['邵天帅'],['女']
,
['朱冰贞'],['女']
,
['翁佳慧'],['女']
,
['陈天璇'],['男']
,
['亨利·基辛格'],['男']
,
['张钧涵'],['男']
,
['吉米·卡特'],['男']
,
['王文'],['男']
,
['维克多·加博'],['男']
,
['易莉'],['女']
,
['赵圆圆'],['女']
,
['林晓凡'],['男']
,
['张已桂'],['女']
,
['王晔'],['男']
,
['叶山豪'],['男']
,
['庄庆宁'],['女']
,
['姜寒'],['男']
,
['彭波'],['男']
,
['金静'],['女']
,
['王雅捷'],['女']
,
['艾丽西亚·维坎德'],['女']
,
['李依馨'],['女']
,
['毕秀茹'],['女']
,
['宋轶'],['女']
,
['连凯'],['男']
,
['陈美国'],['男']
,
['白珞力'],['男']
,
['雷子莹'],['女']
,
['薛姝瑀'],['女']
,
['黄以萱'],['女']
,
['尤胜宏'],['女']
,
['龙海珊'],['男']
,
['米洛斯·比柯维奇'],['男']
,
['Mariya Andreeva'],['女']
,
['丹尼拉·科兹洛夫斯基'],['男']
,
['施柏鹏'],['男']
,
['多米尼克·皮诺'],['男']
,
['王宫良'],['男']
,
['Charlie Goh'],['女']
,
['Noah Yap'],['女']
,
['张智扬'],['男']
,
['肖旭'],['男']
,
['Luke Lee Wen Loong'],['女']
,
['穆婷婷'],['女']
,
['大左'],['男']
,
['Janet Colson'],['女']
,
['Nick Eyde'],['女']
,
['Matt Eyde'],['女']
,
['Julianna Robinson'],['女']
,
['陈伟霆'],['男']
,
['本·巴恩斯'],['男']
,
['王怡苏'],['女']
,
['来喜'],['男']
,
['何伟'],['男']
,
['詹姆斯·卡梅隆'],['男']
,
['何子健'],['女']
,
['张宇'],['男']
,
['朱丽安·摩尔'],['女']
,
['梁欢'],['男']
,
['段艺璇'],['女']
,
['马斑马'],['男']
,
['斯科特·黑兹'],['男']
,
['章若楠'],['女']
,
['辛云来'],['男']
,
['任敏'],['女']
,
['彭丕'],['男']
,
['赵英博'],['男']
,
['哈斯巴根'],['男']
,
['伊日贵'],['女']
,
['余庆'],['男']
,
['王一博'],['男']
,
['牛犇'],['男']
,
['陶玉玲'],['女']
,
['张煜枫'],['男']
,
['葛佳佳'],['女']
,
['孙绍龙'],['男']
,
['艾莉森·萨多尔'],['女']
,
['凯瑟琳·沃特森'],['女']
,
['埃迪·雷德梅恩'],['男']
,
['徐晨耀'],['男']
,
['王雨晗'],['女']
,
['李彦锋'],['男']
,
['钟卫华'],['男']
,
['安琥'],['男']
,
['李彧'],['男']
,
['颜丹晨'],['女']
,
['唐嫣'],['女']
,
['廖希'],['男']
,
['金星'],['女']
,
['延斯·赫尔腾'],['男']
,
['娜塔莎·迈尔兹'],['女']
,
['郑嘉颖'],['男']
,
['宋小宝'],['男']
,
['王宁'],['男']
,
['郝劭文'],['男']
,
['蕾奥娜·维埃拉'],['女']
,
['鲁比·罗丝'],['女']
,
['杰森·斯坦森'],['男']
,
['雷恩·威尔森'],['男']
,
['赛却加'],['男']
,
['柯蒂·斯密特-麦菲'],['男']
,
['赫克·米尔纳'],['男']
,
['托比·琼斯'],['男']
,
['珍妮弗·桑德斯'],['女']
,
['汤姆·班尼特'],['男']
,
['比蒂·埃德蒙森'],['女']
,
['泰德·拉文'],['男']
,
['克里斯·帕拉特'],['男']
,
['莎拉·沃威尔'],['女']
,
['尼玛颂宋'],['女']
,
['格雷格·T·尼尔森'],['男']
,
['霍利·亨特'],['女']
,
['容中尔甲'],['男']
,
['玉米提'],['女']
,
['古丽米娜·麦麦提'],['女']
,
['布莱丝·达拉斯·霍华德'],['女']
,
['王海洋'],['女']
,
['赵艺'],['女']
,
['曾淇'],['女']
,
['曹炳琨'],['男']
,
['海清'],['女']
,
['盖玥希'],['女']
,
['迈克尔·道格拉斯'],['男']
,
['刘奕儿'],['女']
,
['谢金燕'],['女']
,
['梅丽莎·博洛纳'],['女']
,
['托马斯·米德蒂奇'],['男']
,
['钱嘉乐'],['男']
,
['梁嘉艳'],['女']
,
['艾米丽·阿琳·林德'],['女']
,
['爱丽丝·伊芙'],['女']
,
['芮妮·戈兹贝里'],['女']
,
['欧文·瓦卡罗'],['男']
,
['卡莉·史派妮'],['女']
,
['王力宏'],['男']
,
['池松壮亮'],['男']
,
['谢依霖'],['女']
,
['初俊辰'],['男']
,
['苏婷婷'],['女']
,
['蒋可'],['男']
,
['爱德华多·莱奥'],['男']
,
['红果果'],['女']
,
['董浩'],['男']
,
['王凯'],['男']
,
['玛琳·阿克曼'],['女']
,
['杰弗里·迪恩·摩根'],['男']
,
['林俊鑫'],['女']
,
['张咏娴'],['女']
,
['郑鹏生'],['男']
,
['诸燕'],['女']
,
['山新'],['女']
,
['郑润奇'],['男']
,
['萨姆·修汉'],['男']
,
['张秉君'],['男']
,
['凯特·麦克金农'],['女']
,
['娜奥米·哈里斯'],['女']
,
['张衣'],['男']
,
['贾斯汀·塞洛克斯'],['男']
,
['雷佳音'],['男']
,
['褚珺'],['女']
,
['马可·贾利尼'],['男']
,
['安娜·福列塔'],['女']
,
['武宾'],['男']
,
['朱塞佩·巴蒂斯通'],['男']
,
['杜奕衡'],['男']
,
['聂远'],['男']
,
['路知行'],['男']
,
['斯科特·伊斯特伍德'],['男']
,
['约翰·博耶加'],['男']
,
['安藤樱'],['女']
,
['李宇春'],['女']
,
['中川雅也'],['男']
,
['松冈茉优'],['女']
,
['姜文'],['男']
,
['李鸿其'],['男']
,
['丹娜·奎里拉'],['女']
,
['罗宾·希纳西'],['男']
,
['玛丽·布奈尔'],['女']
,
['迈克尔·B·乔丹'],['男']
,
['Bob Klein'],['女']
,
['丽娜·维特'],['女']
,
['露皮塔·尼永奥'],['女']
,
['纪帅'],['男']
,
['童菲'],['女']
,
['本·门德尔森'],['男']
,
['曲尼次仁'],['女']
,
['凯瑟琳·哈恩'],['女']
,
['刘承羽'],['女']
,
['文峰'],['男']
,
['黄经汉'],['男']
,
['刘昊然'],['男']
,
['昆凌'],['女']
,
['张国荣'],['男']
,
['黄炜杰'],['女']
,
['李国煌'],['男']
,
['小野贤章'],['男']
,
['岳云鹏'],['男']
,
['贾明瑛'],['女']
,
['吴秀波'],['男']
,
['小野友树'],['男']
,
['王小岩'],['女']
,
['陆翊'],['女']
,
['刘桦'],['男']
,
['段博文'],['男']
,
['王廷辉'],['女']
,
['木村昴'],['男']
,
['杨雁雁'],['女']
,
['加里·艾维斯'],['女']
,
['伊丽娜·格鲁布'],['女']
,
['嘉数由美'],['女']
,
['王砚辉'],['男']
,
['大原惠美'],['女']
,
['李宗伟'],['男']
,
['Miyako Yoshida'],['女']
,
['伊扎贝拉·维多维奇'],['女']
,
['周楚濋'],['女']
,
['张海宇'],['男']
,
['托马斯·阿克达'],['男']
,
['张博宇'],['男']
,
['迪恩·诺里斯'],['男']
,
['玛德琳·贝塔尼'],['女']
,
['秦俊杰'],['男']
,
['乔纳森·坎普'],['男']
,
['埃里克·艾特巴里'],['男']
,
['石原里美'],['女']
,
['瓦内莎·约翰逊'],['女']
,
['劳里·海梅斯'],['女']
,
['宋洋'],['男']
,
['堤真一'],['男']
,
['迪·布拉雷·贝克尔'],['男']
,
['堺雅人'],['男']
,
['李心然'],['女']
,
['高畑充希'],['女']
,
['杰森·格里菲斯'],['男']
,
['竹野内丰'],['男']
,
['长谷川博己'],['男']
,
['纳瓦祖丁·席迪圭'],['男']
,
['哈莎莉·马洛特拉'],['女']
,
['赵毅'],['男']
,
['卡琳娜·卡普'],['女']
,
['萨尔曼·汗'],['男']
,
['王学兵'],['男']
,
['刘丹'],['女']
,
['胡蓉蓉'],['女']
,
['王力可'],['女']
,
['文熙'],['男']
,
['景岗山'],['男']
,
['贝姬·戈麦斯'],['女']
,
['杜鹃'],['女']
,
['皮弗'],['男']
,
['任嘉伦'],['男']
,
['黄少祺'],['男']
,
['伊丽莎白·苏'],['女']
,
['布鲁斯·威利斯'],['男']
,
['朱莉娅·罗伯茨'],['女']
,
['朗贝尔·维尔森'],['男']
,
['张赫'],['男']
,
['文森特·多诺费奥'],['男']
,
['刘晓晔'],['女']
,
['颜卓灵'],['女']
,
['小金'],['女']
,
['靓仔'],['女']
,
['马继'],['男']
,
['高海鹏'],['男']
,
['张燕妮'],['女']
,
['奥利维亚·库克'],['女']
,
['泰伊·谢里丹'],['男']
,
['吴烨'],['女']
,
['林更新'],['男']
,
['张艺上'],['女']
,
['花泽香菜'],['女']
,
['吴磊'],['男']
,
['卿雯'],['女']
,
['樱井孝宏'],['男']
,
['宫野真守'],['男']
,
['李一桐'],['女']
,
['李荣浩'],['男']
,
['泰勒·席林'],['女']
,
['吴樾'],['男']
,
['娜塔莉·伊曼纽尔'],['女']
,
['魏晨'],['男']
,
['小栗旬'],['男']
,
['艾比·考尼什'],['女']
,
['玛歌特·罗比'],['女']
,
['弗兰西斯·麦克多蒙德'],['女']
,
['山姆·洛克威尔'],['男']
,
['土屋太凤'],['女']
,
['北村一辉'],['男']
,
['迪帕克·迪布里亚尔'],['男']
,
['浜野谦太'],['男']
,
['布米·佩德卡尔'],['女']
,
['内哈·迪胡皮阿'],['女']
,
['林妍柔'],['女']
,
['萨钦·克德卡'],['男']
,
['阿克谢·库玛尔'],['男']
,
['萨巴·卡玛尔'],['女']
,
['伊尔凡·可汗'],['男']
,
['詹姆斯·柯登'],['男']
,
['周游'],['男']
,
['北村匠海'],['男']
,
['滨边美波'],['女']
,
['北川景子'],['女']
,
['萨姆·沃辛顿'],['男']
,
['萝丝·拜恩'],['女']
,
['亚当·德赖弗'],['男']
,
['索·豪黑'],['男']
,
['黛西·雷德利'],['女']
,
['李宜儒'],['女']
,
['贝利'],['男']
,
['法如克·贾法尔'],['女']
,
['李起弘'],['男']
,
['梅丽尔·斯特里普'],['女']
,
['高圣远'],['男']
,
['米利森特·西蒙兹'],['女']
,
['诺亚·尤佩'],['男']
,
['沈达威'],['男']
,
['刘北辰'],['男']
,
['丽贝卡·弗格森'],['女']
,
['理查德·艾欧阿德'],['男']
,
['袁福福'],['男']
,
['钟楚曦'],['女']
,
['董子健'],['男']
,
['贲蓝琪'],['女']
,
['健子'],['女']
,
['宫哲'],['女']
,
['高冬平'],['男']
,
['张楠'],['男']
,
['多米尼克·威斯特'],['男']
,
['张磊'],['男']
,
['赵英俊'],['男']
,
['叶云'],['女']
,
['吴谨言'],['女']
,
['杜天皓'],['男']
,
['Vander McLeod'],['男']
,
['A娜'],['女']
,
['塞尔维托·埃斯波西多'],['女']
,
['张恒睿'],['女']
,
['晋松'],['男']
,
['张芷榕'],['女']
,
['朱哲健'],['男']
,
['毕志飞'],['男']
,
['李彦漫'],['女']
,
['牛骏峰'],['男']
,
['何炅'],['男']
,
['王子子'],['女']
,
['伯纳尔·法西'],['男']
,
['金楷杰'],['男']
,
['梁景东'],['男']
,
['马利克·班泽拉'],['男']
,
['弗兰克·盖思堂彼得'],['男']
,
['赵龙豪'],['男']
,
['雷佳'],['男']
,
['韩童生'],['男']
,
['图特哈蒙'],['男']
,
['赵一博'],['女']
,
['道格·琼斯'],['男']
,
['唐纳德·格洛弗'],['男']
,
['吴军'],['男']
,
['王旭峰'],['男']
,
['凯伦·吉兰'],['女']
,
['朱耕佑'],['男']
,
['帕特里克·威尔森'],['男']
,
['乔纳森·班克斯'],['男']
,
['查尔斯·艾特肯'],['男']
,
['梁霆炜'],['男']
,
['付小仙'],['女']
,
['康宁'],['女']
,
['玛丽亚·米罗诺娃'],['女']
,
['柳波芙·阿克肖诺娃'],['女']
,
['艾尚絮'],['女']
,
['欧克萨娜·范德拉'],['女']
,
['宋天湙'],['女']
,
['刘国光'],['男']
,
['张星阑'],['女']
,
['弗拉季米尔·弗多维琴科夫'],['男']
,
['刘林城'],['女']
,
['陈子由'],['男']
,
['拉纳·达格巴提'],['男']
,
['挲塞亚拉杰'],['男']
,
['安努舒卡·谢蒂'],['女']
,
['王歆霆'],['女']
,
['梁振伦'],['男']
,
['露比·莫迪恩'],['女']
,
['伊瑟尔·布罗萨德'],['男']
,
['唐雅菁'],['女']
,
['杰西卡·罗德'],['女']
,
['梁达伟'],['男']
,
['兰迪普·弘达'],['男']
,
['泰莎·汤普森'],['女']
,
['维拉·法梅加'],['女']
,
['娜塔莉·波特曼'],['女']
,
['詹妮弗·杰森·李'],['女']
,
['林永健'],['男']
,
['阿尔登·埃伦瑞奇'],['男']
,
['阎么么'],['女']
,
['凯文·哈特'],['男']
,
['尤勇智'],['男']
,
['理查德·詹金斯'],['男']
,
['麦茜·威廉姆斯'],['女']
,
['汤姆·希德勒斯顿'],['男']
,
['迈克尔·珊农'],['男']
,
['托比亚斯·莫雷蒂'],['男']
,
['曼纽尔·卡马科'],['男']
,
['Boris Aljinovic'],['女']
,
['Otto Waalkes'],['男']
,
['Mirco Nontschew'],['女']
,
['约翰·卡拉辛斯基'],['男']
,
['高以翔'],['男']
,
['让·雷诺'],['男']
,
['宋茜'],['女']
,
['艾米莉·布朗特'],['女']
,
['贾樟柯'],['男']
,
['唐小然'],['女']
,
['张佳浩'],['男']
,
['王双琥'],['男']
,
['苏小妹'],['女']
,
['缪艺豪'],['男']
,
['余皑磊'],['男']
,
['张杨智子'],['女']
,
['张喆'],['女']
,
['布莱恩·科兰斯顿'],['男']
,
['玛尔江.巴依吐肯'],['女']
,
['海拉提·哈利木'],['女']
,
['张宜苏'],['女']
,
['方青卓'],['女']
,
['夏月'],['女']
,
['句兆杰'],['男']
,
['陈佳汐'],['女']
,
['周华健'],['男']
,
['杨砚铎'],['男']
,
['伊恩·麦克莱恩'],['男']
,
['爱德华·哈里森·诺顿'],['男']
,
['李宇峰'],['男']
,
['王梓权'],['男']
,
['杨玥'],['女']
,
['王大陆'],['男']
,
['罗翔'],['男']
,
['钱明'],['男']
,
['比尔·默瑞'],['男']
,
['滕汝骏'],['男']
,
['闫美伊'],['女']
,
['巩俐'],['女']
,
['季晓'],['女']
,
['居文沛'],['女']
,
['王水林'],['女']
,
['张钧甯'],['女']
,
['黎拥宪'],['女']
,
['次仁顿珠'],['女']
,
['周秀娜'],['女']
,
['迪丽热巴'],['女']
,
['冯秦川'],['女']
,
['理查德·劳斯伯格'],['男']
,
['米瑞安·玛格莱斯'],['女']
,
['杰米·金'],['女']
,
['海尔夫'],['女']
,
['吕聿来'],['男']
,
['平山浩行'],['男']
,
['本古'],['女']
,
['小狮子'],['女']
,
['布朗特·乌斯塔曼'],['男']
,
['杜曼'],['女']
,
['莉莉·戴'],['女']
,
['韩伯维'],['女']
,
['李恒'],['男']
,
['言兴朋'],['男']
,
['吴铭'],['男']
,
['滕艺'],['女']
,
['贺云庆'],['男']
,
['卡拉·吉门内斯'],['女']
,
['大卫·德路易斯'],['男']
,
['杰德·瑞斯'],['男']
,
['麦肯泽·摩斯'],['女']
,
['杨俊生'],['男']
,
['谭满堂'],['男']
,
['夏靖庭'],['男']
,
['宋佳'],['女']
,
['李波'],['男']
,
['于莎莎'],['女']
,
['于明加'],['女']
,
['谭维维'],['女']
,
['徐露'],['女']
,
['谭凯'],['男']
,
['王栎鑫'],['男']
,
['张歆艺'],['女']
,
['郭政建'],['男']
,
['刘康'],['男']
,
['徐梦娟'],['女']
,
['林强'],['男']
,
['郑昊'],['男']
,
['何达'],['男']
,
['阿本'],['男']
,
['刘书宏'],['男']
,
['李昂霖'],['男']
,
['魏嘉镁'],['女']
,
['何为'],['男']
,
['约翰·塞纳'],['男']
,
['张云龙'],['女']
,
['克里斯蒂·米切尔'],['女']
,
['简·默勒尼'],['女']
,
['奥列格·缅希科夫'],['男']
,
['丹尼斯·奎德'],['男']
,
['Clark Sarullo'],['女']
,
['远藤宪一'],['男']
,
['高婷婷'],['女']
,
['邹洁仪'],['女']
,
['伊琳娜·戈尔巴乔娃'],['女']
,
['尹昉'],['男']
,
['李可'],['女']
,
['李勤勤'],['女']
,
['许薇'],['女']
,
['孟宇'],['男']
,
['杨光普照'],['男']
,
['鲁园'],['女']
,
['张双兵'],['女']
,
['罗海琼'],['女']
,
['奥莉亚·祖耶娃'],['女']
,
['葛凌芮'],['女']
,
['弗拉基米尔·伊利因'],['男']
,
['李劲峰'],['女']
,
['林遣都'],['男']
,
['村上虹郎'],['男']
,
['尾野真千子'],['女']
,
['山田凉介'],['男']
,
['魏子涵'],['男']
,
['康潇诺'],['女']
,
['林潇'],['男']
,
['奶瓶'],['女']
,
['伊莎贝拉·弗尔曼'],['女']
,
['欧列格·缅希科夫'],['男']
,
['谢尔盖·加尔马什'],['男']
,
['伊琳娜·斯达申鲍姆'],['女']
,
['凯尔希·格兰莫'],['男']
,
['凯南·鲁兹'],['男']
,
['毛拉·蒂尔内'],['女']
,
['艾米·莱安'],['女']
,
['史蒂夫·卡瑞尔'],['男']
,
['蒂莫西·柴勒梅德'],['男']
,
['佐伊·克拉维兹'],['女']
,
['广末凉子'],['女']
,
['海伦·米伦'],['女']
,
['瑛太'],['男']
,
['陈红'],['女']
,
['唐纳德·萨瑟兰'],['男']
,
['张璐'],['女']
,
['新垣结衣'],['女']
,
['伊藤步'],['女']
,
['何苦'],['男']
,
['上户彩'],['女']
,
['吴超'],['男']
,
['戴夫·巴蒂斯塔'],['男']
,
['斋藤工'],['男']
,
['西尔维斯特·史泰龙'],['男']
,
['王成思'],['男']
,
['陶亮'],['男']
,
['土旦巴桑'],['女']
,
['饶子君'],['女']
,
['王天发'],['女']
,
['马嘉祺'],['男']
,
['杰基·韦佛'],['女']
,
['毛俊杰'],['女']
,
['塔拉·斯特朗'],['女']
,
['奥卓·阿杜巴'],['女']
,
['克里斯汀·肯诺恩斯'],['女']
,
['沈念如'],['女']
,
['李仰'],['女']
,
['李兰陵'],['男']
,
['巴金旺甲'],['女']
,
['李现'],['男']
,
['张若昀'],['男']
,
['曹祎诺'],['女']
,
['杜金京'],['女']
,
['徐一娢'],['女']
,
['倪大红'],['男']
,
['林允'],['女']
,
['雷宇扬'],['男']
,
['付赫安琪'],['女']
,
['威廉·鲍德温'],['男']
,
['郭万超'],['男']
,
['朱晓鸣'],['男']
,
['洪浚嘉'],['男']
,
['何明翰'],['男']
,
['石安妮'],['女']
,
['王芊'],['女']
,
['尚格·云顿'],['男']
,
['杜夫·龙格尔'],['男']
,
['虎虎'],['女']
,
['阿尔·萨皮恩扎'],['男']
,
['尹天照'],['男']
,
['查理·普拉默'],['男']
,
['林柏宏'],['男']
,
['马克·沃尔伯格'],['男']
,
['梅兰尼·格里菲斯'],['女']
,
['克里斯托弗·普卢默'],['男']
,
['杨烁'],['男']
,
['许铂岑'],['男']
,
['戚砚笛'],['女']
,
['常戎'],['男']
,
['杜旭东'],['男']
,
['保剑锋'],['男']
,
['曹寇'],['男']
,
['薛峰'],['男']
,
['曹恺'],['女']
,
['王挺'],['男']
,
['陈张太康'],['男']
,
['艾米·舒默'],['女']
,
['朱昌龙'],['女']
,
['佟心竹'],['女']
,
['简·林奇'],['女']
,
['冯巩'],['男']
,
['张子扬'],['女']
,
['黄嘉鑫'],['女']
,
['山下智久'],['男']
,
['陈信喆'],['男']
,
['赵克明'],['男']
,
['高泰宇'],['男']
,
['王小雨'],['女']
,
['黄俊鹏'],['男']
,
['于飞'],['女']
,
['连建亭'],['女']
,
['张铂辰'],['男']
,
['啜妮'],['女']
,
['邹元清'],['女']
,
['胡可'],['女']
,
['吴大维'],['男']
,
['殷桃'],['女']
,
['何赛飞'],['女']
,
['谢林彤'],['女']
,
['冯淑燕'],['女']
,
['倪新宇'],['男']
,
['孙亿舒'],['女']
,
['杰拉丁妮·詹姆斯'],['女']
,
['布莱德利·惠特福德'],['男']
,
['胡悦'],['女']
,
['张译夫'],['男']
,
['曾宪春'],['女']
,
['曾丽瑶'],['女']
,
['李双双'],['女']
,
['杨晓燕'],['女']
,
['李天佑'],['男']
,
['范梦'],['女']
,
['蒋雯丽'],['女']
,
['陈浩民'],['男']
,
['修睿'],['男']
,
['林子聪'],['男']
,
['小日向文世'],['男']
,
['天海祐希'],['女']
,
['神木隆之介'],['男']
,
['杉咲花'],['女']
,
['尹世平'],['男']
,
['余文海'],['男']
,
['余秀华'],['女']
,
['屠画'],['女']
,
['刘磊'],['女']
,
['王勇'],['女']
,
['赵静'],['女']
,
['明子煜'],['女']
,
['周恒乐'],['女']
,
['汤姆·费尔顿'],['男']
,
['陈小凤'],['女']
,
['凯特·玛拉'],['女']
,
['薇姬·克里普斯'],['女']
,
['史特凡·柯纳斯克'],['男']
,
['奥利维埃·古尔梅'],['男']
,
['谭杰希'],['男']
,
['李桂苓'],['女']
,
['奥古斯特·迪赫'],['男']
,
['温新宇'],['男']
,
['田天'],['女']
,
['李哲羽'],['女']
,
['张洋'],['女']
,
['咏梅'],['女']
,
['梁超'],['男']
,
['谢治勋'],['男']
,
['蔡洁'],['女']
,
['林耀声'],['男']
,
['菅纫姿'],['女']
,
['瑟妮娅·拉芙洛娃-格林卡'],['女']
,
['海伦·文森特'],['女']
,
['王同辉'],['男']
,
['万茜'],['女']
,
['段奕宏'],['男']
,
['张艺舰'],['女']
,
['葵若菜'],['女']
,
['泉泽祐希'],['男']
,
['深津绘里'],['女']
,
['晓凡'],['女']
,
['鲁特格尔·哈尔'],['男']
,
['王亮'],['男']
,
['张榕容'],['女']
,
['利亚姆·坎宁安'],['男']
,
['白冰'],['女']
,
['韩秋池'],['男']
,
['味芳'],['女']
,
['吴璇'],['女']
,
['前野朋哉'],['男']
,
['莫谦'],['女']
,
['朱璇'],['女']
,
['董琦'],['女']
,
['胡伊睿'],['女']
,
['黄梁宇'],['女']
,
['萨姆·里德'],['男']
,
['朱子岩'],['女']
,
['岳红'],['女']
,
['沈伐'],['男']
,
['米契尔·哈思曼'],['男']
,
['周诗琪'],['女']
,
['绿绮'],['女']
,
['禹祥'],['男']
,
['树锋'],['男']
,
['梅芙·德莫迪'],['女']
,
['竹内结子'],['女']
,
['董晴'],['女']
,
['顾宝明'],['男']
,
['张颂文'],['男']
,
['福士苍汰'],['男']
,
['韩朴俊'],['男']
,
['朱颜曼滋'],['女']
,
['李心敏'],['男']
,
['李昇炫'],['男']
,
['席琳·荣特'],['女']
,
['段云圣'],['女']
,
['黄诗棋'],['女']
,
['宋四维'],['女']
,
['陈冠霖'],['男']
,
['温海波'],['男']
,
['朱泳腾'],['男']
,
['丁丁'],['女']
,
['黄宝龙'],['女']
,
['古玉枫'],['女']
,
['张郎'],['男']
,
['满岛真之介'],['男']
,
['杨峻宇'],['男']
,
['欧阳小如'],['女']
,
['王心刚'],['男']
,
['于洋'],['男']
,
['王晓棠'],['女']
,
['陈子平'],['男']
,
['孙博'],['男']
,
['吴旭'],['女']
,
['刘思童'],['男']
,
['孙亦沐'],['男']
,
['杜函梦'],['女']
,
['李杨'],['男']
,
['李至正'],['男']
,
['王丽娜'],['女']
,
['杨紫琼'],['女']
,
['王奕然'],['男']
,
['傅汉源'],['男']
,
['陈倩楠'],['女']
,
['康彧涵'],['女']
,
['钱哆多'],['女']
,
['叶门'],['女']
,
['茶艾南'],['女']
,
['易烊千玺'],['男']
,
['叶不勒'],['女']
,
['英泽'],['女']
,
['史努比狗狗'],['男']
,
['刘玉玲'],['女']
,
['傅亨'],['男']
,
['钱冬旎'],['女']
,
['尚茜'],['女']
,
['姜涛'],['男']
,
['周文羽'],['女']
,
['苏俊宇'],['女']
,
['吕克·本扎'],['男']
,
['华佳琪'],['女']
,
['赵立新'],['男']
,
['彭敬慈'],['男']
,
['埃尔莎·帕塔奇'],['女']
,
['萨维提·苏提查农'],['女']
,
['丹尼·罗维拉'],['男']
,
['卡诺查·曼雅德昂'],['女']
,
['孔琳'],['女']
,
['邵兵'],['男']
,
['刘垚'],['男']
,
['彭博'],['男']
,
['武正鉌'],['女']
,
['雷璐璐'],['女']
,
['奚美娟'],['女']
,
['周知'],['女']
,
['许贵源'],['女']
,
['韩娇娇'],['女']
,
['许还山'],['男']
,
['詹姆斯·麦卡沃伊'],['男']
,
['吉列尔莫·罗梅罗'],['女']
,
['梁静'],['女']
,
['刘佳龙'],['女']
,
['陆莹'],['女']
,
['贾宗超'],['男']
,
['雷牧'],['男']
,
['曲博'],['男']
,
['秦汉擂'],['男']
,
['朱仲春'],['女']
,
['广濑铃'],['女']
,
['金子'],['女']
,
['杨俊峰'],['男']
,
['役所广司'],['男']
,
['温正邦'],['女']
,
['安乙荞'],['女']
,
['梁天'],['男']
,
['刘恩诚'],['女']
,
['范洪涛'],['女']
,
['吴紫彤'],['女']
,
['福山雅治'],['男']
,
['裴魁山'],['男']
,
['韩彦博'],['男']
,
['帕斯卡尔·卡萨诺瓦'],['女']
,
['Emmanuel Curtil'],['男']
,
['菲利普·波佐'],['女']
,
['马志林'],['女']
,
['周进花'],['女']
,
['杰西·科尔蒂'],['男']
,
['迈克尔·格罗斯'],['男']
,
['是之'],['男']
,
['刘芷含'],['女']
,
['黄健'],['男']
,
['候云箫'],['女']
,
['玛娅·鲁道夫'],['女']
,
['安娜·法瑞丝'],['女']
,
['庞勇'],['女']
,
['白纬芬'],['女']
,
['T·J·米勒'],['男']
,
['石雨晴'],['女']
,
['胡溪格'],['女']
,
['刘頔'],['男']
,
['金靖承'],['女']
,
['光良'],['男']
,
['丽莉·克亚芙'],['女']
,
['张一山'],['男']
,
['陈思'],['女']
,
['塞思·麦克法兰'],['男']
,
['徐子力'],['男']
,
['曹菡'],['女']
,
['庞贝童'],['女']
,
['韩素媛'],['女']
,
['耶而古拜'],['女']
,
['保罗·鲍恩'],['女']
,
['马子善'],['女']
,
['霍青'],['男']
,
['李砚'],['男']
,
['刘敏涛'],['女']
,
['赵闪闪'],['女']
,
['巴多'],['男']
,
['苏嘉航'],['男']
,
['聂彤芯'],['女']
,
['李易祥'],['男']
,
['龙水林'],['男']
,
['丁建钧'],['男']
,
['赵达'],['男']
,
['Jolka Krásná'],['女']
,
['李智勇'],['男']
,
['王建国'],['女']
,
['梁家仁'],['男']
,
['郝星棋'],['女']
,
['褚栓忠'],['男']
,
['李畅'],['男']
,
['刘波'],['女']
,
['Stanislav Zindulka'],['男']
,
['王宁'],['男']
,
['戚畅'],['男']
,
['钱波'],['男']
,
['韩昊霖'],['男']
,
['安冬'],['女']
,
['罗曼'],['女']
,
['李嘉文'],['男']
,
['冯健'],['女']
,
['张国荣'],['男']
,
['张子璇'],['女']
,
['林静'],['女']
,
['李卫东'],['男']
,
['朱九米'],['女']
,
['董子毅'],['女']
,
['陈峰'],['男']
,
['细谷佳正'],['男']
,
['张悦楠'],['女']
,
['仇硕康'],['女']
,
['张珏'],['男']
,
['代佳夕'],['女']
,
['吴耀汉'],['男']
,
['樱雪'],['女']
,
['梁辰羽'],['男']
,
['花江夏树'],['男']
,
['竹内顺子'],['女']
,
['刘炷诗嫚'],['女']
,
['彭一家'],['男']
,
['马顺洗'],['男']
,
['李虎城'],['男']
,
['谈莉娜'],['女']
,
['丁洋'],['女']
,
['宣言'],['男']
,
['邢佳栋'],['男']
,
['阚犇犇'],['男']
,
['虞祎杰'],['男']
,
['李骏诚'],['男']
,
['易柏辰'],['男']
,
['牛军'],['男']
,
['陈博睿'],['女']
,
['王彦夫'],['女']
,
['李亚真'],['女']
,
['许皓勋'],['女']
,
['王义钦'],['男']
,
