actors,boxoffice,directors,time,title,type
"布莱克·莱弗利,奥斯卡·贾恩那达,布莱特·卡伦,塞多娜·莱格",1.02亿,佐米·希尔拉,"2016,09,09",鲨滩,"剧情,恐怖,惊悚"
"张伟,谭笑,刘沛",2.88亿,"丁亮,林永长","2016,01,16",熊出没之熊心归来,"喜剧,动画,冒险"
"吴亦凡,韩庚,卢杉,周元",1.56亿,赵真奎,"2016,08,05",夏有乔木 雅望天堂,"爱情,剧情"
"艾伦·德詹尼丝,徐帆,艾伯特·布鲁克斯",2.54亿,"安德鲁·斯坦顿,安格斯·麦克莱恩","2016,06,17",海底总动员2：多莉去哪儿,"喜剧,动画,冒险"
"马克·里朗斯,鲁比·巴恩希尔,黄磊,黄忆慈",1.43亿,史蒂文·斯皮尔伯格,"2016,10,14",圆梦巨人,"冒险,家庭,奇幻"
"杨泽华,孔艳菊,屈峰,纪东歌",646万,萧寒,"2016,12,16",我在故宫修文物,纪录片
"杰拉德·巴特勒,尼古拉·科斯特-瓦尔道,布兰顿·思怀兹,查德维克·博斯曼",2.35亿,亚历克斯·普罗亚斯,"2016,03,11",神战：权力之眼,"动作,冒险,奇幻"
"A大调,永不停歇的蛋炒饭喷泉,哐当",,柏晓,"2016,07,14",一条大鱼叫海棠,"剧情,喜剧,动画,短片"
"霍建华,秦海璐,万茜,春夏",7139万,刘杰,"2016,11,04",捉迷藏,"惊悚,悬疑,犯罪"
"成龙,黄子韬,房祖名,王凯",6.99亿,丁晟,"2016,12,23",铁道飞虎,"剧情,喜剧,动作"
"汤姆·汉克斯,阿伦·伊克哈特,劳拉·琳妮,安娜·冈",6215万,克林特·伊斯特伍德,"2016,12,09",萨利机长,"剧情,传记,灾难"
"亚历山大·斯卡斯加德,玛歌特·罗比,克里斯托弗·沃尔兹,塞缪尔·杰克逊",3.05亿,大卫·叶茨,"2016,07,19",泰山归来：险战丛林,"动作,冒险,战争"
"崔博涵,张冰倩,袁国纲,杨青霖",,黄河,"2016,05,24",笔仙大战贞子,"惊悚,恐怖"
"宋佳,林家栋,颜卓灵,胡歌",3467万,周隼,"2016,12,30",那年夏天你去了哪里,"悬疑,犯罪"
"矢岛晶子,楢桥美纪,藤原启治,兴梠里美",2243万,高桥涉,"2016,11,04",蜡笔小新：梦境世界大突击,"喜剧,动画"
"刘芮麟,林秋楠,童菲",495万,"陶声,王韦程","2016,08,02",龙拳小子,"动作,家庭,喜剧"
"林更新,何润东,蒋梦婕,江一燕",1.00亿,尔冬升,"2016,12,02",三少爷的剑,"剧情,动作,武侠"
"西蒙·佩吉,沈腾,马丽",4.47亿,"麦克·特米尔,加仑·T·楚","2016,08,23",冰川时代5：星际碰撞,"喜剧,动画,冒险"
"帕拉巴斯,拉纳·达格巴提,安努舒卡·谢蒂,拉姆亚·克里希南",745万,S·S·拉贾穆里,"2016,07,22",巴霍巴利王：开端,"剧情,动作,奇幻"
"水田山葵,山新,大原惠美,黎筱蒙",1.03亿,八锹新之介,"2016,07,22",哆啦A梦：新·大雄的日本诞生,"动画,冒险,科幻"
"凯文·史派西,詹妮弗·加纳,罗比·阿美尔,会说话的汤姆猫",1.12亿,巴里·索南菲尔德,"2016,09,09",九条命,"喜剧,奇幻,家庭"
"乔·阿尔文,克里斯汀·斯图尔特,加内特·赫德兰,克里斯·塔克",1.65亿,李安,"2016,11,11",比利·林恩的中场战事,"剧情,战争"
"包贝尔,宋佳,朱亚文,焦俊艳",1.92亿,文章,"2016,07,15",陆垚知马俐,"喜剧,爱情"
"杨颖,井柏然,白宇",2.75亿,"赵天宇,金依萌","2016,08,12",微微一笑很倾城,"剧情,爱情,奇幻"
"成龙,约翰尼·诺克斯维尔,范冰冰,曾志伟",8.88亿,雷尼·哈林,"2016,07,21",绝地逃亡,"喜剧,动作"
,,张明明,"2016,08,10",爵迹天团,"喜剧,爱情"
"王卿伟,洪金宝,刘德华,李勤勤",3.24亿,洪金宝,"2016,04,01",我的特工爷爷,"动作,犯罪,剧情"
"黎明,王珞丹,林俊杰,张榕容",6430万,黄真真,"2016,01,15",消失爱人,"爱情,悬疑"
"高晓松,吉姆·加菲根,白客,爱德华·哈里森·诺顿",7851万,王微,"2016,01,01",小门神,"喜剧,动画,奇幻"
"陈赫,宋智孝,大卫·贝利,肖央",6152万,宋啸,"2016,12,02",超级快递,"喜剧,动作"
"刘德华,黄晓明,王祖蓝,胡然",2.60亿,王晶,"2016,09,30",王牌逗王牌,"喜剧,动作,冒险"
"奥丽伊·卡瓦洛,道恩·强森,瑞秋·豪斯",2.27亿,"罗恩·克莱蒙兹,约翰·马斯克","2016,11,25",海洋奇缘,"动画,动作,冒险"
"葛优,章子怡,浅野忠信,杜淳",1.23亿,程耳,"2016,12,16",罗曼蒂克消亡史,"剧情,动作,悬疑"
"有村架纯,伊藤淳史,吉田羊,野村周平",3745万,土井裕泰,"2016,04,14",垫底辣妹,"剧情,家庭"
"王晖,侯祥玲,侯勇,刘博宇",27万,安澜,"2016,10,26",大会师,"历史,战争"
"利亚姆·海姆斯沃斯,杰夫·高布伦,杰西·厄舍,比尔·普尔曼",5.02亿,罗兰·艾默里奇,"2016,06,24",独立日：卷土重来,"动作,冒险,科幻"
,,,"2016,07,06",灵魂契约,"剧情,悬疑,犯罪"
,,戴金垸,"2016,07,21",丧尸屠城2,"科幻,悬疑,惊悚,恐怖"
"克里斯·派恩,扎克瑞·昆图,卡尔·厄本,佐伊·索尔达娜",4.40亿,林诣彬,"2016,09,02",星际迷航3：超越星辰,"动作,冒险,科幻"
,,"许魏洲,黄景瑜,林枫松,陈稳,张芷榕","2016,01,29",上瘾,爱情
"雷佳音,夏梓桐,李菁,孙宁",360万,朴裕焕,"2016,06,03",记忆碎片,"喜剧,悬疑"
"瑞安·雷诺兹,凯文·科斯特纳,盖尔·加朵,加里·奥德曼",1.03亿,阿里尔·弗罗门,"2016,05,13",超脑48小时,"悬疑,动作,剧情"
"塔伦·埃格顿,休·杰克曼,克里斯托弗·沃肯,蒂姆·麦克纳尼",669万,德克斯特·弗莱彻,"2016,03,18",飞鹰艾迪,"喜剧,运动,传记"
"谢霆锋,刘青云,佟丽娅,范晓萱",1.14亿,吴品儒,"2016,10,20",惊天破,"剧情,动作,犯罪"
"殷果儿,苗青,刘力源,宋伟",928万,尚永峰,"2016,03,11",床下有人3,"恐怖,惊悚,悬疑"
"安迪·萨姆伯格,凯蒂·克朗,凯尔希·格兰莫",7762万,"尼古拉斯·斯托勒,道格·斯威特兰德","2016,09,23",逗鸟外传：萌宝满天飞,"喜剧,动画,家庭"
"于毅,岳丽娜,何花,杨昆",,巨兴茂,"2016,12,10",灵魂摆渡之风华绝代,"剧情,悬疑,惊悚,恐怖"
"刘亦菲,刘烨,余少群,黎明",3313万,戴思杰,"2016,05,20",夜孔雀,"剧情,爱情"
"巩汉林,金珠,朱丽莎",,"周艺华,方晓罡","2016,02,11",断片儿,"剧情,喜剧,爱情,家庭"
"马克·沃尔伯格,吉娜·罗德里格兹,库尔特·拉塞尔,迪伦·奥布莱恩",7257万,彼得·博格,"2016,11,15",深海浩劫,"剧情,动作,灾难"
"李东学,聂远,于小伟,宋佳伦",3316万,宁海强,"2016,10,14",勇士,"历史,战争,动作"
"裘恩典,张斯斯",,焦洋,"2016,02,01",断片儿之妇仇者联盟,"剧情,喜剧"
"张子枫,姜潮,宋威龙,赵多娜",,花明,2016,岁月忽已暮,"剧情,爱情"
"安东尼·霍普金斯,杰弗里·迪恩·摩根,艾比·考尼什,科林·法瑞尔",3531万,阿方索·博亚尔特,"2016,01,14",通灵神探,"惊悚,悬疑,犯罪"
"石川界人,赤羽根健治,小野贤章,冈本信彦",3779万,佐藤敬一,"2016,02,26",圣斗士星矢：圣域传说,"剧情,动画,动作"
"李菲儿,黄宥明,李金铭,立威廉",804万,郑来志,"2016,01,29",致我们终将到来的爱情,"剧情,爱情"
"贝拉·索恩,沙尔托·科普雷,肖恩·宾,伊莎贝拉·弗尔曼",3569万,阿列克谢·特斯蒂斯林,"2016,12,31",冰雪女王2：冬日魔咒,"动画,家庭"
"周迅,约翰·卡拉辛斯基,Jo Frost",6652万,陆川,"2016,08,12",我们诞生在中国,"剧情,纪录片"
"瑞安·雷诺兹,米歇尔·道克瑞,马修·古迪,本·金斯利",3557万,塔西姆·辛,"2016,05,12",幻体：续命游戏,"惊悚,悬疑,科幻"
"秦昊,辛芷蕾,邬立朋,王宏伟",326万,杨超,"2016,09,09",长江图,"剧情,爱情,奇幻"
"范·迪塞尔,伊莱贾·伍德,露丝·莱斯利,奥拉维尔·达里·奥拉夫松",1.80亿,布瑞克·埃斯纳尔,"2016,01,15",最后的巫师猎人,"动作,冒险,奇幻"
"王卿伟,梁家辉,佟大为,周冬雨",4308万,徐伟,"2016,04,15",冰河追凶,"动作,悬疑,犯罪"
"杜江,薛凯琪,陈学冬,王祖蓝",1.30亿,陆可,"2016,02,14",高跟鞋先生,"喜剧,爱情"
"林心如,杨祐宁,任达华,黄幻",8830万,叶伟民,"2016,04,29",魔宫魅影,"惊悚,剧情,爱情"
"李敏镐,钟汉良,唐嫣,吴千语",2.13亿,申太罗,"2016,07,01",赏金猎人,"剧情,喜剧,动作,悬疑"
"谢琳·伍德蕾,提奥·詹姆斯,李美琪,娜奥米·沃茨",1.22亿,罗伯特·斯文克,"2016,05,20",分歧者3：忠诚世界,"动作,冒险,科幻"
,,陆建艺,2016,探索发现：海昏侯大墓考古发掘现场,纪录片
"傅筱,天津喜哥,王家强,顾权",,吕磊,"2016,11,25",疯狂希莉娅,"动作,科幻"
,,,"2016,01,21",开心鬼大师之开心过大年,喜剧
"颜丙燕,王德顺,艾丽娅,王晴",63万,朱员成,"2016,11,04",盛先生的花儿,剧情
,,陈斌,"2016,08,25",虎胆龙威之迷惘,"动作,剧情,冒险"
"陈惠敏,罗莽,乔宝宝,罗天池",,刘俊辉,"2016,08,25",少女打擂台,动作
,,,"2016,06,30",仙人道之仙药,
"常若熙,熊珂,午马,孙桂田",1万,杨易之,"2016,03,15",哑孩儿,"剧情,家庭"
,,"高瀚宇,张宁浩,王修泽,蒋一铭","2016,07,01",扑通！扑通！花少年,"喜剧,爱情,奇幻"
"高明,张英,陈友旺,周浩东",,张忠,"2016,12,24",燕振昌,剧情
,,,"2016,03,29",火车大劫案,"剧情,喜剧,动作"
"沈凯,徐小琴,张喜来,王婷",,唐斌斌,"2016,07,22",我是路人甲 纪录片,纪录片
"尹熙水,陈萝莉,刘润洁,宋宇宁",,张跃东,2016,武林外外传,"喜剧,剧情,古装"
,,,2016,除了爱我们什么都不会,爱情
"刘钇彤,Songpu Yang,Xiangtai Sun,马诺",,Shenhao Shi,"2016,02,03",唐人街杀人魔,犯罪
"王景春,鲍春来,王森,乔欣",86万,闫旭升,"2016,09,16",击战,"剧情,运动,动作"
"张国立,姚晨,窦骁,叶一云",2621万,张猛,"2016,01,01",一切都好,"剧情,喜剧,家庭"
"劳伦·科汉,鲁珀特·伊文斯,黛安娜·哈卡索,詹姆斯·罗素",1686万,威廉·布伦特·贝尔,"2016,04,01",灵偶契约,"恐怖,惊悚,悬疑"
,,"叶山豪,李红陶","2016,07,28",小镇风云之仇富者联盟,"剧情,喜剧,悬疑"
,,,"2016,01,20",疯狂的手机,"喜剧,短片"
"陈伟霆,郑秀妍,唐艺昕,谢霆锋",3656万,邹佡,"2016,08,12",那件疯狂的小事叫爱情,"喜剧,爱情"
"陈柏霖,蒋雯丽,杨祐宁",1146万,"西瓦罗·孔萨库,忻钰坤","2016,05,13",再见，在也不见,"剧情,爱情,家庭"
"约瑟夫·高登-莱维特,本·金斯利,夏洛特·勒·邦,詹姆斯·贝吉·戴尔",9070万,罗伯特·泽米吉斯,"2016,01,22",云中行走,"剧情,冒险,传记"
,,,"2016,11,18",宠物小精灵: 波尔凯尼恩与机关人偶玛机雅娜,"动画,冒险,奇幻"
"柏安,田淼,肖彦博,翟红玉",584万,赵小溪,"2016,04,15",猫脸老太太,"悬疑,惊悚,恐怖"
"汤姆·克鲁斯,寇碧·史莫德斯,阿尔迪斯·霍吉,达妮卡·亚罗什",6100万,爱德华·兹威克,"2016,10,21",侠探杰克：永不回头,"动作,犯罪,冒险"
"瓦蒂姆·提萨拉提,维奥莱塔·吉特孟斯塔雅,韦尼亚明·斯梅霍夫,维克多·维尔比斯基",2104万,萨里·奥德赛耶,"2016,10,14",暗杀游戏,"动作,惊悚,科幻"
"章子怡,彭于晏,佟丽娅",4741万,"张一白,管虎","2016,02,14",奔爱,"剧情,爱情,悬疑"
"姚晨,唐嫣,郝蕾,郭富城",8085万,张太维,"2016,04,29",梦想合伙人,"剧情,喜剧,爱情"
"鳕子,屋良有作,岛田敏,水谷优子",2584万,高木淳,"2016,09,23",樱桃小丸子：来自意大利的少年,"喜剧,动画,家庭"
"潘粤明,常远,吴樾,谭凯",2227万,唐旭,"2016,12,29",冒牌卧底,"喜剧,犯罪,冒险"
"舒淇,冯绍峰,宋茜",3742万,"陈飞宏,陈奕利","2016,08,05",我最好朋友的婚礼,"喜剧,爱情"
徐子鹿,,贲放,"2016,12,29",我的丧尸女友,"科幻,恐怖"
"宋懿洁,蒋欣奇,张蓝艺",732万,"高育新,刘峰","2016,05,13",笔仙诡影,"恐怖,惊悚,悬疑"
"汤姆·汉克斯,菲丽希缇·琼斯,奥玛·希,伊尔凡·可汗",1.34亿,朗·霍华德,"2016,10,28",但丁密码,"剧情,惊悚,悬疑"
"毛孩,李倩,刘蓓,范伟",2088万,刘雨霖,"2016,11,04",一句顶一万句,剧情
"安东尼奥·班德拉斯,罗德里戈·桑托罗,朱丽叶·比诺什,詹姆斯·布洛林",2342万,派翠西亚·里根,"2016,03,04",地心营救,"剧情,历史,传记"
"郭富城,杨子姗,郝蕾,安志杰",3631万,吴中天,"2016,07,22",天亮之前,"剧情,动作,犯罪"
"朴灿烈,袁姗姗,姜潮,徐珠贤",8102万,金帝荣,"2016,06,30",所以……和黑粉结婚了,"喜剧,爱情"
"钱枫,刘汉强,李尚翼,杨一方",,叶田,"2016,01,22",爸爸我来救你了,"喜剧,家庭,冒险"
,,张政勇,"2016,08,17",禁地之恐怖医院,"惊悚,恐怖"
"丹尼拉·科兹洛夫斯基,弗拉基米尔·马什科夫,阿格尼·格鲁迪特,谢尔盖·科姆珀",3076万,尼古拉·列别捷夫,"2016,08,19",火海凌云,"剧情,惊悚,冒险,灾难"
"刘烨,王珞丹,黄志忠,杨祐宁",3642万,彭顺,"2016,09,15",我的战争,"剧情,战争,历史"
"凯文·亚当斯,让-保罗·卢弗,凡妮莎·吉德,奥黛丽·拉米",1693万,亚瑟·邦扎康,"2016,11,18",阿拉丁与神灯,"喜剧,爱情"
"赵本山,闫妮,热依扎,炎亚纶",5398万,高群书,"2016,02,01",过年好,喜剧
"盖尔·加朵,艾拉·菲舍尔,扎克·加利凡纳基斯,乔恩·哈姆",1193万,格雷格·莫托拉,"2016,11,08",邻家大贱谍,"剧情,喜剧,动作"
"赵丽颖,张翰,童菲,丁一宇",6328万,郭大雷,"2016,03,18",女汉子真爱公式,"剧情,喜剧,爱情"
"佟大为,陈妍希,吕云骢,温心",6030万,安兵基,"2016,11,11",外公芳龄38,"剧情,喜剧,家庭"
"白歆惠,李昌熙,罗家英,孟鹏",485万,殷国君,"2016,09,30",幽灵医院,"恐怖,惊悚,悬疑"
"西蒙·佩吉,凯特·贝金赛尔,罗宾·威廉姆斯,特瑞·吉列姆",829万,特瑞·琼斯,"2016,09,09",魔法老师,"喜剧,科幻"
"杰克·休斯顿,托比·凯贝尔,罗德里戈·桑托罗,阿耶莱特·祖里尔",1745万,提莫·贝克曼贝托夫,"2016,10,10",宾虚,"冒险,剧情,历史"
"阮经天,杜鹃,苗侨伟,叶童",954万,罗冬,"2016,04,15",纽约纽约,"剧情,爱情"
"黄渤,孙红雷,黄磊",1.25亿,"严敏,任静","2016,01,15",极限挑战之皇家宝藏,"喜剧,悬疑"
戴江,,王羿人,"2016,04,14",知心法官,剧情
,,,"2016,08,24",灵魂脱壳,"剧情,动作,惊悚,恐怖,家庭"
"杨颖,阮经天,张超,郝蕾",1345万,陈果,"2016,02,14",谋杀似水年华,"爱情,悬疑"
"夏雨,宋祖儿,崔宝印,杨紫",896万,郑潇,"2016,03,18",洛杉矶捣蛋计划,"剧情,喜剧,家庭"
"克里斯汀·斯图尔特,杰西·艾森伯格,托弗·戈瑞斯,康妮·布里登",1987万,尼玛·诺里扎德,"2016,04,15",废柴特工,"喜剧,动作"
,,程浩,"2016,03,21",超级英雄,短片
"丁妍,王亚林,叶芳,王雪沁",2102万,郑成峰,"2016,04,02",太空熊猫英雄归来,"动画,喜剧,科幻"
张博楠,,富淞皓,"2016,12,30",解忧杂货铺,剧情
"布兰登·罗斯,张雨绮,王盛德,王阳明",3501万,周文武贝,"2016,01,29",蒸发太平洋,"动作,冒险,科幻"
"沙鲁克·汗,乔蕾·科斯,玛瑞沃拉·嘉沃斯卡,法拉·艾哈迈德",153万,玛尼什·莎玛,"2016,11,02",脑残粉,"剧情,动作,悬疑"
,,,2016,西游记之三星洞学艺,动画
"张国荣,张曼玉,梅艳芳,陈友",1389万,黄泰来,"2016,03,25",缘份,"剧情,喜剧,爱情"
"黄健,李仲鑫,谢安晟",720万,"朱晓兵,黄贻青","2016,09,15",神兽金刚之青龙再现,"动画,奇幻,冒险"
"苏晓彤,郭笑,耿明,陆琦蔚",760万,王一淳,"2016,10,14",黑处有什么,"剧情,悬疑,犯罪"
"童菲,高泰宇,马丁",293万,"程中豪,王凯","2016,06,10",我们毕业啦,"喜剧,爱情"
"卡西·阿弗莱克,切瓦特·埃加福特,安东尼·麦凯,亚伦·保尔",707万,约翰·希尔寇特,"2016,07,27",红色警戒999,"犯罪,惊悚,剧情"
"朱一龙,皮查雅·瓦塔那蒙迪里,徐洁儿,李嘉明",804万,皮查农·塔玛杰拉,"2016,10,28",育婴室,"恐怖,惊悚,悬疑"
"霍建华,任达华,张赫,热依扎",4200万,麦咏麟,"2016,01,22",真相禁区,"动作,悬疑,犯罪"
"倪虹洁,谷放冰,任志宏",177万,莎莉,"2016,08,26",白雪公主和三只小猪,"动作,动画,冒险"
"张浩,蓝波,何文辉,吴志雄",,张浩,"2016,11,07",四平青年之浩哥大战古惑仔,"剧情,喜剧"
"乔杉,许君聪,孙建宏,费伟妮",1123万,王鑫,"2016,10,28",小明和他的小伙伴们,"剧情,喜剧"
"欧豪,张慧雯,杨紫,高泰宇",1104万,郭在容,"2016,08,26",在世界中心呼唤爱,"爱情,剧情"
"本尼迪克特·康伯巴奇,马丁·弗瑞曼,尤娜·斯塔布斯,拉珀特·格雷夫斯",1.60亿,道格拉斯·麦金农,"2016,01,04",神探夏洛克：可恶的新娘,"剧情,悬疑,犯罪"
"李连杰,范冰冰,黄晓明",2.83亿,"许安,杨龙澄","2016,07,29",封神传奇,"动作,奇幻,古装"
"刘烨,张译,段博文,王子文",1.36亿,曹保平,"2016,09,14",追凶者也,"剧情,喜剧,犯罪"
"马特·达蒙,艾丽西亚·维坎德,朱丽娅·斯蒂尔斯,汤米·李·琼斯",4.46亿,保罗·格林格拉斯,"2016,08,23",谍影重重5,"动作,惊悚,悬疑"
"韩庚,唐嫣,吴京,张瑶",3.66亿,刘镇伟,"2016,09,14",大话西游3,"喜剧,爱情,奇幻"
"林更新,张静初,腾格尔,刘晓庆",5389万,潘安子,"2016,07,15",快手枪手快枪手,"喜剧,动作,犯罪"
"陈永忠,郭月,余世学",646万,"毕赣,张津龙","2016,07,15",路边野餐,"剧情,悬疑"
舒广袖,,曾伏虎,2016,追捕,悬疑
"杰克·布莱克,黄磊,布莱恩·科兰斯顿",10.01亿,"吕寅荣,亚历山德罗·卡罗尼","2016,01,29",功夫熊猫3,"动画,动作,冒险"
,,,"2016,05,10",盗爱空间之私人电影,
"卢杉,傅亨,宋撼寰,丁绮",442万,战越,"2016,07,08",张震讲故事之合租屋,"惊悚,悬疑,爱情"
,,,"2016,07,04",我的充气女友,"剧情,爱情"
"陈灿,朱晓辉,曹帅,孟飞",,刘信义,2016,九纹龙史进之替天行道,"剧情,动作"
"刘俊峰,吕佳,张志伟,刘浩闻",33万,万世忠,"2016,11,04",狱中惊魂,"惊悚,悬疑"
张暖雅,,吴沛桥（桌子）,"2016,11,03",一路夜蒲,"剧情,喜剧"
"伊娃·格林,阿沙·巴特菲尔德,塞缪尔·杰克逊,朱迪·丹奇",1.18亿,蒂姆·波顿,"2016,12,02",佩小姐的奇幻城堡,"剧情,冒险,奇幻"
,,于利,"2016,06,04",逗比，我来了,"剧情,喜剧,动作,爱情,惊悚,恐怖,家庭"
,,,"2016,06,04",绝境逃亡,"悬疑,惊悚"
"杨润坤,张红蕾",,海歌,"2016,04,20",柏拉图之恋,爱情
"王震森,陶欢",,王波,"2016,01,28",欲链迷情,"剧情,爱情,悬疑,惊悚"
,,"柯哲娴,崔航","2016,06,16",咸猪手爱德华,"喜剧,爱情,科幻,惊悚,情色"
"李帅,郑心潼,康琳浠",,高力强,"2016,04,27",黄天厚土,剧情
,,,"2016,06,22",阴阳界之色祸,
,,潘润南,"2016,03,07",黑白有道,犯罪
,,,"2016,07,04",渡灵人,剧情
"拉斯·多普勒,Andreas Zahn,Dominik Fenster,Oliver Peter Kaiser Troska",,埃德·埃伦伯格,"2016,06,11",听见寂静,"剧情,战争"
"姚雨鑫,孙心娅,吴晴,汤斯婷",,姚雨鑫,"2016,10,27",约爱风暴,情色
"黛西·雷德利,约翰·博耶加,亚当·德赖弗,哈里森·福特",8.11亿,J·J·艾布拉姆斯,,,
,,,"2016,01,06",东北灵异录2无法无天,"喜剧,动作,恐怖"
,,,"2016,04,28",黑暗侵喜,"喜剧,悬疑,惊悚"
"吕佩玉,骆妍倩,王愫稣,李敏妍",87万,刘潘,"2016,01,23",猿创世界之熊孩子部落,"动画,冒险,喜剧"
韩汐雯,,杨博,"2016,07,01",渣男的100种死法,"剧情,喜剧,动作,悬疑,恐怖,爱情"
"曹云金,俞惠子,姜超,刘金山",,英达,"2016,02,01",龙号机车,"剧情,喜剧"
"弗兰克·布鲁瑙,让-皮埃尔·贝克尔,Matthew Bond,朱莉·德拉姆",,Julien Hallard,2016,头发,短片
