actors,boxoffice,directors,time,title,type
,,园子温,2018,黄金蝴蝶,剧情
,,"黄圣依,任嘉伦,沈梦辰,杨安迪,邓莎","2018,07,01",疯狂的麦咭 第五季,真人秀
,,"阿杰,乔诗语,苏尚卿,刘三木,季冠霖","2018,04,27",全职高手特别篇,"剧情,动画"
"李世民,王智钧,孙嘉琪,张正",,王佳诚,"2018,10,10",桔煦如衷,"剧情,传记"
,,"王琳凯,秦奋,钱正昊,董又霖,韩沐伯","2018,05,07",番啊翻啊翻,"纪录片,短片,真人秀"
"黑雯丽,赵卫东,李嘉伟,法赫德",1万,杨影,"2018,02,24",哈啰义乌,剧情
"王耀可,班玛加,韩山山,王尉",2万,图拉古,"2018,04,13",青春后驱动,"剧情,爱情"
,,"商蓉,张仁博,齐景斌,张倍瑜,邱云鹤","2018,02",侠义神捕之边城迷案,"剧情,武侠,古装"
,,"吴磊,梁家辉,刘嘉玲,张鹏,杨真鉴","2018,07,06",鉴你所见-阿修罗幕后纪实,纪录片
"何弘宇,李梦珂,田依凡,李京旭",63万,刘红梅,"2018,06,15",家,"爱情,音乐"
,,刘建宏,"2018,06,15",宏观世界波,"运动,脱口秀"
吴倩,,"蒋国权,袁知安",2018,深圳爱上你,爱情
"沈涛,黄奕,周笔畅,乔杉",,孙竞,"2018,02,25",中国梦想秀 第十季,真人秀
"塞缪尔·杰克逊,迈克尔·塞拉,杨紫琼",,"Chris Bailey,马克·克耶斯特",2018,刀锋剑客,动画
,,陈楚洹,"2018,03,09",玩偶帝国,"爱情,科幻"
"隋名旸,石峄,马强,程小夏",5万,陈俊霖,"2018,01,16",芒刺,剧情
,,,"2018,7",政和书记,"剧情,传记"
,,,"2018,04,09",西藏，自然之路,纪录片
,,,"2018,11,03",破茧,
,,,"2018,10,23",热血东京初体验,
"徐洁儿,姜尘,苗苗",3万,"王鹏,张津龙","2018,06,23",出走的娜拉,"剧情,家庭"
,,梁家仁,"2018,03,22",误入神秘岛,"悬疑,家庭,冒险"
,,"高媛熙,李准基,黄灿盛,朴正洙,黄致列","2018,06,04",女神缔造者,
"郭冬冬,魏小欢,徐锦江,顾宇峰",,魏玉海,"2018,01,07",杀无赦,"动作,犯罪"
"徐少强,阮圣文,谈莉娜,宗峰岩",,王琦,"2018,03,17",金鸡大劫案,"动作,犯罪,冒险"
"陈科羽,李玉峰,姜棣珧,田玉奎",1万,卢海华,"2018,09,21",舌尖上的斗争,剧情
,,,2018,水飞燕,武侠
,,严尚嘉,2018,狐妖小红娘,"喜剧,奇幻"
,,,"2018,10,25",荒村怪兽,恐怖
"李雨阳,李国麟,邓燕歌,夏嘉伟",,汪嘉骏,"2018,02,13",官人我要房,"喜剧,古装"
"钟伟强,梁家仁,李健仁,朱铁和",,梁皓贻,"2018,04,06",美人鱼村,"喜剧,爱情,奇幻"
"李肖宁,李牧芸,郭慧",4万,"陈艳,吴丽霞","2018,05,16",找爱之旅,"剧情,爱情"
,,"刘颖伦,林雪","2018,01,17",末栈之怪笔新娘,"剧情,动作,动画,悬疑,奇幻"
,,"王千航,王震森,郭广平,周群","2018,07,10",让老公回家,剧情
"纪宁,顾易浩,张立昕",,"郑大圣,潘雨","2017,11,03",蚀之霜天晓角,剧情
,,"胡丹丹,王良,付曼","2018,05",落跑新娘,"剧情,喜剧,爱情"
"倪惠英,黎俊声",1万,黎涛,"2018,05,21",花月影,戏曲
,,"张植绿,徐淦琳","2018,04,01",我的WIFI男友,"爱情,奇幻"
"纪宁,啜妮,顾易浩",,"郑大圣,潘雨","2015,01,15",蚀之江枫渔火,剧情
,,张昕瑶,"2018,03,29",The Double,"悬疑,短片"
,,"刘晓庆,悦悦,孙嘉灵,刘嘉玲","2018,07,01",但愿人长久 第二季,真人秀
,,"戴萌,吴哲晗,许佳琪,孙珍妮,张怡","2018,03,29",花样妹妹,真人秀
,,项秋良,"2018,02,07",再见再见,"剧情,爱情"
,,"李希侃,毕雯珺,林彦俊,灵超,韩沐伯","2018,02,09",阿偶TV,"纪录片,短片,真人秀"
郑昊,,董玲,2018,五十八座·半,剧情
,,"卜冠今,韩烨洲,王家强,王城祖",2018,路不可急,"剧情,喜剧"
"杜旭东,刘江,王菀晨,李明",10万,朱丹,"2018,04,13",二师兄来了,"剧情,喜剧"
"何育骏,张贺茗",,回宇,"2018,04,06",魔国志2,"剧情,动作"
"陈玺旭,卢野,裴魁山",,"韩彦博,裴魁山","2018,01,02",的士诡谈,"喜剧,悬疑,恐怖"
"吴永淦,韦依,亚孟乐",,余斌,"2018,01,26",在你的世界爱上你,"剧情,爱情"
"梁证嘉,陶大宇,文卓",,吉米,"2018,01,03",爱上蒲女团：终章,
"吴宣萱,俸泉,胡之熙,陈文俊",,唐皓,"2018,06,15",我的青春有点二,"喜剧,音乐"
"鹏少,娜塔莉·阿琳·林德",,鹏少,"2018,12",洛浠的森林,"剧情,冒险"
"欧弟,徐冬冬,田源,桑平",,吴勋,2018,花小楼之捣浆糊,"喜剧,爱情"
"王洪千,王锦,句兆杰,田渤",,袁明涛,2018,神探云笔记2,"剧情,动作,爱情,科幻,悬疑,冒险"
,,"徐娇,约翰·理查森,亚瑟·罗伯茨","2018,07,27",智启,"科幻,短片"
"戴燕妮,洪冰瑶,李一锋,王李丹妮",,马可滼,"2018,06,02",闻香识爱,"剧情,喜剧,爱情,情色,脱口秀"
"孙伊涵,宋宁峰,周楚濋,杜双宇",48万,刘紫微,"2017,06,09",我心雀跃,"剧情,爱情"
,,"陈信喆,岳冬峰,姜萌轩",2018,平妖传,"奇幻,古装"
,,"里奥·费迪南德,加里·莱因克尔,穆罕默德·萨拉赫,伊恩·拉什","2018,04",萨拉赫，一个足球童话,纪录片
,,朱英俊,2018,萌菌总动员,"喜剧,动画"
"杜学成,江兰萱,郑晓勇,何柔熹",,邓安邦,"2018,07,26",女校怪谈,恐怖
,,,2018,冰火大冒险,动画
"孔莹虹,倪土,陈婧,卢云飞",38万,吴双,"2018,06,26",马兰花开,剧情
"孙强,支一,孙敬季,释恒利",15万,李炳,"2018,06,29",地下凶猛,"剧情,喜剧"
"刘立,祝诗斯,周艺勤,苏莎",1万,郭永涛,"2018,07,02",心灵救赎,"爱情,悬疑"
"汤龙,郭嵩涛,白文信,郭建明",81万,李睿珺,"2015,10,23",家在水草丰茂的地方,"剧情,家庭"
"张朋,王啸坤,李茂,邓宁",,苏明,"2018,08,31",算不上辉煌的青春,剧情
"王宇泽,秦鸣悦,贾子宸,曹蕴",10万,陈亮言,"2018,05,25",时间暗局,"动作,悬疑,冒险"
,,,"2018,08",一千零一夜之拯救黄金城,"动作,动画,冒险"
,,陈瑾,2018,17年零364天,剧情
,,,2018,破冰战队,青春
"张艺航,孙弋惟,宗昊,王笑天",,彭德松,"2018,03,22",71号公寓,恐怖
,,"王宥钧,靳锦,刘名凯,黄子星,王俐丹",2018,东才书院杀人事件,"悬疑,古装"
,,雅克·贝汉,2018,阿力历险记,"剧情,奇幻,冒险"
,,张思庆,2018,他乡囚徒,剧情
,,,2018,Uta不是流浪狗,剧情
"邱泽,张含韵,王棠云,廖望",,唐旭,2018,单板厨神,"剧情,爱情,冒险,运动"
,,,2018,小戏骨：神雕侠侣,"剧情,家庭,武侠"
,,不思凡,"2018,04,26",白鸟谷,"动画,短片"
"黄品沅,李通,李超",7万,"崔潇,汪小平","2018,01,12",丢心,剧情
"格劳瑞·皮尔丝,罗伯特·罗德里格斯,费尔南多·埃拉斯,法布里肖·博利韦拉",103万,罗伯托·柏林厄,"2018,01,05",尼斯：疯狂的心,"剧情,历史,传记"
"陈建华,李东海,韩项远",,"韩项远,陈萌希","2018,03,13",女神潘金莲玩穿越,"悬疑,惊悚,情色"
马率,,吴铭,"2018,11,09",汉口往事,历史
"宋洋,李晓红,蒋一铭,淳于珊珊",36万,张帆,"2018,02,09",无迹可寻,"惊悚,悬疑"
,,,"2018,11,05",第十四号情侣,
"尹航,李骏诚,何华超,关慧娜",,章国庆,"2018,08,16",致命反击,"剧情,动作"
,,"牟凤彬,王岗岗,郑子好","2018,03",山寨之王,"剧情,喜剧,悬疑,武侠,古装"
"郑丁玮,张泸兮,吴玺,李升远",7万,钟雷,"2018,02,09",阳光夏令营,剧情
,,周伟,2018,我的美利坚女友,"喜剧,爱情"
黄轩,,易智言,"2018,03,13",习惯有你在,"剧情,短片"
,,,2018,吃货日记,"喜剧,爱情"
,,"张世玉,解斯童,陈炳强,天津喜哥","2018,03,09",给个理由先之再点秋香,"剧情,喜剧"
"王涵,吴冬妮,李凤鸣,耿强",,胥明文,"2018,06,29",中国警花,动作
,,,2018,中国往事,剧情
"杜天皓,罗悠月,聂彤芯,郑恺",,周德华,"2018,03,30",报告老师我是东北银,喜剧
"邵羲,姬他,曹馨月,邵老五",,董玲,2018,贺兰山下,剧情
"海洋,张小觉,王歌,张亚飞",,林子,2018,蜜丝炸弹,"喜剧,爱情,奇幻"
,,,2018,国宝疑云之格里芬魔咒,"剧情,冒险"
,,张桥梁,"2018,07,25",不得不走,"剧情,家庭"
,,"李宇春,朱一龙,钟欣潼,陈立农,张云龙","2018,08,04",青春芒果夜,"音乐,歌舞"
,,,"2018,11,03",下柳林,历史
,,"彭波,梁山山,彤阳",2018,爱要狠♂♀幸福不能等,"剧情,喜剧,爱情"
"倪慕斯,贾本初,王莘迪",1万,高奇,"2018,10,26",寄生夙愿,悬疑
,,梁栋,2018,日常幻想指南,"爱情,奇幻"
"高明,郭九龙",,孙承志,"2018,10",极南之地,剧情
摩根·弗里曼,,格雷戈·迈吉里弗雷,"2018,04,04",美国音乐之旅,"纪录片,短片,音乐,歌舞"
"张鹰,黑妹,杨子沫,贾小双",10万,孙铁军,"2018,06,16",疯狂的麻将,"喜剧,爱情"
,,罗纳尔迪尼奥,"2018,01,29",舞动传奇,"纪录片,传记,运动"
,,"沈涛,罗希","2018,04,14",跑男来了 第六季,"短片,真人秀"
"丁翔南,潘若瑶,李至正",,王岽鉴,"2018,08,31",初雪告白,剧情
"德姬,岳辛,孙一明,夏诺·扎西敦珠",,聂运兴,2018,318号公路,剧情
,,"杨明逸,吕良伟,王尧",2018,门徒契约,"剧情,动作"
,,黄健明,2018,再见怪兽,动画
"李嘉文,韩昊霖,安冬",,"潘婷,喜子","2018,06,16",爹地,"剧情,家庭"
"归亚蕾,杨贵媚,班铁翔",,叶谦,2018,蕃薯浇米,剧情
"秦俊杰,毛晓彤,张艺骞,魏巍",,彭发,2018,醉+拍档,"喜剧,冒险"
"任天野,陈国良",,张德晖,2018,孤狼行动,"剧情,动作"
,,"罗曼·雷恩斯,布洛克·莱斯纳,Kurt Angle,龙达·鲁西,保罗·莱维斯克","2018,04,09",摔角狂热 34,真人秀
"吴京安,田娜",10万,周琦,"2018,08,03",面向群众,剧情
,,"段暄,刘语熙,王自健,陈美君,段艺璇","2018,06,14",这！就是世界波,体育
"李感,王春妹",,孙晓晨,"2018,08,22",长岛,短片
"谢毅,高姝瑶,苗海忠,李宗霖",,夏咏,"2018,04",大反撞者,
"文苡帆,张德晖",,叶小舟,"2018,01,13",亿人局之迪拜贱客,
,,,2018,龙门镖局,喜剧
,,"林柏宏,范立美,虞朗,高至霆,陈碧舸",2018,蛋黄人,"喜剧,奇幻"
,,"张晓龙,许绍洋,李呈媛,张国柱,莫小棋","2018,07,20",现场直播,剧情
"宝木中阳,图特哈蒙,藤新",,"周沬,幽舞越山","2018,09,21",剑网3·侠肝义胆沈剑心,"剧情,喜剧,动画"
"杨子姗,罗志祥",,林子皓,"2018,06",落跑新郎,"喜剧,爱情"
,,"余薇薇,曾子航","2018,05,02",一六零七号房间,"剧情,纪录片,短片,传记"
"吴烨,吕明俊,吴晴,周一诺",1万,郑庆严,"2018,06,29",恋爱101度,"喜剧,爱情"
"杜子名,陈雅婷,吴毅将,周浩东",,梁杰,2018,致命线索,"剧情,动作,犯罪"
,,,"2018,12",爱情监控,悬疑
,,"陈思诚,杜淳,贡米,于震,张鹰","2018,07,21",游击战神,战争
"李强,杨梅,李宏磊",,洛森,"2018,03,22",拯救·欲望都市,"剧情,动作,犯罪"
"王雅迪,冯家妹,周文韬,曹婧",,陆琦华,"2018,01,10",那朵花的名字叫白兰,"剧情,爱情,传记,历史"
,,韩三明,2018,山茶花,剧情
"阿诺德·施瓦辛格,塔兰·基拉姆,寇碧·史莫德斯,兰道尔·朴",,塔兰·基拉姆,2018,杀死冈瑟,"喜剧,动作,犯罪"
"李健仁,郑文辉",,林云翔,"2018,01,05",旺角老炮闯东北,"剧情,喜剧"
"王真儿,王煜,朱莉,杜子名",,孟瑀,"2018,06,29",迷失地铁,"剧情,悬疑"
"周一围,曾侃",,"祝贺,杨超","2018,06,15",足球道路,纪录片
"卢卡斯·赫奇斯,朱莉娅·罗伯茨,考特尼·万斯,凯瑟琳·纽顿",,彼得·赫奇斯,"2018,12",本，回来了,剧情
,,"马凡舒,尚雯婕,黄绮珊,路易斯·苏亚雷斯,彭坦","2018,06,14",豪门盛宴,
,,"平采娜·乐维瑟派布恩,协塔朋·平朋,那瓦·蓬朴提岸","2018,09,02",美丽男孩,爱情
"尚格·云顿,杜夫·龙格尔,阿尔·萨皮恩扎,杰思敏·沃兹",5137万,帕夏·帕特里基,"2018,06,08",深海越狱,"剧情,动作,犯罪"
"丹尼拉·科兹洛夫斯基,弗拉基米尔·伊利因,奥莉亚·祖耶娃,伊琳娜·戈尔巴乔娃",609万,丹尼拉·科兹洛夫斯基,"2018,06,29",最后一球,"剧情,运动"
"小日向文世,深津绘里,泉泽祐希,葵若菜",1141万,矢口史靖,"2018,06,22",生存家族,"剧情,喜剧,家庭"
"杨光普照,孟宇,张喆,郭政建",502万,孙海鹏,"2018,08,17",美食大冒险之英雄烩,"喜剧,动画,家庭"
"赵立新,凌潇肃,王嘉,寇世勋",,刘亚当,2018,中国合伙人2,剧情
"刘小光,文松,黄俊鹏,王雅捷",363万,李克龙,"2018,01,26",S4侠降魔记,喜剧
"王挺,索朗卓嘎,巴金旺甲,庄庆宁",361万,王强,"2018,09,21",天慕,"剧情,历史,传记"
,,何政军,"2018,05,22",赵亚夫,"剧情,传记"
"梁振伦,王歆霆,付小仙,梁霆炜",,姚学,"2018,07,05",了不起的高二八班,剧情
,,刘奚子,2018,那片星空那片海,"爱情,奇幻"
"闫妮,邹元清,吴若甫,吴大维",3682万,张骁,"2018,05,11",我是你妈,"剧情,喜剧"
"凯特·温丝莱特,詹姆斯·贝鲁什,贾斯汀·汀布莱克,朱诺·坦普尔",140万美元,伍迪·艾伦,2018,摩天轮,剧情
"左夏初,郭凯敏,曲国强",1万,"孙宏建,左夏初","2018,09,16",漂亮的村事,剧情
"班赞,李滨,赖迦童,战鹤文",93万,张秉坚,"2015,12,11",东北偏北,"剧情,喜剧,悬疑"
,,"陆婷,傅汉源,刘姝贤,郑丹妮,韩家乐","2018,05,08",狄大人驾到,"剧情,悬疑"
,,"李艺彤,陆婷,许佳琪,冯薪朵,鞠婧祎","2018,07,28",“砥砺前行”SNH48 GROUP第五届偶像年度人气总决选演唱会,"音乐,歌舞,真人秀"
"冯文娟,吴旭东,关新伟",283万,裘建滨,"2018,05,04",我们的青春岁月,"剧情,爱情"
,,"张艺兴,蔡徐坤,陈立农,范丞丞,黄明昊","2018,01,19",偶像有新番,真人秀
"常海波,石天龙",,杨振豪,"2018,04,14",最后的锦衣卫,"动作,武侠"
"沈佳妮,吕凉,杨乐,严晓频",,杜家毅,"2018,03",恋爱马拉松,"剧情,爱情,运动"
,,"黄婷婷,陆婷,赵粤,万丽娜,邱欣怡","2018,02,03",SNH48 GROUP第四届年度金曲大赏,"纪录片,音乐,歌舞"
,,,2018,悖论13,悬疑
费伟妮,,牛中明,"2018,01,11",重返青春期,剧情
"张智超,安然,卢喜文,袁中方",23万,张智超,"2018,07,07",左滩,"剧情,爱情"
"王广达,赵纪东,曾浩宇",6万,马和平,"2018,06,08",那年，我还没长大,剧情
"张泽晨,赵家林,赵子琪",,葛苏展,"2018,09,30",蓝鲸游戏,悬疑
,,"郭京飞,陈若轩,张若昀",2018,猎凶者联盟,犯罪
,,,2018,大漠之战,"恐怖,冒险"
,,"邓健泓,何佩瑜,白健恩,李天翔,古明华","2018,08,28",扫黑神探,"动作,悬疑,犯罪"
,,"许佳琪,戴萌,莫寒,黄婷婷,陆婷","2018,04,07",SNH48首届偶像运动会,"纪录片,歌舞,真人秀"
,,"付赫安琪,原野",2018,爆橘,"剧情,动作,爱情,悬疑,犯罪"
,,,2018,修仙学院,"爱情,科幻,武侠,古装"
,,"何炅,瞿颖,吴昕,何欢,华晨宇","2018,03,02",湖南卫视元宵喜乐会2018,"音乐,歌舞,真人秀"
"焉栩嘉,陈霏怡",1万,郦虹,"2017,06,08",你幸福我快乐,"歌舞,音乐"
"林圣一,何奉天,孙瑜",,王岽鉴,"2018,04,24",热血跨男,"喜剧,爱情"
,,"杨迪,孔垂楠,包文婧",2018,白日与山尽,剧情
"张艺航,高上淇,赵闪闪,王越",,彭德松,"2018,09,06",看不见的恋人·上,"爱情,悬疑"
,,,"2018,11,10",排球少女,运动
"孙骁潇,余薇薇,孙丹丹,李耕",5万,孙铎,"2018,05,25",雾都神探之绝情箭,"爱情,悬疑"
"管新成,张金元,杨淼,李洪臣",,郑大圣,"2012,08,18",天津闲人,"剧情,喜剧"
,,"安紫依,彭敬慈,洪天照,林雪,陈观泰","2018,03,02",燃燒的夏之龍虎斗,剧情
"由立平,窦凤琴,王建飞,高伟中",35万,杨真,"2018,07,08",红盾先锋,剧情
"巩俐,倪妮",,陈冲,2018,扶桑,"剧情,爱情"
"胡琨,王若瑄,曾昂,卢秋宏",,刘城铭,2018,最近最远的你,"剧情,爱情"
"朱梓骁,斯琴高娃",,林鸿,2018,东方女儿国,"战争,古装,历史"
,,焦波,2013,乡村里的中国,纪录片
"弗兰塞斯克·奥雷利亚,阿德里亚娜·乌加特,西尔维亚·阿隆索,奇诺·达林",,奥里奥尔·保罗,2018,幻影,"爱情,科幻,惊悚"
赵国燕王,,彭发,"2018,06",活埋惊魂,"悬疑,惊悚,恐怖,犯罪"
"王德顺,徐文宇,朴政希,王诗雯淇",33万,邢健,"2016,07,08",冬,剧情
,,沈乐平,"2018,07,25",天谕2：苍古之绊,"剧情,动画,武侠,古装"
,,鲍德熹,2018,浮生物语,剧情
"许贵源,雷璐璐,武正鉌",6万,"孙健,杨昕雨","2018,08,17",他是一只狗,"喜剧,奇幻"
,,杨广福,"2018,12,01",大唐风云2,动画
"窦柏林,王渊慧,虞祎杰",,秦榛,"2018,08,03",沙海番外之蚌人,悬疑
桑平,,"杨宇飞,吴博平","2018,06,21",刺客行,"犯罪,短片"
,,孙梦纯,"2018,05,04",修罗狱之彼岸花,"剧情,动作,武侠,古装"
"张垚祎,陈熙明,柳杨",5万,李嘉华,"2018,09,06",遥远的他,爱情
"李天佑,王小宝,胡洋,吴琼",,何子强,"2018,02,12",人间大炮2,"喜剧,战争"
,,"张迪,马少骅","2018,05",匠心,剧情
"邹东孝,屈菁菁,梁超",18万,"夏克平,夏天","2018,01,26",五度空间,"惊悚,悬疑"
"刘德华,郑秀文,吴嘉龙,林家栋",1492万,杜琪峰,"2018,02,10",龙凤斗,"剧情,喜剧,爱情"
"郭飞歌,陈舒宜,粱哲",,"潘礼平,邹江",2018,小戏骨：武林外传,"剧情,喜剧,武侠,古装"
"贺军翔,江若琳,刘宇,姚橹",4万,武圣基,"2018,01,05",醉佳导演,"喜剧,爱情"
"阿云嘎,乌吉穆",,孙浩洋,"2018,02,26",七十七公里,剧情
"阮颂扬,陈嘉桓,敖犬,张朋",10万,李军,"2018,05,25",神谕通天,"悬疑,古装"
"王铮,芮丹尼,田鑫雨",,杜奇泉,2018,战神诀,战争
"史洪波,张乃元,王钧康,林伟",73万,柯宙,"2018,04,20",理想之路,"爱情,动作"
"项洪,侯宇航,林诗曈,关键",18万,王保国,"2018,04,19",壹号别墅,"恐怖,惊悚,悬疑"
"冯铭潮,赵多娜,陈美行,厉娜",13万,王钲,"2018,03,01",翻滚吧姐妹,"喜剧,爱情"
"叶斯琦,赫林,李炎欣,温航",,陈博,2018,浪花少女,剧情
"央金拉姆,格日才旦,仁增卓玛",,松太加,"2016,04,18",河,剧情
"李灿森,罗霖,绪方义博,夏菜",,梁德森,"2018,06,30",暴走曼谷,剧情
"朱袁员,张立威,李子雄,冯媛甄",1万,路云飞,"2018,10,26",冒牌恋人,"喜剧,爱情"
"蓝燕,朱孝天,曲木古火·秋风,闫鹿杨",106万,唐明智,"2018,06,04",蓝色金鱼,"爱情,冒险"
"李立,汪洋,句兆杰,孙婳",2万,周沫,"2018,01,05",我来过,"剧情,爱情"
"王辰昊,王东,王冬",,"于哲,高扬","2018,08,17",画师,"剧情,犯罪"
"彭禺厶,何其炜,张德晖",,代艺霖,2018,宝塔镇河妖之黄泉妖龙,"喜剧,冒险"
"黄一山,陈政阳,木也司尔,王干一",,胡子明,"2018,03,30",封神降魔,"爱情,奇幻"
"托尼·贾,杰森·斯坦森",,J·J·佩里,2018,猎魔行动,
"洪秀儿,李雅男,袁伶嫣,于非",98万,沈嵘,"2018,03,23",无眸之杀,"惊悚,悬疑"
"夏磊,吴磊,阿杰",,"钟智行,麦正乐","2018,07,18",西行纪,"剧情,动画,奇幻"
"徐捷,冯伟力,景涛,文铭",,徐捷,"2018,07,13",铁笼,"剧情,悬疑"
"陈汉典,迟帅,李雪妮,詹瑞文",,陈彼德,2018,全面失控,"剧情,喜剧"
"梁小龙,张继聪,冉冉,林雪",62万,叶天行,"2018,05,11",七号公馆,"喜剧,惊悚"
,,"李健仁,杨能,吉星","2018,01,26",总有刁民想害朕2：厉害了我的哥,古装
,,"张垚,李立北,来喜",2018,差等生乔曦,剧情
,,张勇,"2018,01,07",我从非洲来,纪录片
"钟熠璠,谷文泽",,"张若以,欧阳奋强",2018,丛林历险记,"剧情,家庭,冒险"
"魏子千,杨舒婷,米杨",,魏子千,"2018,09,21",亭城之恋,"爱情,动作"
"宦宇,高雪儿,马祥睿,陈俊宇",48万,尹大为,"2018,06,29",青春不留白,"剧情,喜剧"
,,"刚子,欢乐,梁彦增,杨蒙恩,李征",2018,年复一年,
"薛从海,刘劲",,王鼎,2018,薪火相传,剧情
,,"胡蓉蓉,王海祥,丁建钧,左夏初,王艺博","2018,06,20",苏庆亮,"剧情,传记"
"王雪沁,吴凡,周宗禹,强光宗",204万,陈设,"2018,08,18",旅行吧！井底之蛙,"动画,冒险"
"祝绪丹,黄一琳,徐子力",,黄磊,2018,初恋爱,爱情
"徐娇,邱胜翊,王栎鑫",22万,"胡圣亚,张毅","2018,02,01",毕业旅行笑翻天,"剧情,喜剧,爱情"
"新垣结衣,瑛太,广末凉子,远藤宪一",1854万,石川淳一,"2018,03,09",恋爱回旋,"喜剧,爱情,运动"
"冯巩,毛俊杰,刘昊然",1.01亿,"冯巩,崔俊杰","2018,06,08",幸福马上来,"剧情,喜剧"
"何为,魏嘉镁,贺云庆,韩伯维",105万,孙传林,"2018,10,16",我要去远方,"剧情,喜剧,爱情"
"黄璐,谢钢,钱波,李恒",47万,李聆聪,"2018,06,15",血十三,"悬疑,犯罪"
"陈意涵,张钧甯,薛凯琪,王水林",6434万,黄真真,"2018,03,02",闺蜜2,"喜剧,爱情"
"福山雅治,役所广司,广濑铃,满岛真之介",452万,是枝裕和,"2018,03,30",第三度嫌疑人,悬疑
"韩庚,凤小岳,李媛,山下智久",969万,李海龙,"2018,08,03",解码游戏,"喜剧,动作,犯罪"
"奶瓶,康潇诺,魏子涵,高婷婷",165万,彭力,"2018,02,02",小狗奶瓶,"剧情,家庭"
"奥卓·阿杜巴,艾米莉·布朗特,克里斯汀·肯诺恩斯,塔拉·斯特朗",4681万,杰森·西森,"2018,02,02",小马宝莉大电影,"喜剧,动画,歌舞,冒险"
"李宇峰,杨砚铎,周华健,张喆",2180万,王微,"2018,04,05",猫与桃花源,"动画,冒险,家庭"
"约翰·库萨克,塞缪尔·杰克逊,伊莎贝拉·弗尔曼,Clark Sarullo",122万,托德·威廉姆斯,"2018,04,13",夺命来电,"恐怖,灾难"
"弗兰克·盖思堂彼得,马利克·班泽拉,伯纳尔·法西,塞尔维托·埃斯波西多",3121万,弗兰克·盖思堂彼得,"2018,08,03",的士速递5,"喜剧,动作"
"约翰·塞纳,莉莉·戴,凯特·麦克金农,吉娜·罗德里格兹",1.72亿,卡洛斯·沙尔丹哈,"2018,01,19",公牛历险记,"喜剧,动画,冒险"
"孟美岐,林辰涵,苗雅宁,赵蕴卓",,王才涛,2018,蓝色生死恋,爱情
,,,"2018,02,16",峡谷重案组 第2季,
,,"张一山,张靓颖,杨紫,郭富城,王俊凯","2018,03,31",年轻造未来浙江卫视春季盛典,"歌舞,真人秀"
"萌猪,张震,大鹅,李侥",606万,胡鹤译,"2018,01,27",麦兵兵之夺宝联“萌”,"喜剧,冒险,奇幻"
"贾石,赵灵儿,苑盈,谈梓聿",2万,王俊翔,"2018,07,20",闺蜜的战争,"喜剧,爱情"
,,倪景阳,2018,一个笨蛋两个贼,喜剧
"徐光宇,许毛毛,安东尼·加瓦德",,"安澜,李新","2018,10",海之战,
"埃尔莫内拉·贾霍,豪尔赫·德·莱昂",,里奥·加斯,"2018,10,25",蝴蝶夫人,音乐
,,"刘畅,傅奕晨","2018,09,18",沙海番外之画媒,"爱情,悬疑,惊悚"
,,"张艺兴,周洁琼,蔡徐坤,陈立农,范丞丞","2018,02,02",练习生的凌晨零点,"纪录片,真人秀"
"陈瑾,水嘉宇,古丽米娜·麦麦提,达力·买提胡夏力",8万,李亚威,"2015,08,19",鹰笛·雪莲,"冒险,家庭"
"徐少强,程东,郑明洋,徐子涵",,昆丁,"2018,08,25",烛仙,
"申屠韩茜,张永达,李凤鸣,郭泱",,张亚海,"2018,02,03",我和“叛徒”老爸,"剧情,家庭,运动"
"赵奕欢,胡悦,文卓,潘彦妃",,管晓杰,"2018,02,18",上位2,"剧情,喜剧"
,,钱国伟,2018,热血燃烧,动作
"郑拓疆,王荣荣",,代艺霖,"2018,01,24",我的老婆未成年4,"剧情,喜剧,爱情"
"鄂博,成泰燊,李乃文,巴多",,韩志,2018,幸福魔咒,爱情
"姜卓君,苗驰,黄垲翔",,刘博文,"2018,05,24",出走人生电台,剧情
"王家强,田川,高爽,张璐瑶",,杨龙,2018,狂怒的金佛,剧情
,,郑棠元,2018,校花的贴身高手,奇幻
"杨小璇,郑淑贤,周婧,二勇",5万,屈珂羽,"2018,01,05",只想好好和你在一起,爱情
"乔·科尔,维他亚·潘斯林加姆",1万美元,让-斯蒂芬·萨瓦尔,2018,炼狱信使,"剧情,动作"
,,,"2018,10,27",春去春来,
,,"何绍宏,林佑威,李若嘉,陈稳",2018,奶爸同盟,"喜剧,动作"
"谭杰希,施予斐,赵樱子,孟智超",11万,郑来志,"2018,01,30",梭哈人生,"剧情,喜剧,爱情"
"保剑锋,戚砚笛,徐一娢,曹祎诺",194万,覃杰,"2018,05,12",亲爱的，我要和别人结婚了,"爱情,灾难"
黄渤,,冯勇沁,2018,怒水西流,剧情
,,刘若英,2018,易副官,"剧情,传记"
"宣言,丁洋,邢佳栋,谈莉娜",24万,高亚麟,"2018,09,20",我是检察官,剧情
"柳承龙,沈恩京,郑有美,金敏载",,延尚昊,"2018,4",念力,"剧情,喜剧,奇幻"
,,杜天皓,"2018,10,31",最佳前男友之月老下凡来爱你,
"许绍洋,上官琪枫,老虎",,徐超,"2018,07,25",请把生命交给我,爱情
,,"杰弗里·卡岑伯格,蔡徐坤,范丞丞,林彦俊,李希侃","2018,01,19",练习生初印象,"短片,脱口秀"
"卢奇,安荣生,郑卫莉,宋晓英",16万,王坪,"2018,08,22",出山,"剧情,传记"
,,,"2018,11",归雁,"剧情,传记"
