actors,boxoffice,directors,time,title,type
,,"梁骞,蔡力允,王海涛","2018,05,04",战境：火线突围,"科幻,战争"
,,,"2018,11,10",爱的使命,
,,冯可,2018,金牌律师,剧情
"罗后杰,益西兰周,尕藏仁青,仁增卓玛",3万,松太加,"2018,03,23",太阳总在左边,剧情
"傅晓,蒋林伶,李宁,龚子棋",,韩旭,"2018,06,15",搏击少年,"爱情,动作,运动"
,,"杨鸥,李正翔,孟祥龙,王晓彤,陈奕雯","2018,07,09",京剧猫之乘风破浪,"动画,奇幻,冒险"
"谭卓,李至正,孙亦沐,张定涵",70万,李燕宁,"2018,09,07",吻隐者,"剧情,爱情"
"张静初,龙品旭,黎兆丰,王同辉",37万,方刚亮,"2018,01,16",我的影子在奔跑,"剧情,家庭"
"杨子姗,尹昉,李勤勤,王婷",254万,李睿珺,"2018,05,17",路过未来,剧情
"杉咲花,神木隆之介,天海祐希,小日向文世",2062万,米林宏昌,"2018,04,28",玛丽与魔女之花,"动画,冒险"
"周思竹,王尉,许之糯,金泳三",,曾张粤紫,2018,未来的你,"爱情,奇幻"
"黄灿灿,王迅,梁超",,"周伟,冯超",2018,废柴老爸,"喜剧,家庭"
"奥古斯特·迪赫,史特凡·柯纳斯克,薇姬·克里普斯,奥利维埃·古尔梅",2078万,哈乌·佩克,"2018,05,05",青年马克思,"剧情,历史,传记"
"夏锦菊,陈小凤,李双双,曾宪春",158万,陈为军,"2016,12,16",生门,纪录片
"科林·费斯,蕾雅·赛杜,马提亚斯·修奈尔,马克斯·冯·叙多夫",,托马斯·温特伯格,2018,库尔斯克,"历史,灾难"
"姚星彤,立威廉,董琦,朱璇",335万,童江南,"2018,09,21",冷恋时代,"喜剧,爱情"
"佟心竹,陈张太康,李兰陵,沈念如",,金承仁,"2018,05,25",我是江小白 剧场版,"爱情,动画"
"肖燕,索笑坤,李青柯,陈禹铭",,周立鹏,"2018,11,09",青春正蓝,喜剧
,,朱江,"2018,10,23",御前法医大仵作2,古装
"张歆艺,王栎鑫,谭维维,于莎莎",1934万,张歆艺,"2018,02,09",泡芙小姐,"剧情,爱情"
"梁家仁,程野,苑琼丹",,"杨守信,林小鑫","2018,05,18",天蓬元帅之大闹天宫,"喜剧,动作,奇幻"
,,,2018,金色腰带,"剧情,传记"
"林柏宏,石安妮,王芊,何明翰",439万,黄朝亮,"2018,05,29",给19岁的我自己,爱情
,,,"2018,10,28",降龙神掌苏乞儿,"古装,武侠"
"刘纯燕,杨晨,王宁,刘波",2771万,丁实,"2018,02,02",金龟子,"动画,冒险,家庭"
"赵静,王勇,刘磊,屠画",133万,叶田,"2018,09,12",勇敢往事,剧情
,,卓建荣,2018,汽车人总动员2：疯狂逆袭,"喜剧,动画,冒险"
"海伦·米伦,唐纳德·萨瑟兰,简·默勒尼,克里斯蒂·米切尔",656万,保罗·维尔齐,"2018,02,23",爱在记忆消逝前,"剧情,喜剧,爱情"
"杨猛,李菁菁,张贵生,段云圣",31万,宋遥平,"2018,10,17",皮鞋,剧情
"李昇炫,郭碧婷,白冰",155万,"陈思行,陈加玲","2018,03,02",宇宙有爱浪漫同游,"喜剧,爱情,科幻"
"张若昀,马思纯,李现",3021万,"李欣,李洋","2018,04,04",奇葩朵朵,"喜剧,爱情"
"米歇尔·威廉姆斯,克里斯托弗·普卢默,马克·沃尔伯格,查理·普拉默",1116万,雷德利·斯科特,"2018,03,02",金钱世界,"剧情,犯罪,传记"
"曲博,欧阳小如,杨峻宇",,"曾晋为,赵祖祥",2018,魔女,"爱情,奇幻"
"谢徽,梁文道,王宏宇",,谢徽,"2018,01,15",夜幕下的故事,"纪录片,短片"
"付然,于非,陆妍淇,鞠帛展",,林峻兆,"2018,03,30",九克拉战栗,"剧情,恐怖"
"陈天星,李华",,胡艺川,2018,德皮,"剧情,爱情"
"许铂岑,杜旭东,常戎,杜金京",18万,朱丹,"2018,09,21",天刃,"动作,悬疑,犯罪"
"阿诺德雷·耶斯,苏·普拉多,米科·劳伦特,阿方索·伊尼戈·德伦",,马里切尔·卡里加,"2018,08,24",七袋米,"剧情,家庭"
,,谢侍辛,"2018,09,13",夔龙玉,"剧情,古装,历史"
,,,"2018,08,08",天路十一组,
"杜雨露,朱丹,曹操,朱利亚·卡罗维尼",12万,李得胜,"2016,08,26",爸爸的木房子,"剧情,家庭"
,,"李易峰,白宇,彭昱畅,张子枫,郭京飞","2018,06,27",哔计划,脱口秀
"戴萌,李梓,刘力菲,李佳恩",,何泰然,"2018,06,05",少女侦探社,"剧情,喜剧"
"李天烨,李芯萌,张绍飞,刘昌伟",1万,袁春波,"2018,06,08",别让爱情走弯路,爱情
,,,2018,无视者,剧情
"刘頔,李易祥,沈佳妮,田雨",,吕乐,2018,速求共眠,剧情
"杨子骅,孟晓涵,张学仁,杨千里",6万,孙爱国,"2018,03,29",河间圣手,"剧情,古装,历史"
,,"蔡徐坤,陈立农,范丞丞,黄明昊,朱正廷","2018,02,02",泡泡读信,"纪录片,脱口秀"
,,"刘长纯,白瑶,田鑫雨",2018,山河披锦绣,剧情
,,李思睿,2018,花名册之血海深仇,武侠
,,"吴启华,程芷渝,李雨阳,李思欣,朱慧敏","2018,12,30",夺命追凶,剧情
"于晓光,戴娇倩,白凡,邓捷",,习辛,"2018,07,06",我拿什么奉献给你,剧情
"颜北,李依伊,尹佳璇",,李翰东,"2018,08,23",恋爱氧气,"爱情,奇幻"
,,"郑清珍,李明哲","2018,11,09",老大,"剧情,纪录片"
,,张艺谋,2018,天涯歌女,剧情
,,,"2018,10,24",夜伴情人,
,,"庄森,宋乃刚","2018,09,18",十步一剑,"动作,爱情,古装"
,,"蔡徐坤,陈立农,范丞丞,黄明昊,林彦俊","2018,03,19",偶像你造吗,真人秀
,,"王瑞子,刘长德,何明翰,吴明轩","2018,01,20",反诈风暴之陌生号码,"剧情,犯罪"
"于晓光,翟天临,王泷正,杨蓉",,朱家辉,"2018,12",誓死相守,"剧情,动作,战争"
,,,"2018,06,29",霹雳惊涛,"奇幻,武侠,古装"
"蒋韵兮,叶轩彤,张馨儿,金续航",,张倾城,2018,巾帼志杨门女将,"动作,战争,古装"
"赖迦童,麻郡宜",,涂枭龙,2018,刺客部落I绿石炼狱,"奇幻,冒险"
,,"季晨,何明翰,谭凯,王瑞子","2018,01,13",反诈风暴之猫鼠之战,"剧情,犯罪"
,,"朱晓雨,加里·莱因克尔,罗伯特·莱万多夫斯基,克里斯蒂安·萨帕塔,卡洛斯·奎罗斯","2018,04,19",星耀俄罗斯,"纪录片,真人秀"
,,"邓凯蓝,黄菀乔,易屹,梁小龙",2018,蝶影之灾,"动作,奇幻"
"吴荻,黄诗佳,王鑫尧,黄益龙",,张宴尘,"2018,04,13",飞鸿笑传之破茧,"喜剧,动作,爱情,悬疑,历史,冒险,武侠,古装"
,,董立范,"2018,02,24",大明贱客,"喜剧,武侠,古装"
李骏诚,,何仲海,"2018,04",四奇士和美女们,喜剧
"Gabija Jaraminaite,Giedrius Savickas,Dainius Gavenonis",,Lina Luzyte,"2018,06,01",永远在一起,"剧情,惊悚"
"梁俊一,王希",,甄福群,"2018,04,28",末路还生,"科幻,悬疑"
,,"蒲冰墨,焦妮","2018,06,19",她们,家庭
冯可,,吴卫东,"2018,03",与雷锋有关的日子,剧情
"李松珂,王东",,王海,"2018,08,08",街头巷隅,剧情
,,黄军,2018,生死斗牛场,"爱情,动作,奇幻"
,,"索笑坤,林晨","2018,01,25",盗梦迷情,"剧情,爱情,悬疑,惊悚"
,,,"2018,06,11",少年说,
,,吉德蕾·贝诺里奥,"2018,06,01",关于严肃话题的对话,纪录片
,,小杉健,"2018,04,18",天监师之末法时代,"动作,冒险,奇幻"
"陈信喆,朱庭辰,程思寒,陈诺",,周望,"2018,02,24",伏藏师,"喜剧,奇幻"
李幼斌,,张忠,"2018,03",中国企业家,
,,"刘泊潇,肜耀忠,郭秋成,商蓉,张倍瑜","2018,01",侠义神捕之诡影,"武侠,古装"
"张立昕,纪宁,榕榕",,"潘雨,郑大圣","2017,11,03",蚀之春风桃李,"剧情,爱情"
,,"袁福福,李九霄,李梦,张颂文",2018,夏天只是一天,"喜剧,剧情"
,,赵国燕王,"2018,09",神探阿飞之完美杀手,悬疑
左右,,王汉词,2018,零分贝,
,,,2018,艽野尘梦,剧情
"张本煜,张楚文,罗祎杰,孙妞",,何梓源,"2018,06",举目凝望,"剧情,短片,运动"
"凯特·温丝莱特,威廉·达福",,"Christian Haas,Andrea Block",2018,尼斯大冒险,"动画,冒险"
,,,"2018,11,14",奇遇真爱,
"杜沁怡,廖蔚蔚,翟星月,葛天",,李克龙,"2018,03,18",不良千金,喜剧
"吴莫愁,刘帅良,余心恬,王彦霖",,宋迪,"2018,06",毕业进行时,"剧情,喜剧"
"赵千紫,方晓莉,杨子骅,李东翰",,姬诚,2018,大傩·董春女,"剧情,历史"
,,"孙珍妮,莫寒,陆婷,赵粤,张语格","2018,07,10",“砥砺前行”SNH48 GROUP第五届偶像年度人气总决选纪录片,纪录片
"宋伊人,倪虹洁,陶慧,周铁",,高博,2018,最后一间房,"爱情,惊悚,悬疑"
"王庆祥,迟蓬,张杨果而,徐囡楠",4万,张锐,"2018,09,07",那条河,"剧情,爱情"
"张优,王德枫",,李东,"2018,01,08",异能男友,剧情
,,,"2018,07,19",火烧云之波罗堡,"动作,悬疑,武侠"
"符冲,袁国庆,刘以嘉,孟祥龙",,彭擎政,"2018,08,17",夜思,动画
,,"郎峰,楼学贤",2018,大明平妖传,古装
,,"张凯丽,郑恺,金霏,潘长江,潘阳","2018,02,17",2018新春相声大联欢,"喜剧,戏曲"
,,,"2018,06,20",来者何人,"剧情,悬疑,西部"
,,王琳凯,"2018,06,03",小鬼乃酷,"纪录片,音乐,歌舞"
"李槐龙,王梁双全,高欣生,祝新运",,高成岗,"2018,07,25",盲侠,动作
,,韩轶,"2018,06,19",盲行者,纪录片
房祖名,,陈冠霖,"2018,06,23",鼓浪屿的三世情书,"爱情,音乐"
,,"徐欢,张越佳","2018,07,23",如果国宝会说话 第二季,纪录片
,,"李菁,王雨甜,张璐瑶,代雨丹","2018,02,02",超模教练,喜剧
"田家达,张倬闻,徐洁儿",,陈伟祥,"2018,02,27",镇魂曲之非念,
"周斌,钱佩怡",,周立鹏,"2018,09,27",不二掌门,"剧情,动作"
,,金士杰,"2018,02,15",多住几天的家,"剧情,短片"
,,李彬,"2018,03,09",九九归一,真人秀
,,,2018,阳神,奇幻
,,孟飞,2018,董海川,剧情
,,,2018,求婚专家,爱情
,,"李淳,萨拉·贝克,洛特·安德森","2018,04,25",搭便车,短片
,,"李响,马薇薇,张颐武,郦波,郑罗茜","2018,07,14",阅读·阅美 第二季,脱口秀
,,约翰·特里,"2018,10,22",特里：铁血队魂,"纪录片,传记,运动"
,,"苗青,尤亦泽","2018,04,03",梦回追凶,悬疑
"田鑫雨,李思睿",,郭彤彤,2018,花名册之人心难测,剧情
,,,"2018,08,18",将心不灭,
,,"张语格,许佳琪,谢妮,陆婷,赵粤","2018,02,02",SNH48 FAMILY GROUP 暨 SNH48 出道五周年纪念演唱会,"纪录片,音乐,歌舞,真人秀"
,,陈数,"2018,11,01",SHU理生活 第一季,真人秀
,,李少红,2018,莲花,剧情
,,蒋能杰,"2018,10,18",川军老兵彭国臣,纪录片
"查杰,曾艳芬,谢承颖",,黄建业,"2018,08,14",深宫蜜语,古装
"李德龙,朱鉴然,林威",,吕蔚,"2018,12",遗忘者,动作
,,,"2018,10,22",青春坐标,
"吴倩,孙诗远",,"郑波,袁博","2018,05,21",追眠记,纪录片
盛一伦,,郑松汉,"2018,01,11",带TA回家,"剧情,音乐,歌舞"
"啜妮,顾易浩,张立昕",,"潘雨,郑大圣","2017,11,03",蚀之章台秋柳,"剧情,爱情"
"徐少强,沈保平,海波,张春仲",,徐俊,"2018,05,23",刀震江湖,"动作,古装,武侠"
"陈迪生,王品然,范纪和,周庆文",,李坦,"2018,08,24",穿越爱,剧情
,,"李志,李芸","2018,06,28",戏剧江湖,剧情
,,"黄镫辉,刘海蓝,陆怡璇,李琦","2018,05,31",都市封魔传,"喜剧,奇幻"
,,"商蓉,李振起,韩帅,张倍瑜","2018,02",侠义神捕之对弈,"悬疑,剧情"
,,,2018,三笑奇缘,剧情
"施柏鹏,马国芯,潘登,安富强",,华本度,"2018,10,11",婴灵奇谭,"惊悚,恐怖,奇幻"
,,贾箖,"2018,07,19",深水鱼塘,"剧情,悬疑"
"王筱沫,房程程,安圣浩,梁小龙",,胡艺川,"2018,05,07",王者联盟,"动作,悬疑,科幻"
,,"陈龙,果靖霖,曾虹畅,张朋,李蓓蕾","2018,01,11",悦空间,真人秀
,,"玛丽·贝托,阿诺德·瓦卢瓦","2018,10,21",晴空,剧情
"卢海鹏,麦家琪,赵硕之,利颖怡",,吉米,"2018,10,24",夜伴情人,剧情
"夏望,仇佩佩,鲍大志,鲍贝尔",,黎涛,2018,验伤,"剧情,爱情"
,,,"2018,08",春去冬来,纪录片
"谢天成,陈皓,尹广誉,张俊杰",2万,冯桂莲,"2018,02,02",莫名我就喜欢你,"剧情,家庭,传记"
,,"王艾琳,朱富润","2018,02,28",克塞之战之天降英雄,"剧情,灾难"
,,"吕太良,何佳依","2018,05,10",葫芦兄妹大战魔灵,"喜剧,科幻"
,,,"2018,05,19",鱼心河忍,爱情
,,,"2018,10,22",落红,剧情
黄渤,,黄渤,"2018,03,08",疯狂的兄弟,"剧情,短片,传记"
,,,"2018,06",别闹了,"剧情,动作,悬疑,恐怖,犯罪,武侠"
"金巧巧,何中华,张萍娟,宋邦春",6万,许文琦,"2018,05,11",天梦,剧情
,,,"2018,02,06",断案吧！寇准,"剧情,喜剧,家庭,传记"
赵恒煊,,"朴城主,邓武","2018,04,08",万历朝鲜战争,纪录片
"周子熙,易水,邹笨笨",,马咏贤,"2018,10,11",薇薇安,剧情
,,李骏,2018,最初的相遇，最后的别离,剧情
"冷泉夜月,于越",,小野败仔,"2018,04,26",切尔诺贝利之春,"剧情,动画,历史,灾难"
"孟智超,张达明,杨玉梅,黄一山",,陆春伟,"2018,08,30",独自去逃欢,剧情
"关智斌,刘静怡,钟一宪,柏华力·莫高彼斯彻",,卢哲颢,"2018,02,02",血拳之双龙劫,"剧情,动作,爱情,犯罪"
"奥田瑛二,筒井道隆,水崎绫女,坂本明",,照屋年之,"2018,06",洗骨,剧情
"尚国伟,李玲,王艺禅,郝光",2万,尹海峰,"2018,04,19",渠首欢歌,剧情
高捷,,徐响,"2018,08,13",回我的家,"爱情,家庭,短片"
,,"梁家仁,楼学贤,秦天宇",2018,九面怪侠,"武侠,古装"
"倪虹洁,李梦,李乃文",,何文超,"2018,01,29",生活没那么可怕,短片
王巍,,王晴,"2018,05,20",花椒树下,"剧情,纪录片,家庭"
,,何乙轩,"2018,01,16",探案录财宝大劫案,"动作,悬疑,奇幻"
,,张子墨,"2018,05,18",影的告别,"剧情,短片"
,,黄健翔,"2018,06,14",健翔任议球,体育
,,李鸿杰,"2018,02,10",那一片星光,剧情
"Ludovic Chazaud,Camille Genaud",,"Kaspar Schiltknecht,Jeremy Rosenstein","2018,03,14",柠檬综合症,"剧情,短片"
,,"陆川,霍尊,腾格尔,何云伟,阿丘","2018,06,02",非常传奇 第二季,真人秀
,,"北岛,翟永明,蒋方舟,黄璐,巫昂","2018,05,19",春天读诗之夜2018,
,,"林雪,徐凡","2018,03,27",病态猎手,
"钱小华,史航,徐凤文",,"罗颖鸾,杨骊珠","2018,04,23",书迷,纪录片
"林子闳,丁巧唯,郭鑫",,"姜秉辰,戎俊义","2018,11",查无此人,"喜剧,动作,悬疑"
,,"曲吉,郎鹏,胡悦,熊欣欣,单明凯","2018,08,10",万魂镜之诛魔记,"动作,爱情"
"窦文涛,范志毅,潘采夫,卢宇光",,王紫建,"2018,06,15",战斗吧足球,脱口秀
"马元,陈朵怡,于书瑶",,陈静,"2018,06,21",驯兔记,"短片,奇幻"
,,"袁祥仁,李镇男,何乙轩,尹扬明,葛凌芮","2018,02,07",探案录骨笛魔音,"动作,悬疑,冒险"
"孙海洋,彭波,刚毅,夏梦",4万,成宇兴,"2018,06,08",盯上小偷的贼,"喜剧,动作"
"刘頔,桑娜,齐超,卫延侃",,麦田,"2018,04,11",东厂西厂,剧情
"王瑞子,姚刚,何明翰",,王冉,"2018,01,06",反诈风暴之罪恶来电,"剧情,犯罪"
"何宗礼,齐漠祥,缪云飞,赵忠",12万,张侨勇,"2013,12,20",千锤百炼,"运动,纪录片"
"普拉西多·多明戈,田浩江,维琴佐·陶尔米纳",,蒂齐亚诺·曼奇尼,2018,西蒙·波卡涅拉,音乐
"史振凯,孙童心,曲博",5万,"陈烈,邹丰","2018,05,29",爱是永恒,"剧情,爱情"
,,,2018,来自新世界,剧情
,,"王濛,刘星宇","2018,02,06",濛主驾到,运动
,,"司徒格子,潘采夫,王冲,古革军,赵兰富","2018,01,15",漠北三人行,脱口秀
,,"姜思达,秦岭","2018,06,25",陷入姜局,真人秀
"冯璧晴,贾超,顾宇峰,包克",,康峰,"2018,01,19",妻诈,"喜剧,悬疑"
,,Jokubas Vilius Turas,"2018,06,01",梦见那条路,纪录片
王婷,,李彬,2018,花开总有时,"剧情,爱情"
许建,,何仲海,2018,风吹过我还在,爱情
,,"沈世朋,张璇","2018,01,02",女神来了,
,,Frédéric Favre,"2018,03",结伴而上,纪录片
,,苏照彬,2018,月球暗面,科幻
,,尹力,2018,国色天香,剧情
"张本煜,张鹭,孔雁",,祁骥,"2018,06,21",一只蓝色的虾,"剧情,短片"
,,"陶立新,王东","2018,05,21",今日无事,"剧情,短片"
"马维希,陈艾森,林跃,李明霖",,赵烁,"2018,04,28",激情飞车,剧情
,,"刘帅良,杜天皓,黄龄","2018,07",头条女王2,悬疑
"冉易居,王珍晶,黄立业,杨雅荔",4万,卢玉波,"2018,01,15",红月亮之武陵山歌,剧情
"刘帅良,黄龄,杜天皓",,周文武贝,"2018,07",头条女王,悬疑
,,"高洋,李岷城",2018,寻找外星人,"剧情,科幻"
,,龚姜斌,"2018,10,09",单脚跳,悬疑
,,"苏菲,杜奕衡,杨少华,桑平,罗京民",2018,横抢硬夺,剧情
"艾涛,梅树森,陈思贤,马佳慧",,王梓骏,"2018,05,01",不过是分手,"爱情,悬疑,短片"
"本尼迪克特·康伯巴奇,凯莉·麦克唐纳,史蒂芬·坎贝尔·摩尔,莎卡亚·瑞丝",,朱利安·法里诺,2018,时间中的孩子,剧情
,,,2018,情与债,剧情
,,"张喆,郝翔海,郭浩然","2018,04,26",我的逆天神器,"动画,奇幻"
"顾冠忠,高冬雨,罗天池",3万,"耿兴隆,陈树楷","2018,05,18",火魔高跟鞋,"剧情,爱情,悬疑"
"落松土登,噶玛松姆,益西旦增,班玛久买",33万,张唯,"2018,01,09",天籁梦想,剧情
,,,"2018,10,28",侍女,古装
,,,2018,急速猎人,剧情
"关晓彤,张嘉译",,姚晓峰,2018,鸿嘎鲁的奇妙旅行,剧情
"刘牧,陈晓桑,何为",6万,"谢毅航,林建邦","2018,02,06",奔,"剧情,爱情"
"周末,谢孟伟,王一霏,丁建钧",,谢孟伟,"2018,01,11",无主之城,"剧情,动作,悬疑,犯罪"
"关飞扬,陈嘉铭,杨致远,蔚岩峰",1万,李金林,"2018,08,03",名将之后,"剧情,家庭"
,,,"2018,11,14",铁血义士,历史
"乌日根,周镯仪,刘凌菱,郑文蓉",2万,林柏松,"2018,01,26",半个月亮,"剧情,家庭"
,,,"2018,08,18",绝代公主穿越记,
,,,"2018,07,28",筑梦者姚明2：光芒,"纪录片,传记,运动"
"王彦夫,陈博睿,牛军,张国荣",4万,颜芳,"2018,06,01",我想和你们在一起,剧情
,,"王泊文,李晟烨","2018,10,28",唐生惨案,"剧情,悬疑"
,,,"2018,09,30",上海滩之密电风云,"动作,战争"
唐冠华,,唐冠华,"2018,09",接受采访,"纪录片,传记"
,,潘礼平,2018,小戏骨：哪吒传奇,"剧情,家庭,奇幻,古装"
"雷诺儿,袁子皓,欢子,刘锦儿",,温皓,2018,失忆规则,"剧情,悬疑"
,,克里斯蒂亚诺·罗纳尔多,"2018,08,06",封神伯纳乌,"纪录片,传记,运动"
"李祥祥,杨茜,刘昕妍,陆景朋",,胡安,"2018,08,23",伪梦迷情,"爱情,科幻,悬疑,犯罪"
,,,"2018,07,20",刮目相看,"剧情,动作,悬疑,传记"
张伟,,张玲玲,2018,深渊世界,"惊悚,恐怖"
"刘默飞,白茹,苑立若心,张茗杰",5万,丁文,"2018,06,15",时间监狱,"爱情,动作,悬疑"
,,"宋小宝,冯巩,王宝强,闫学晶,蔡明","2018,02,14",2018年辽宁卫视春节联欢晚会,真人秀
,,,"2018,10,25",特种少年团之生死营救,
"黄一飞,温哲轩,王双宝,何文辉",1万,陈之月,"2018,05,07",任性的硬币,喜剧
,,,2018,不朽的巨匠,"纪录片,历史"
"陈龙,林鹏,高姝瑶,韩张",,徐艺华,"2018,01,12",无法触碰的爱,"剧情,爱情"
"柯伯龙,闫鹿杨,左腾云,王多多",34万,卫捷,"2018,02,02",余额不足,喜剧
,,马梓涵,"2018,10,18",奇幻小说,剧情
"让·热内,阿涅斯·瓦尔达,让-吕克·戈达尔",,"阿涅斯·瓦尔达,让·热内",2018,脸庞，村庄,纪录片
,,,"2018,11,09",舞力崛起,
"汤姆·奥斯汀,西恩·帕特维,Sean Magyar",,"谢雷·福克森,克里斯托弗·尼霍姆","2018,02,02",巴黎犯罪现场,"剧情,悬疑,犯罪"
,,,"2018,03,21",特殊管理局,"喜剧,动作,武侠"
"王辰昊,陈圆",,袁哲,"2018,02,08",监禁外太空,"科幻,悬疑"
,,"李茂,弦子,刘璇,陈欢","2018,05,20",小儿大健康,脱口秀
,,,"2018,10,23",千岁新娘,
"黃子騰,张暖雅,姜凯,田璐",,刘夏同,2018,追日危情,"剧情,爱情"
,,,"2018,05,30",Together,喜剧
,,"赵锦焘,贾冰,吴谨西,蒋宇韬",2018,有金无险,"剧情,喜剧"
,,,2018,华尔街风水师,动作
"阿德沃尔·阿吉纽依-艾格拜吉,托马斯·伊恩·尼古拉斯,马克·罗斯顿",49万美元,"克赫勒姆 汉 阿拉维,艾曼贾马尔","2018,06",比拉传奇,"动作,动画,冒险"
"海拉提·哈利木,玛尔江.巴依吐肯",2万,"阿迪夏.夏热合曼,周军","2018,09,11",远去的牧歌,剧情
"谢孟伟,王一霏",,"张轩南,谢孟伟","2018,01,11",热血古惑女,"剧情,动作,爱情,冒险"
,,,"2018,02,04",腊月三十日到来,"爱情,纪录片,历史"
"黄一飞,梁家仁,黄靖芯,李建新",,黎庆麟,"2018,08,18",大爱回家,
,,王育臣,"2018,11",亚男亚女睡前故事,"喜剧,爱情,惊悚,奇幻"
陈志海,,陈志海,"2018,10,22",秋野春潮,"剧情,家庭"
"陈哲,曹旭鹏,李靖",,"马克西姆·沃尔科夫,邢海顺",2018,疯狂大变身,"喜剧,动画,家庭"
,,"蔡徐坤,陈立农,范丞丞,黄明昊,林彦俊","2018,04,04",我给你打CALL,"短片,真人秀"
"马新春,汤龙,王思懿,张敏",8万,李睿珺,"2018,01,01",告诉他们，我随白鹤去了,剧情
,,"王珮瑜,刘晓庆,吴京安","2018,06,08",艺苑现场,"戏曲,真人秀"
"李威,田家达,赵琳苑,言羽",,回鹿,"2018,03,23",魔盗同盟,"动作,冒险"
"范军,李月,郑亚龙,王倚天",5万,张雷,"2018,02,14",爱情的单程列车,爱情
"陶大宇,王俊棠,梁证嘉,利颖怡",,吉米,"2018,08,16",夺命追凶,"剧情,动作,爱情"
,,,"2018,10,21",汉字里的中国人,"纪录片,历史"
范家其,,王同贺,"2018,05,21",沙丘,"剧情,科幻"
,,,"2018,01,05",飘逸法师之冥界女妖,"剧情,喜剧,爱情,奇幻,冒险,武侠,古装"
,,徐俊,"2018,05,21",风流剑客,"动作,武侠,古装"
"吴莫愁,邓超,张一山,林更新",,曾国祥,"2018,01,15",2018把乐带回家,"喜剧,短片,音乐,歌舞"
,,"邵如一,何德瑞,刘哲珲,陈霖生,李诚儒","2018,08,23",黄昏中的鱼肚白,喜剧
,,,"2018,10,19",末世少女战江湖,灾难
"黄维德,刘向京,温碧霞",,"刘建华,刘夏",2018,嫌疑者说,"剧情,犯罪"
"李宗雷,张学娇",,张学娇,"2018,06,14",纪实72小时(中国版),纪录片
"池华琼,王宇,李凤鸣,张梓豫",12万,王劲松,"2018,06,26",明天有多远,剧情
,,,"2018,10,28",我和王金莲,
"王艺曈,周杰,李虎城,杜建桥",14万,侯翀,"2018,03,02",落绕,"剧情,爱情"
,,"吴悠,阿伦·艾弗森,刘扬,蔡荣,张阳阳","2018,07,12",晃过上帝之重返街头,"剧情,运动"
"王倩,杨正驰,石菲,张艺杰",12万,和成,"2018,01,20",天使的声音,剧情
"纪宁,啜妮",,"郑大圣,潘雨","2017,11,03",蚀之怀朴抱素,剧情
,,刘亭驿,"2018,04,02",灵异侦探社,"喜剧,动作,爱情,悬疑,犯罪,奇幻"
,,,"2018,12,20",法门寺之侠女神器,"剧情,动作,悬疑,古装,武侠"
"李松珂,刘念",,王海,"2018,08,09",左邻右里,剧情
"朱戬,张春仲,李秉润,崔尔康",,朱江,"2018,03,12",御前厨神,喜剧
,,陈楚生,"2018,07,16",七分之一的理想,"纪录片,短片"
徐才根,,戴维,"2018,03,31",和陌生的你每一天,"剧情,爱情,科幻"
,,"水菜丽,艾美琦","2018,02,16",我爱草食男2,"剧情,爱情"
,,"陈观慧,陈琳,陈珂,戴萌,段艺璇","2018,06,10",梦想演播厅,真人秀
,,陶典,"2018,08",溺亡大厦,"动画,悬疑"
,,张一白,2018,乖，摸摸头,剧情
,,"王蔷,赵文瑄,王琳,王佳佳,张家溢",2018,梦瑜伽,
,,,2018,X生存手札,动作
"李伯清,颜丙燕,种丹妮,祖绮颖",,方刚亮,"2011,06,22",老家新家,"剧情,喜剧"
,,"艾佳李,杨杏,李坤霖,方艺","2018,03,15",我们都是好孩子,"剧情,爱情"
,,,"2018,04,04",教导有方,"喜剧,动作,短片"
,,,2018,足球队长,动画
"尹菲,程镇,闫立飞,秦汉擂",,荣柏林,"2018,03,19",笑怼江湖,"剧情,喜剧,动作,爱情,短片,武侠,古装"
,,"上田丽奈,武内骏辅","2018,04,08",卡里古拉,动画
"梁家仁,陈圆媛,王岗,钱漪",,王鹰,"2018,04,17",不一样的锦衣卫,剧情
"张瑶函,赵红,滕奎兴",,"王生唯,梅生","2018,11",神剑传奇,"动作,奇幻"
"刘端端,尹玲,卢海华,任学海",36万,韦廉,"2018,05,26",策反,战争
,,杨天翔,"2018,01,15",空房子,"剧情,爱情,家庭"
孙梦纯,,杨志坚,"2018,06,22",山海经破蛊师：饕餮兽,动作
,,罗伯托·巴乔,"2018,04,16",忧郁王子巴乔,传记
"聂远,孙骁骁,孙之鸿,王奎荣",,朱伸,"2018,01,07",潜龙,"剧情,战争"
,,,"2018,08,14",意料之外,"喜剧,爱情"
"艾米·舒默,米歇尔·威廉姆斯,罗里·斯卡沃",148万,"艾比·科恩,马克·西尔弗斯坦","2018,08,28",超大号美人,"剧情,喜剧"
"尚长荣,言兴朋",108万,滕俊杰,"2018,08,30",曹操与杨修,戏曲
,,,2018,封神道,"动画,奇幻"
"威尔·阿奈特,娜塔莎·雷昂,克里斯托弗·布莱恩·布里奇斯,斯坦利·图齐",1499万,拉加·高斯内尔,"2018,07,20",汪星卧底,"剧情,喜剧"
"陈楚洹,黄启航,龚婉怡,张艺舰",239万,战越,"2018,08,31",男生宿舍,"恐怖,惊悚"
"艾米莉·布朗特,约翰·卡拉辛斯基,伊恩·麦克莱恩",6488万,"托尼·班克罗夫特,斯科特·克里斯汀·萨瓦","2018,07,21",神奇马戏团之动物饼干,"喜剧,动画,家庭"
