actors,boxoffice,directors,time,title,type
"胡达威,刘馨萱,袁文革,夏甜",584万,卓建荣,"2015,07,03",汽车人总动员,"喜剧,动画,冒险"
"黄晓明,杨幂,佟大为",3.54亿,"杨文军,黄斌","2015,04,30",何以笙箫默,爱情
"罗玉婷,翟巍,孙晔,吴磊",5662万,王章俊,"2015,07,23",赛尔号大电影5：雷神崛起,"动画,剧情,冒险"
,,,"2015,05,15",2015奇幻冰世界迪士尼《冰雪奇缘》特展,主题冰雕展
"小罗伯特·唐尼,克里斯·海姆斯沃斯,马克·鲁法洛,克里斯·埃文斯",14.64亿,乔斯·韦登,,,
"杨幂,李易峰,陈数",1.59亿,"陈国辉,夏永康","2015,12,03",怦然星动,"爱情,喜剧"
"成龙,约翰·库萨克,艾德里安·布洛迪",7.38亿,"李仁港,成龙","2015,02,19",天将雄师,"动作,战争,古装"
"姚雨鑫,张蓝艺,丁汇宇,杜菁",424万,袁杰,"2015,07,31",恐怖游泳馆,"恐怖,惊悚"
"张翰,陈乔恩,施予斐,王啸坤",5020万,田蒙,"2015,10,23",既然青春留不住,"喜剧,爱情"
"王宝强,郭富城,张震,林志玲",4.01亿,陈凯歌,"2015,07,03",道士下山,"喜剧,冒险,奇幻"
"孙红雷,周冬雨,董子健,王栎鑫",5069万,肖洋,"2015,06,19",少年班,"剧情,喜剧"
"李易峰,张慧雯,蒋劲夫,魏大勋",3.79亿,何炅,"2015,07,10",栀子花开,"剧情,爱情"
"吴亦凡,王丽坤,徐静蕾,戈登·亚历山大",2.81亿,徐静蕾,"2015,02,10",有一个地方只有我们知道,"剧情,爱情"
"郭采洁,凤小岳,赵丽颖",6896万,"金依萌,潘安子","2015,02,06",一路惊喜,"爱情,家庭,喜剧"
"周星驰,黄圣依,元华,元秋",2543万,周星驰,"2015,01,15",功夫3D,"喜剧,动作,犯罪"
"本·威士肖,妮可·基德曼,休·博纳维尔,莎莉·霍金斯",9945万,保罗·金,"2015,03,05",帕丁顿熊,"喜剧,动画,家庭"
"汤姆·肯尼,比尔·法格巴克,Mr. Lawrence",5667万,"保罗·蒂贝特,保罗·提比特","2015,12,01",海绵宝宝,"喜剧,动画,冒险"
"小连杀,谢昀杉,郝翔海,王祺",2089万,曾宪林,"2015,01,01",闯堂兔2：疯狂马戏团,"动画,喜剧,冒险"
"郑恺,江一燕,于笑,于嘉萌",6767万,李欣蔓,"2015,02,06",有种你爱我,"剧情,喜剧,爱情"
"彭于晏,窦骁,崔始源,王珞丹",1.45亿,林超贤,"2015,08,06",破风,"剧情,爱情,运动"
"方力申,邓丽欣,李丽珍,邵仲衡",1268万,叶念琛,"2015,12,24",分手再说我爱你,"喜剧,爱情"
"王宝强,小沈阳,大鹏,杨抒文",1.12亿,孙周,"2015,12,04",不可思异,"剧情,喜剧,科幻"
"万国鹏,王婷,沈凯,徐小琴",6489万,尔冬升,"2015,07,02",我是路人甲,"剧情,喜剧"
"杰森·克拉克,乔什·布洛林,约翰·浩克斯,罗宾·怀特",1.02亿,巴塔萨·科马库,"2015,11,03",绝命海拔,"剧情,冒险,传记"
"宋慧乔,窦骁,陈乔恩,杨祐宁",1554万,伊能静,"2015,04,15",我是女王,"剧情,爱情"
"查宁·塔图姆,米拉·库尼斯,道格拉斯·布斯",2.83亿,"莉莉·沃卓斯基,拉娜·沃卓斯基","2015,03,06",木星上行,"动作,科幻,冒险"
"张旭洲,郭晓峰,王翊丹,孙锡堃",,周伟,2015,弥天之谎,"剧情,犯罪"
"高圆圆,姜武,李晨,郑恺",2.84亿,刘江,"2015,04,02",咱们结婚吧,"剧情,爱情"
"郑恺,郭采洁,王传君,张艺兴",2.52亿,田羽生,"2015,11,06",前任2：备胎反击战,"喜剧,爱情"
"古天乐,佟丽娅,余文乐,张孝全",1.49亿,林岭东,"2015,07,30",谜城,"动作,惊悚,犯罪"
"亚当·桑德勒,米歇尔·莫纳汉,凯文·詹姆斯,彼特·丁拉基",1.01亿,克里斯·哥伦布,"2015,09,15",像素大战,"喜剧,动作,科幻"
"陈意涵,彭于晏,陈妍希,罗北安",244万,郑芬芬,"2015,06,26",听说,"剧情,爱情"
"埃德加·拉米雷兹,卢克·布雷西,泰莉莎·帕尔墨,戴尔里·林多",2.48亿,埃里克松·科尔,"2015,12,04",极盗者,"动作,犯罪,运动"
,,张艺兴,"2015,10,17",2015 张艺兴生日会,"音乐,歌舞"
"包贝尔,孙怡,王鹏",1253万,"郝杰,葛夏","2015,11,11",我的青春期,"剧情,喜剧,爱情"
"章子怡,金城武,宋慧乔,黄晓明",5105万,吴宇森,"2015,07,30",太平轮·彼岸,"剧情,爱情,灾难"
"杨颖,王宝强,李晨",4.33亿,"胡笳,岑俊义","2015,01,30",奔跑吧！兄弟,"喜剧,动作,冒险"
"杨颖,倪妮,陈晓,朱亚文",1.73亿,陈国辉,"2015,08,20",新娘大作战,"喜剧,爱情"
"范冰冰,韩庚,齐溪,杨迪",1.48亿,李玉,"2015,04,17",万物生长,"剧情,爱情"
"伊桑·霍克,莎拉·斯努克,诺亚·泰勒",2万,"迈克尔·斯派瑞,彼得·斯派瑞","2015,01,09",前目的地,"惊悚,悬疑,科幻"
"翟子陌,余心恬,马元,付曼",1228万,杜潇傲,"2015,08,14",七月半之恐怖宿舍,"悬疑,惊悚"
"约翰·斯帕克斯,贾斯汀·弗莱彻,欧米德·吉亚李利",5379万,"马克·伯顿,理查德·斯塔扎克","2015,07,17",小羊肖恩,"喜剧,动画,冒险"
"陈柏霖,孙艺珍,乔振宇,申贤俊",4696万,孙皓,"2015,11,27",坏蛋必须死,"悬疑,喜剧,爱情"
"休·杰克曼,加内特·赫德兰,鲁妮·玛拉,莱维·米勒",2849万,乔·赖特,"2015,10,22",小飞侠：幻梦启航,"喜剧,冒险,奇幻"
"张赢,张涛,许君聪",,"王岩川,张浩","2015,08,21",二龙湖浩哥之狂暴之路,"喜剧,动作"
"张丽,刘娟,万梦琪",1万,"王鹏程,克里斯多夫·莫利斯","2015,10,17",莫日根,"动画,家庭,冒险"
"汤唯,廖凡,苏岩,刘韬",6793万,张皓,"2015,07,24",命中注定,"喜剧,爱情"
"周强,陈坤,李冰冰",4.04亿,"鲍德熹,赵天宇","2015,02,19",钟馗伏魔：雪妖魔灵,"奇幻,爱情,动作"
"刘亦菲,宋承宪,欧弟,孟佳",7325万,李宰汉,"2015,09,25",第三种爱情,爱情
"李政宰,全智贤,河正宇,吴达洙",4698万,崔东勋,"2015,09,17",暗杀,"剧情,犯罪,历史"
"杨幂,郑开元,江疏影",5365万,"文牧野,董润年","2015,08,20",恋爱中的城市,"剧情,爱情"
"草原狼,冯绍峰,窦骁,昂和妮玛",6.95亿,让-雅克·阿诺,"2015,02,19",狼图腾,"剧情,冒险"
"周润发,张家辉,刘嘉玲",9.68亿,"王晶,张敏","2015,02,19",澳门风云2,"喜剧,动作"
"吉姆·帕森斯,佟大为,罗比恩·蕾哈娜·芬缇",1.72亿,"蒂姆·约翰逊,尼古拉斯·麦卡锡","2015,04,24",疯狂外星人,"动画,冒险,奇幻"
"凯拉·奈特莉,马克·鲁法洛,亚当·莱文,海莉·斯坦菲尔德",2027万,约翰·卡尼,"2015,06,26",再次出发之纽约遇见你,"喜剧,爱情,音乐"
"刘纯燕,霍尊,金炜",408万,"马克西姆·斯韦什尼科夫,弗拉德连·芭尔贝","2015,08,03",冰雪女王,"动画,奇幻"
"陈建斌,蒋勤勤,王学兵,金世佳",2250万,陈建斌,"2015,11,20",一个勺子,"剧情,喜剧"
"舒淇,张震,周韵,妻夫木聪",6141万,侯孝贤,"2015,08,27",刺客聂隐娘,"剧情,武侠,古装"
"亚当·桑德勒,安迪·萨姆伯格,赛琳娜·戈麦斯,凯文·詹姆斯",1.20亿,格恩迪·塔塔科夫斯基,"2015,10,27",精灵旅社2,"动画,喜剧,家庭"
"刘畅,白百何,唐艺昕,白举纲",6258万,秦小珍,"2015,11,13",陪安东尼度过漫长岁月,"剧情,爱情"
"刘德华,刘烨,吴若甫,王千源",1.96亿,丁晟,"2015,09,30",解救吾先生,"剧情,动作,犯罪"
,,"特罗伊·贝克,Ryan R. Johnson,塔拉·斯特朗,弗雷德·塔特西奥,塔西娅·瓦伦扎","2015,09,02",蝙蝠侠：夜神飞驰,"动作,短片"
"杨幂,鹿晗,王景春,朱亚文",2.15亿,安相勋,"2015,10,30",我是证人,"悬疑,犯罪,惊悚"
"本·斯蒂勒,罗宾·威廉姆斯,欧文·威尔逊,丹·史蒂文斯",3.22亿,肖恩·利维,"2015,01,04",博物馆奇妙夜3,"喜剧,奇幻,家庭"
"杰夫·布里吉斯,黄渤,麦肯吉·弗依,黄忆慈",1.58亿,马克·奥斯本,"2015,10,16",小王子,"剧情,动画,冒险"
"黎明,张曼玉,曾志伟",1233万,"陈可辛,赵良骏","2015,02,13",甜蜜蜜,"剧情,爱情"
"杨子姗,白客,陈柏霖,马天宇",3.22亿,易小星,"2015,12,18",万万没想到,"喜剧,奇幻,古装"
"刘德华,井柏然,梁家辉,吴君如",2.15亿,彭三源,"2015,03,20",失孤,剧情
"邓超,孙俪,代乐乐",6.48亿,"邓超,俞白眉","2015,12,24",恶棍天使,"喜剧,爱情"
"迪伦·奥布莱恩,李起弘,卡雅·斯考达里奥,托马斯·布罗迪-桑斯特",1.97亿,韦斯·鲍尔,"2015,11,04",移动迷宫2,"动作,惊悚,科幻"
"Aamir Hussain Khan,安努舒卡·莎玛,苏尚特·辛格·拉吉普特,桑杰·达特",1.18亿,拉吉库马尔·希拉尼,"2015,05,22",我的个神啊,"喜剧,爱情,奇幻"
"詹妮弗·劳伦斯,乔什·哈切森,利亚姆·海姆斯沃斯,伍迪·哈里森",1.43亿,弗朗西斯·劳伦斯,"2015,11,20",饥饿游戏3：嘲笑鸟（下）,"动作,冒险,科幻"
"马特·达蒙,杰西卡·查斯坦,克里斯汀·韦格,杰夫·丹尼尔斯",5.86亿,雷德利·斯科特,"2015,11,25",火星救援,"动作,冒险,科幻"
"杨子姗,陈柏霖,鹿晗,归亚蕾",3.65亿,陈正道,"2015,01,08",重返20岁,"喜剧,爱情,奇幻"
"白百何,吴彦祖,李媛,刘芮麟",5.11亿,韩延,"2015,08,13",滚蛋吧！肿瘤君,"剧情,喜剧,爱情"
"艾米·波勒,菲利丝·史密斯,敏迪·卡灵",9723万,"彼特·道格特,罗纳尔多·德尔·卡门","2015,10,06",头脑特工队,"动画,喜剧,家庭"
"杨幂,郭采洁,陈学冬,郭碧婷",4.86亿,郭敬明,"2015,07,09",小时代4：灵魂尽头,"喜剧,爱情"
"道恩·强森,卡拉·古奇诺,亚历珊德拉·达达里奥,艾恩·格拉法德",6.30亿,布拉德·佩顿,"2015,06,02",末日崩塌,"动作,冒险,灾难"
"刘青云,汤唯,井柏然,秦海璐",1224万,张婉婷,"2015,08,27",三城记,"爱情,剧情"
"张伟,谭笑,万丹青",2.94亿,"丁亮,刘富源","2015,01,30",熊出没之雪岭熊风,"动画,喜剧,冒险"
"张学友,张家辉,余文乐",2.10亿,"梁乐民,陆剑青","2015,04,30",赤道,"动作,悬疑,犯罪"
"梁朝伟,章子怡,张震,赵本山",9774万,王家卫,"2015,01,08",一代宗师3D,"剧情,动作,传记"
"周星驰,元秋,元华,黄圣依",1.60亿,周星驰,"2004,12,23",功夫,"喜剧,动作,犯罪"
"陶泽如,刘之冰,印小天",4.14亿,"宁海强,张玉中","2015,08,28",百团大战,"战争,历史"
"张孝全,梁洛施,柯宇纶,李心洁",1390万,张艾嘉,"2015,04,30",念念,"剧情,爱情,家庭"
,,,"2015,08,21",二龙湖浩哥之风云再起,"剧情,喜剧"
"严晓频,廖政豪,杨树林",4万,"盛林,余积廉","2015,05,01",踏雪寻梅,动作
"海登·克里斯滕森,尼古拉斯·凯奇,刘亦菲,安志杰",2429万,尼克·鲍威尔,"2015,04,03",白幽灵传奇之绝命逃亡,"动作,古装"
"翁佳慧,朱冰贞,邵天帅,魏春荣",22万,龚应恬,"2015,07,08",红楼梦,"剧情,爱情,戏曲"
"范冰冰,黎明,吴尊,吴刚",1.34亿,十庆,"2015,07,30",王朝的女人·杨贵妃,"爱情,古装"
"杨紫,郭品超,焦恩俊,高雅轩",23万,车径行,"2015,08,07",时间都去哪了,"剧情,爱情"
"刘心悠,周柏豪,庄思敏,姜皓文",66万,黄柏基,"2015,09,18",爱情攻略,"喜剧,爱情"
"古天乐,郑秀文,吴镇宇",1.55亿,"叶伟信,邹凯光","2015,02,19",冲上云霄,"剧情,爱情"
"赵粤,戴萌,赵今麦,刘黛希",3828万,陈诚,"2015,10,01",巴啦啦小魔仙之魔箭公主,"奇幻,冒险,动作"
"芦芳生,杨采钰,李舒桐,马书良",177万,霍建起,"2015,09,11",1980年代的爱情,"剧情,爱情"
,,冷若萌,2015,中学时代：我们的省实,剧情
"诺亚·施纳普,比尔·莫伦茨,弗朗西斯卡·卡帕尔迪,马里埃尔·希茨",3667万,史蒂夫·马蒂诺,"2015,11,06",史努比：花生大电影,"喜剧,动画,冒险"
"珠玛,亚拉亚姆,王翀,滕梦乔",2744万,易立,"2015,03,27",一万年以后,"动画,动作,奇幻"
"张汉盛,杨幂,郭采洁,郭碧婷",290万,郭敬明,"2015,07,20",小时代4：灵魂尽头（含纪录片《最好的我们》）,"纪录片,短片"
,,,"2015,02,13",长夜将尽,"剧情,爱情,短片,奇幻"
"马恩然,孔祥玉,王馥荔",40万,"丁荫楠,丁震","2015,09,10",启功,"传记,剧情"
"阮经天,周冬雨,杨子姗,杨洋",2441万,罗卓瑶,"2015,01,16",暴走神探,"爱情,动作,悬疑"
"松本梨香,大谷育江,三木真一郎,山寺宏一",,汤山邦彦,"2015,11,20",神奇宝贝剧场版：光轮的超魔神胡巴,动画
"陈学冬,张艺兴,姜雯",5649万,"魏民,魏楠","2015,12,04",从天儿降,"喜剧,科幻,爱情"
"乔治·克鲁尼,休·劳瑞,布丽特·罗伯森,拉菲·卡西迪",1.18亿,布拉德·伯德,"2015,05,26",明日世界,"冒险,科幻,家庭"
"阎萌萌,曹旭鹏,高明钰,赵奔",1123万,赵奔,"2015,08,14",白雪公主之神秘爸爸,"喜剧,动画,冒险"
"辛达·亚当斯,道格·斯通,乔治·巴比特",4583万,"本·斯塔森,杰里米·德格鲁森","2015,04,04",魔法总动员,"动画,冒险,家庭"
"沙尔托·科普雷,忍者,尤兰蒂·维瑟,何塞·巴勃罗·坎蒂略",1.04亿,尼尔·布洛姆坎普,"2015,05,08",超能查派,"动作,科幻,犯罪"
"琪琪,王琪,孙科,叶芳",1600万,郑成峰,"2015,09,03",魔镜奇缘,"动画,冒险,奇幻"
"周柏豪,陈百祥,贾晓晨",13万,"罗惠德,万力","2015,12,18",星探,"喜剧,爱情,剧情"
"李嘉琪,李浩菲,陈瑾,辛鹏",54万,李霄峰,"2015,07,11",少女哪吒,剧情
彭禺厶,,张涛,"2015,04,03",道士出山,"剧情,恐怖"
,,,"2015,08,08",贴身俏保镖,"爱情,动作,惊悚,犯罪,普通话,网络大电影"
"蔡少芬,吴镇宇,王刚,张铁林",,尤磊,"2015,12",一切从2019开始,"剧情,喜剧,爱情"
,,唐棣,2015,夜行,短片
"Mengjing Wang,Shitan Yang,Shubin Ye",,Mengjing Lin,"2015,06,01",我的相亲不靠谱,喜剧
"Baola Wei,Rui Quan,王彦方,于星星",,陶大顺,"2015,06,01",红粉西游,喜剧
"何润东,张钧甯,里拉,丁春诚",2420万,陈慧翎,"2015,06,19",我的男友和狗,爱情
"宝日呼,宝音·尼木胡,唐古特·宝日夫,诺敏达莱",,周玉鹏,"2015,12,15",母亲的飞机场,剧情
"宋禹,黄精一,刁成禹",7万,"周琦,马德林","2015,12,08",受降前夕,"悬疑,战争"
"柯有伦,崔允素,刘亚鹏,张艾青",191万,项华祥,"2015,03,27",菜鸟,"喜剧,爱情"
,,李凯诗,"2015,05",公主,"剧情,喜剧,爱情,情色"
"洛如菲,宝木中阳,阿杰,小连杀",4691万,毛呆,"2015,12,12",圣诞大赢家,"动画,喜剧"
柴静,,范铭,"2015,02,28",穹顶之下,纪录片
,,,"2015,06,01",我们结婚吧,爱情
"Bolin Tan,Yuanbin Lin,Zixi Liu,彭禺厶",,张涛,"2015,06,12",道士出山2：伏魔军团,剧情
"刘青,周浩东,李文杰,吴妍妍",508万,过华,"2015,06,05",异种,"悬疑,惊悚,恐怖"
,,韩旭,"2015,06,10",和你在一起,爱情
"陈天璇,吉米·卡特,萨日娜,亨利·基辛格",1690万,傅红星,"2015,05,15",旋风九日,"纪录片,传记,历史"
"古天乐,郭采洁,文咏珊,刘梓妍",1793万,阮世生,"2015,07,31",巴黎假期,"剧情,喜剧,爱情"
,,"唐诗逸,朱洁静,劉福洋,安龙,朱迅","2015,02,17",中美舞林冠军对抗赛2015,真人秀
"小沈阳,程野,宋晓峰,唐娜",,崔俊杰,"2015,10,27",山炮进城,喜剧
,,,"2015,05,05",Ocean Quest: The Immersive Adventure,动画
"阿伦·伊克哈特,比尔·奈伊,伊冯娜·斯特拉霍夫斯基,米兰达·奥图",4704万,斯图尔特·贝亚蒂耶,"2015,05,26",屠魔战士,"动作,科幻,奇幻"
"李骏诚,王菀晨,王博文,徐海鹏",,章国庆,"2015,06,30",我的23岁之无码青春,"剧情,爱情"
,,,"2015,12,12",那山那人,短片
"褚栓忠,丁柳元,彭婧,吴国华",,牛建荣,"2015,01,09",伞头和他的女人,"剧情,爱情"
,,,"2015,07,22",爱夜蒲之夜店女神,"爱情,短片"
,,马志,"2015,01,06",中国城制造,"剧情,短片"
王劲松,,刘卡达,"2015,06,21",遗忘电台,"剧情,短片,家庭"
,,贾一平,"2015,03,05",回归爱的世界,
,,,"2015,01,26",百家讲坛：中国故事·爱国篇 2 卫青,历史
"张家瑜,Tengfang Xu,洪胜德,王丁筑",,薛贤坚,"2015,12,14",槟榔西施,"剧情,爱情"
,,,"2015,05,03",城市之光2.0,"纪录片,传记"
,,陈维佳,"2015,10,13",我的丢失之物,"动画,短片"
,,张德晖,"2015,09,10",鬼使神探,
"吕聿来,李悦铭,牛犇,刘越",341万,高峰,"2015,08,20",穿越硝烟的歌声,"音乐,传记,历史,战争"
,,,"2015,06,26",阻止毕业大计划,短片
,,,"2015,01,03",我儿要做伊基塔,纪录片
,,,"2015,12,15",赵六艺的妖怪,"剧情,喜剧"
"安德烈·梅尔兹利金,叶莲娜·波德卡明斯卡娅,Valentina Ananyina,Dmitri Astrakhan",,Oleg Assadulin,"2015,11,26",绿色轿车,剧情
"嘉男海林,郑佩佩,唐士艳,李凤鸣",8万,原野,"2015,03,24",璀璨的婚礼,"喜剧,爱情"
"王宇,王德顺",,董阿成,"2015,08,31",判若云泥,"剧情,短片,犯罪"
"阿迈·刘,许建",,"许建,李杰","2015,05,18",圣剑,"剧情,动作"
,,李超,"2015,07,15",祖宅幽魂,"剧情,悬疑,惊悚,恐怖"
,,,"2015,03,21",故乡的秋冬,纪录片
Geert Verbeke,,Kuba Szutkowski,"2015,05,14",Collecting Is a Disease,"记录片,短片"
,,,"2015,05,01",浮业镇,"剧情,悬疑,犯罪"
,,,"2015,12,24",闺蜜大爆炸,
梁鸿图,,毛泽翔,"2015,11,10",忘川,剧情
,,,"2015,09,24",过节,"剧情,爱情,短片"
,,,"2015,02,17",你好，我是中国,短片
,,,"2015,04,18",致命深海,
"吕丽萍,杨政,胡蝶",,蒋丛,2015,铁猴子传奇之怒火狼牙,"动作,古装"
"朱军,康辉,撒贝宁",,"哈文,于蕾","2015,02,18",2015年中央电视台春节联欢晚会,真人秀
,,"陈维,李红陶,金雨锋","2015,12,16",箫魂传之倩女箫魂,"喜剧,悬疑,惊悚,古装"
安宁,,王汉词,"2015,06,21",黄金岁月,"剧情,短片,家庭,戏曲"
"黎筱濛,李佳怡,梁伽源,徐梦娟",246万,刘畅,"2015,07,03",西游超级粉,"动画,喜剧,冒险"
,,,"2015,04,17",朝圣,
"赵岩松,张志宏,张页石",1万,"李刚,王硕","2015,08,11",最美的承诺,剧情
"罗翔,邓琳,张举举",,吕磊,"2015,03,21",求爱操作团,剧情
"刘頔,张效铭,黄雨权",,麦田,"2015,07",捉妖济,"喜剧,悬疑,惊悚"
,,董李无忧,"2015,10,30",天师伏魔之觉醒,"剧情,惊悚,奇幻"
"王涛,龙杨杨,姚小宝",,"吴双,郭永涛","2015,12,25",捉鬼伏魔,恐怖
,,Nadine Salib,"2015,04,30",未来的母亲,纪录片
,,,"2015,01,08",宅男的终极幻想,
,,"顾靖,崔莉雅","2015,09,22",赶尸人之摄魂铃,"剧情,爱情,悬疑,惊悚"
,,何杜娟,"2015,11,19",飘来飘去,剧情
,,,"2015,02,01",307,"悬疑,惊悚,短片"
,,孟刚,"2015,11,11",兄弟令,剧情
伍思凯,,陆可,"2015,05,01",谁是末日最强音,音乐
,,,"2015,01,17",壹梦,"剧情,短片"
,,,"2015,08,15",黑色荆棘,纪录片
,,杨林,2015,乡愿,剧情
"王永,周晓鸥,张会中",51万,"李广德,岳晓琳","2015,06,05",顺风车,"喜剧,爱情"
,,陈捷,2015,《南京审判》的诞生,纪录片
,,,"2015,10",鬼局之荒村老僵,
,,李伟,"2015,10",狸猫换太子,"剧情,戏曲"
,,"Oliver Krüger,Arjun Talwar","2015,10",Habitat,"记录片,短片,冒险"
,,,2015,末日情人节,"剧情,悬疑,惊悚"
"何易,邓莞千,高若芯",,沈涌,"2015,05",话梅糖,爱情
,,杨丽晓,2015,追踪便利店,"剧情,喜剧,动作"
,,张植绿,"2015,01",半鱼,"剧情,短片"
,,杨乐,2015,美丽拳头,"剧情,喜剧,动作,短片,家庭,运动"
,,黄淑仪,2015,同行,"爱情,剧情"
,,,2015,古道清凉,纪录片
,,胡杰,"2015,07",文革宣传画,纪录片
,,"李诚儒,杨轶,蓝飞洋","2015,03",寻人启事,"剧情,悬疑"
,,,2015,C9回家,科幻
,,,"2015,1",高温VS排斥,"动画,短片"
"肖央,王太利,赵奕欢,王一鸣",,庄景燊,"2015,10",我是你的小苹果,剧情
王梓尘,,李正伟,2015,有钱一块二,喜剧
熊仔侠,,"李程旭,熊仔侠",2015,Bipentnilium-250：地缘,"纪录片,短片"
,,雷一松,2015,刘金儿,纪录片
熊仔侠,,熊仔侠,2015,生求荒野第三季：滩穷潜行篇,"纪录片,冒险,真人秀"
,,,"2015,03,01",明月出天山,纪录片
,,钟一宪,"2015,12,11",异次元少女失踪事件,"科幻,悬疑"
,,孙立军,"2015,03,10",18岁，18天,"纪录片,运动"
"赖芊合,贾峰",,韩文清,"2015,07,07",宝贝快跑,"公益,家庭"
"李威,李子雄,石小满",341万,"关尔,李明","2015,08,07",红髅,"悬疑,惊悚"
"尤勇智,王洛勇",,董玲,"2015,10,01",无罪辩护,剧情
,,赵曦夕,"2015,11,06",谁动了我的飞机,"短片,家庭"
"克尔斯滕·邓斯特,维果·莫腾森,奥斯卡·伊萨克,黛西·贝文",874万,霍辛·阿米尼,"2015,01,10",亡命地中海,"爱情,惊悚"
禹尧,,禹尧,"2015,09,25",北城故事,"剧情,短片"
"邵兵,董璇,彭波,陈正华",4万,甄人,"2015,08,27",心跳戈壁,"动作,冒险"
"张亚希,班嘉佳,李红陶",,"王润丰,张耘海","2015,09,22",韩囧,喜剧
,,,"2015,04,07",我要在二十九岁的六月中旬死去,短片
,,张一泓,2015,当代爱迪生,纪录片
,,,"2015,09,01",我的旗,剧情
"郎朗,王秀芬,廖昌永",6万,"王为,刘磊","2015,09,20",黄河,音乐
,,徐子菲,"2015,06,21",汉江湾,"剧情,爱情,家庭"
,,钟航,"2015,09,08",我在草原长大,短片
,,崔光辉,"2015,12,12",书香美人,"爱情,悬疑"
,,"肖飞,征长张,陈昀","2015,08,14",肖张兄弟之爱在安达曼,喜剧
,,"傅筱,韩三明,李亚真","2015,11,16",一零,"剧情,短片,黑色电影"
,,王海,"2015,05,09",刺桐城标·东西石塔,剧情
,,,2015,疯狂的骗子,"剧情,喜剧"
,,"李岱昆,郑媛元,丁宇辰,文江,徐海为","2015,12,09",麻辣白玉堂之刺涿州,"剧情,动作,悬疑"
,,,"2015,05,15",性治疗师,剧情
,,,"2015,07,30",大无畏,"动作,动画,短片"
,,"赵嘉敏,吴哲晗,邱欣怡,鞠婧祎,许佳琪","2015,04,30",魔天劫,"短片,奇幻"
,,,"2015,09,05",西藏,纪录片
,,李建林,"2015,12,15",一个人的恋情,爱情
"罗伯特·德尼罗,约翰·特拉沃尔塔,米洛·文堤米利亚,黛安娜·柳贝诺娃",130万,马克·斯蒂文·约翰逊,"2015,06,19",致命对决,"剧情,动作,惊悚"
"寇振海,张嘉,张嘉文涵,李昊翰",,杨军,"2015,09,22",圩堡枪声,剧情
