actors,boxoffice,directors,time,title,type
周峰年,,杨涵博,"2015,08,20",扎克的生活：第二章,"科幻,惊悚,短片"
,,"谈莉娜,贾盛强,杨漫","2015,12,29",诡异录之锁龙井,"剧情,惊悚,奇幻"
"陶红,郑昊,巩汉林,李静",406万,宁敬武,"2015,07,01",为了这片土地,传记
"刘冠成,韩朔,赵多娜,张哲浩",,海涛,"2015,01,17",侠僧探案传奇之醉玲珑,"动作,悬疑,武侠,古装"
,,"史蒂文·杰拉德,迈克尔·欧文,杰米·卡拉格,拉斐尔·贝尼特斯,保罗·马尔蒂尼","2015,05,29",杰拉德：我的利物浦,纪录片
,,辜承,2015,骗术风云2015,"剧情,喜剧,动作,悬疑,短片,奇幻,真人秀"
"陈晓东,尹航,安钧璨,罗艳",58万,李凯,"2015,05,29",天亮·分手,"剧情,爱情"
"包美美,杨泽霖",,杨亚洲,"2015,10,28",鬼眼,
"陶慧敏,姜宏波,高斯,Jia Hui Tan",,刘潇珂,"2015,12,31",抱养奇缘,剧情
"陈丹青,梁文道,木心,孙郁",,杜鑫茂,"2015,12,21",归来的局外人,纪录片
,,张猛,"2015,12,09",兄弟难当,剧情
"庄庆宁,周里京,唐国强",,"周琦,马德林","2015,10,08",反腐枪声,战争
"齐溪,宋宁峰,尕让卓玛",10万,"非可,周看","2015,04,03",公路美人,"剧情,爱情"
,,"萧鸿鹏,李程","2015,12,11",光棍奇遇记3,"喜剧,动作,爱情,犯罪,冒险,黑色电影"
,,"陈鲁豫,吴亦凡,蔡少芬,张晋","2015,02,22",鲁豫和她的朋友们,脱口秀
"陈志朋,张定涵,谢芳,午马",71万,康宁,"2015,07,28",等爱归来,"喜剧,爱情,悬疑"
,,,"2015,02,14",点滴的爱,"剧情,爱情,纪录片"
刘璇,,柳杰,"2015,08,31",我和我的小伙伴,"歌舞,家庭"
,,,"2015,12,22",尖叫三国,"喜剧,古装"
,,黛欣霓,"2015,08,01",操之过急,"喜剧,爱情"
"高天,龙梅子,刘波,马瑞曼",4万,张艺飞,"2015,12,10",我是大明星,喜剧
,,"石维坚,刘旭,左航,刘震","2015,09,03",韩国钧,"剧情,历史,战争"
,,孔雀哥哥,"2015,12,29",公寓女郎,剧情
"杨政,张梦恬",,蒋丛,2015,铁猴子传奇之花影危机,"动作,古装"
"戚云鹏,徐扬,李雨格,陈帝含",,刘兆东,"2015,08,21",无脚鸟,剧情
王小源,,赵聪,"2015,12,02",熊孩子,
"王格,周艺华,战斗,刘惠",496万,刘玮,"2015,11,17",见习警员白忆男之初来乍到,剧情
,,,"2015,06,09",东北灵异录,惊悚
王婷,,林坚慧,"2015,10,20",风从海上来,短片
"易莉,肖和若凡,韩三明",,"易立,易莉","2015,01,25",迷失,"剧情,犯罪"
,,杜晓帆,"2015,10,10",超级兵王混农村,"喜剧,动作,悬疑"
"阿卜力克木·阿卜来提,迪丽达尔·热夏提",1万,阎清秀,"2015,03,10",“杏”福来敲门,"喜剧,爱情"
,,"徐申东,马梓涵,张怡筠","2015,12,21",车震陷阱,"剧情,爱情,悬疑"
"钱迪迪,王道铁",505万,"曹荣,张志伟","2015,04,21",奇幻女侠,剧情
,32万,"刘治寰,范宇","2015,12,28",胜利大阅兵,纪录片
"岑小林,张德晖",,牛军,"2015,07,29",鬼局之放开那僵尸,"剧情,惊悚"
,11万,,"2015,09,21",这里是新疆,纪录片
,,"张强,杨峻,周娇","2015,09,21",天机,剧情
"王丽媛,胡大中,邵峰,赵铁人",20万,胡大中,"2015,03,08",母亲的梦想,"剧情,家庭"
"任洋样,刘牧,冯钶予,张婧熙",,任洋样,"2015,06",婚姻合伙人之爸爸去哪儿,"华语,爱情,喜剧,普通话,荒诞,网络大电影"
陈龙,,姜联,2015,反恐特击,"剧情,动作,犯罪"
,,,2015,国虫,纪录片
,,吴庆华,"2015,05,28",训练夜,短片
,,"卢沁希,张颖涵","2015,12,16",画心师,"剧情,爱情,惊悚"
"纪文君,晋家伟",,晋家伟,"2015,12,03",雇佣三部曲之青年会,"剧情,喜剧,悬疑,短片,犯罪"
"郭丰周,徐少强,杨政,张梦恬",,蒋丛,2015,铁猴子传奇之侠盗迷踪,"动作,古装"
,,"葛优,周迅,姜文,蒋雯丽,濮存昕","2015,04,08",大自然在说话,纪录片
"易小寅,梁晓强,马语非",64万,"于明亮,杨晓君","2015,02,19",新年来啦之大闹除夕,"动画,家庭,冒险"
"蓝正龙,周韦彤,胡夏",,"曾晋为,陈正道","2015,02,02",包里的秘密,"剧情,悬疑"
"徐亮,吴毅将,陈真希,王艺曈",,黄祖权,"2015,11,01",六扇门之浴火恩仇,动作
"买红妹,刘笑,朱永棠,高珑珂",14万,李萍萍,"2015,06,26",无法证明,"悬疑,犯罪"
任伯森,,任伯森,"2015,12,19",大城小贼,"喜剧,悬疑"
,,,"2015,04,30",解密中兴,纪录片
,,,"2015,11,03",回家乡的果子,动画
,,,"2015,11,21",Artrix,"悬疑,短片"
"田亮,战菁一,聂鑫,田征",13万,李升,"2015,03,11",海岛之恋,"喜剧,爱情"
"高天,司光敏,魏大鸣,贾岳川",,樊启鹏,"2015,04,13",公证人之大卫之死,剧情
,,,"2015,07,25",一指城,"动画,短片"
,,,"2015,06,25",渡海,"剧情,动画,短片"
,,"李鑫雨,李琛","2015,12,15",一别经年,"剧情,爱情"
,,,"2015,09,18",战火中的诗篇,
,,黄香,"2015,11,02",八卦,剧情
,,,"2015,06,18",无处安放的黄昏,纪录片
"姚祖妍,皮逸嘉",,"张丹,姚祖妍","2015,01,25",女导演连环杀人案,"剧情,恐怖,犯罪"
,,,"2015,08,24",夜店公主擒爱记,爱情
,,普蒂邦·阿朗潘,2015,摩天轮,剧情
"赵小锐,杨政,崔斌,郭丰周",,蒋丛,2015,铁猴子传奇之江南义事,"动作,古装"
"高雄,杨政,康宁,苏海荣",,蒋丛,"2015,09",铁猴子传奇之战火雄威,"剧情,动作,古装"
,,"游乐儿,高伟,张进",2015,网络红人,"剧情,喜剧,歌舞"
"黄永卓,刘耿,任韵淇,熊若冰",,欧阳曹亮,"2015,11",不再床上说爱你,"剧情,爱情"
"汐熙,邓林锋,刘薇,吴剑飞",,丹颖,"2015,05,18",18爱不爱之怦然心动,剧情
,,,"2015,09,30",诅咒娃娃,惊悚
,,,"2015,06,12",道歌,"动画,短片"
,,车晓彤,"2015,07,17",海尔兄弟20周年纪念版,"动画,冒险"
"李参天,周馨",,何言,"2015,10,01",三十而亡,"剧情,犯罪"
"宫正楠,李岱昆,丁宇辰",,李秉光,"2015,12,23",麻辣白玉堂之血黄金（上）,"剧情,动作,悬疑"
"傅宏宇,黄家莹,夏笳,王乃中",,胤祥,"2015,07,08",离骚II·十年后,"剧情,爱情,短片"
"Diana Hübel,梁家成,戴耀明",,王蓝淇,"2015,06,30",东游纪,纪录片
"杨恭如,唐文龙,迟帅,周岭南",295万,晏菲,"2015,02,13",我只要我们在一起,爱情
"孙敬媛,陈希郡,刘洲成,辉灿",,王伟,"2015,03,16",极速世界之战车,剧情
"佟丽娅,窦骁,刘仪伟",,黄建新,"2015,04,02",失眠笔记,"剧情,短片"
,,,2015,十五的月亮,"剧情,喜剧,短片,家庭"
,,屈志鑫,2015,钢轨之下,"剧情,悬疑,短片,传记"
,,"苑琼丹,谢昀杉,王劲松",2015,玉美人,喜剧
,,,"2015,06,05",希望裂缝,"剧情,科幻"
,,罗翀,"2015,03,24",身经百战,纪录片
,,墨霏,"2015,03,20",时间静止者,"剧情,短片,奇幻"
,,,"2015,06,22",十番棋,纪录片
,,,"2015,07,22",空中见,"动画,短片,音乐,运动"
,,张也,"2015,08,31",生命咏叹调,"剧情,短片"
"李敏妍,李晔,严丽祯",400万,"乔方,Lucas Qiao","2015,10,01",极地大反攻,"喜剧,动画,冒险"
,,,"2015,11,10",小礼物,"爱情,动画,短片"
马未都,,马未都,"2015,05,13",都嘟一夏特别节目,脱口秀
,,黎子越,"2015,08,19",海豚戒指,"剧情,爱情,科幻"
,,"王泷正,陈若轩,蒋方婷,张志强,肖基国","2015,11,25",醉青春,"剧情,短片"
,,,"2015,07,06",纯情房客俏房东,
"谭皓,王若涵,张京生,白静",1万,张艺飞,"2015,05,01",姑鲁之恋,"喜剧,爱情"
,,,"2015,11,17",伴郎之旅,"剧情,喜剧"
,,,"2015,05,05",虚拟情人,"爱情,奇幻"
"吴佳怡,李嘉明,刘小梅",,杨真,"2015,11,27",敌后文工队,剧情
,,,"2015,03,25",The World Underground - Episode 1: CHINA,"纪录片,音乐"
"李玉富,宴位相,高麟,韦成彩",,张磊,"2015,12,24",青春一战,"剧情,喜剧,爱情"
"薛俨,薛中锐,芦永军,王正权",,方军亮,"2015,02,11",医者童心,剧情
,,,"2015,07,30",我的失忆女友,"爱情,悬疑"
"刘冠成,韩朔,张哲浩,邢珊",,海涛,"2015,01,19",侠僧探案传奇之开封府,"动作,悬疑,武侠,古装"
,,,2015,The Man Who Fell to Earth,剧情
,,,"2015,11",生活幻境,"爱情,悬疑,短片,奇幻"
"吕晶,孙强,张永庆,桑宗忠",183万,周军,"2015,11,03",我的处女地,剧情
,,,"2015,07,10",壹零零壹,"爱情,科幻"
"傅筱,余世学",,吕磊,"2015,06,19",荒诞夜醉囧,"华语,喜剧,普通话,网络大电影"
,,"冯建宇,王青","2015,09,22",今夏,"短片,奇幻"
"李立群,刘佳,赵荀,王君平",,林柯,"2015,05,25",空巢姥爷,"都市,剧情,家庭,情感"
,,张恒,"2015,01,29",一路摩擦,"剧情,喜剧,短片"
,,"方琼,董路","2015,03,02",请教请教,脱口秀
,,,"2015,12,25",虐花间,
,,,"2015,05,29",浮元子,"动画,短片"
李思雯,,刘卡达,"2015,11,11",不肃之客,"剧情,喜剧,悬疑,犯罪"
,,龚胜芳,"2015,03,10",最后一夜,"剧情,喜剧,短片"
,,戴东力,"2015,12,08",阴婚师,
,,,"2015,09,23",敢爱中秋,
,,,"2015,08,01",来自延安的报告：西方视角下的中共敌后抗战,纪录片
"张峻宁,唐文龙,何昊阳,苑琼丹",157万,三木单丹,"2015,04,17",陌路惊笑,"喜剧,惊悚"
,,杜皓敏,"2015,12,14",夜惑2之太阳雨,剧情
,,,"2015,08,15",安琪的魔鬼,"悬疑,短片,音乐,奇幻"
"Javier Zaizar,Jason Michael Lease,Joe Ford,Wendy Schenker",,Rajeev Dassani,"2015,07,01",水色明信片,剧情
"李万年,武东博,李德强",,徐鸿钧,"2015,01,15",桔子的天空,"剧情,家庭"
,,王博,"2015,11,23",妈妈的望远镜,剧情
,,"王侃伟,张浩","2015,09,17",少年圆瑛,"剧情,传记,历史"
"秦卫东,张洪杰,霍蓉,吕原田",,高力强,"2015,01,27",开工大急,剧情
"涂们,艾丽娅,德格娜,巴音",2万,德格娜,"2015,07,24",告别,"剧情,家庭"
,,陈佳佳,"2015,12,29",校花股神,"剧情,爱情"
"张智扬,Luke Lee,Aizuddiin Nasser,陈伟恩",,梁智强,"2015,11,15",新兵正传2,喜剧
"Dipti Gurung,Roshni Karki,R.C. Manoj,Nirvik Rai",,Rudra Bahadur Gurung,"2015,09",项链,剧情
"Pegah Ahangarani,Mahtab Karamati,Baran Kosari,穆斯塔法.扎马尼",,哈米德·吉奥特,"2015,05",意外的真相,"剧情,家庭"
,,宋雪萌,"2015,1",致命邂逅,"剧情,悬疑,惊悚"
"游强,毛协俊,陈君凡",78万,"王冰,黄瀛灏","2015,01,23",味道中国,纪录片
,,陈颂,"2015,03,29",小丑,纪录片
,,戴金垸,"2015,11,10",丧尸屠城,恐怖
,,"张雅萌,高田昊,丁海峰,萨日娜,臧金生","2015,07,15",冰球小王子,"剧情,家庭,运动"
"陈豪,蒙亭宜,邵仲衡,林子聪",7万,黄浩然,"2015,04,17",点对点,剧情
"方力申,林家栋,谢君豪,白茹",791万,周耀武,"2015,04,03",三更车库,"恐怖,惊悚,悬疑"
"彼得·费奥多罗夫,阿娜斯塔西亚·米库尔奇娜,雅戈尼娅·库兹涅佐娃",730万,"列纳特·达夫列吉亚罗夫,毛卫宁","2015,08,25",这里的黎明静悄悄,"剧情,战争"
"李彦峰,周大强",,周大强,"2015,07,01",香港武打片,"剧情,喜剧,爱情,家庭"
"杨文,吴逸迦,乔波波,雷英",,徐俊,"2015,04,20",蔷薇生死恋,家庭
"周渝民,林依晨,陈柏霖,林珍娜",4960万,安竹间,"2015,12,04",杜拉拉追婚记,"喜剧,爱情"
,,,"2015,03,18",走！青春,"剧情,爱情,短片"
"霍建华,尹正,章龄之,尹子维",,张开宙,"2015,10,15",他来了，请闭眼,"剧情,爱情,悬疑"
,,,"2015,02,18",左右为男,"喜剧,爱情"
,,林炯局,"2015,04,16",耿直的男人,剧情
"郭涛,郭子睿,林志颖,小小志",1.15亿,王岳伦,"2015,02,19",爸爸的假期,"喜剧,家庭"
,,,"2015,04,21",早高峰之战,
,,朱津京,"2015,09,23",拜托了小叮当,"动画,家庭"
,,,"2015,02,10",园是故人来,爱情
,,,"2015,09,22",盗墓奇遇记,"喜剧,犯罪,冒险"
,,"高靓,吴颖","2015,02,05",爱的未知数,"剧情,爱情"
,,,"2015,07,15",十年遥望,"剧情,爱情,灾难"
,,"欧宇宁,娜依灵儿,韩帅,杨可,陈雯","2015,05,14",终极兵王,"喜剧,动作,悬疑"
"Rousy Chanev,Stefka Yanorova,Rozalia Abgarian,Tigran Torosyan",,乔治·杜尔吉罗夫,"2015,06,17",缓冲地带,剧情
,,,"2015,01,01",2015，要有光,"剧情,喜剧,短片"
"关新伟,贺生伟,田华,马丽兹",,宋胤熹,"2015,03,03",执行,剧情
李栋,,李栋,"2015,09",我们的新老师,"剧情,短片"
,,徐欢,2015,通灵绘本,"惊悚,恐怖"
,,许敬义,2015,达溪河的春,短片
"郑拓疆,刘頔",,陈小桃,"2015,11",生死门之夺命电梯,惊悚
,,陈秋竹,2015,蜗居爱情,"爱情,剧情"
,,,2015,三千花窗的安家路,纪录片
,,,"2015,09",美人驾到,
,,大卫·叶茨,2015,Skulduggery Pleasant,
,,解雨,2015,不二,"家庭,犯罪"
,,,"2015,08",破地狱,"动作,短片,犯罪,黑色电影"
"涩谷天马,杜语庭",,阚若涵,2015,晚风,"剧情,悬疑,短片,战争,奇幻"
,,姜联,2015,案,"喜剧,悬疑,短片"
,,,2015,鬼子进村,"剧情,喜剧,战争"
,,朱林红,2015,幸运补丁,"剧情,短片"
"焦睿,唐孜悦",,池剑南,"2015,05,21",囚徒,剧情
"约翰尼·德普,格温妮斯·帕特洛,伊万·麦克格雷格,奥立薇娅·玛恩",2280万,大卫·凯普,"2015,04,17",贵族大盗,"喜剧,动作"
张健,,司徒羽姗,2015,精英操作团,剧情
"马特·麦高瑞,艾米·哈格里夫斯,马克·布鲁姆,博特内·欧德福特",2万美元,马克·迈尔斯,"2015,04,16",爱的缘由,"剧情,爱情"
"章小军,张希爱,慕钰华,姚红军",24万,马雍,"2015,10,29",幸福很囧,"喜剧,爱情,家庭"
"立威廉,佟丽娅,朱珠,王海祥",259万,杨竞泽,"2015,08,28",诡劫,"爱情,惊悚,悬疑"
,,"刁熙娟,于朦胧","2015,05,08",听说爱情回来过,"华语,爱情,悲剧,普通话,网络大电影"
,,,"2015,08,01",奋世极速,
,,孔雀哥哥,"2015,12,21",直男拳手的弯道,剧情
"朱军,撒贝宁,李思思,董卿",,哈文,"2015,03,05",2015年中央电视台元宵晚会,歌舞
"薛志康,许雯淇,陈治东,芦启然",,陈健朗,"2015,11,02",别这样,"剧情,爱情,短片,灾难"
,,Bing Bang,"2015,05",Planeta Zeme,"记录片,短片,剧情"
罗希,,"林育塘,余潇","2015,08,27",美棠,
,,,2015,醉乡村醉美食：舌尖上的乡村,纪录片
,,侯晓林,"2015,01",少年老二的烦恼,喜剧
"张裙,盛展,蔡美兰,张何俊伟",3万,郑泽杰,"2015,04,22",迫在眉睫,"剧情,爱情"
,,Tony Zhiyang Lin,"2015,06",A City of Two Tales,"记录片,传记"
,,,"2015,06,23",任意门,"剧情,喜剧,科幻,短片,犯罪,黑色电影"
"Aaron Arens,Angelina Berger,Felix Breuel,Sabine Friesz",,玛丽·克鲁泽,"2015,04,21",格鲁伯·特蒙特,剧情
"山新,花泽香菜",,李豪凌,"2015,07,23",雏蜂,"科幻,悬疑"
"赵本六,于利",,于利,"2015,02,14",岭城兄弟,喜剧
,,张坤一,"2015,11,20",天女猎妖团FTone,"剧情,悬疑,惊悚,奇幻,冒险"
,,"刘頔,黄雨权","2015,02,12",完美约会,"喜剧,爱情"
"梁振华,张辉,张用衡,胡雅婷",,马崇杰,"2015,09,02",坐怀不乱柳下惠,剧情
,,,"2015,10,31",白想这么多,动画
程小挑,,程小挑,"2015,07,08",红烛赞歌,"剧情,喜剧,惊悚,短片"
,,王赵国,"2015,06,01",梦,"剧情,音乐"
"范艳华,盖美,李瑞凤,邹笨笨",57万,曹桂千,"2015,05,15",情满人间,剧情
,,方天宇,"2015,12,28",120,"纪录片,短片"
"张春年,黄诗棋,阮颂扬,陈思凝",,宋沐芽,"2015,06,17",虎爸潜伏记,"喜剧,家庭"
,,孙晓明,"2015,11,27",你别吓唬我,"剧情,喜剧,悬疑,惊悚,恐怖,奇幻"
,,欧阳言,"2015,01,07",天明,短片
,,杜泓达,2015,怀志与雪梅,"剧情,爱情,家庭"
,,,"2015,03,02",渣男驾到,"喜剧,短片,家庭"
,,袁明涛,"2015,10",疯狂钞票,喜剧
"刘卫华,霍泥芳,艾丽娅,张瑞宇",,梁明,"2015,09,14",旗,剧情
"Tingyu Li,黄益龙",,Cong Li,"2015,07,25",命中住定,"华语,爱情,普通话,网络大电影"
"品冠,曾泳醍,韩宝凛,罗家英",853万,邓衍成,"2015,05,15",夺命旅行,惊悚
,,Liana O'Cleirigh,"2015,02,10",商业创意在中国,纪录片
"黄彦,杜晓书,朱美璇",,"廖小飞,刘玲钰","2015,09",奋斗吧！青春,"喜剧,爱情"
,,徐霆杰,"2015,07,23",伊藩,"剧情,悬疑,犯罪"
"李浩菲,苏鑫",,邓珂,"2015,11,10",踮起脚的吻,短片
,,,"2015,06,12",一生二，二生三,"剧情,动画,短片"
,,蓝飞洋,2015,攻炮砖家,剧情
,,,"2015,03,16",西游外传,"家庭,奇幻"
,,,"2015,06,02",灶神,动画
"英壮,雪村,由力",,钟海,"2015,11,13",巡回法官,剧情
,,,"2015,11,28",雨水丰沛的季节,纪录片
林沁园,,合民原,"2015,03,31",恶人之百鬼夜行,"剧情,爱情,悬疑,恐怖"
"归亚蕾,麦克·亚当·汉米尔敦,马志,Meera Simhan",,郑伯昱,"2015,10,13",满月酒,"喜剧,剧情,爱情"
"吕聿来,贡米",,智磊,"2015,05,28",大漠青春,剧情
"彭禺厶,曲昱曈,唐浩",,杜景峰,"2015,09,11",深夜书店,内地
"黄精一,陈笑非",,王明军,"2015,07,10",血色西峪,"剧情,战争"
,,,"2015,11,13",炮灰,"剧情,爱情"
,,"张倩如,闫佳颖","2015,07,29",异爱,"剧情,爱情,惊悚"
,,,"2015,10,14",幼儿缘,真人秀
,,,2015,老凤凰,短片
"黄莺,洪海天,罗玉婷,胡谦",165万,姚光华,"2015,08,28",犹太女孩在上海2：项链密码,"动画,历史,冒险"
,,吴龙飞,"2015,09,18",我的陪都,"纪录片,历史,战争"
,,,"2015,11,11",古城魅影,"剧情,惊悚"
,,"赵岩松,张绍刚","2015,10,17",丫山清风,剧情
"谢琳·伍德蕾,提奥·詹姆斯,奥克塔维亚·斯宾瑟,杰·科特尼",1.10亿,罗伯特·斯文克,"2015,06,19",分歧者2：绝地反击,"惊悚,冒险,科幻"
"黄莺,张安琪,李正翔,程玉珠",305万,徐克,"2015,04,10",特功明星,动画
,,陈浙西,"2015,03,11",头牌谋杀案,悬疑
,,,"2015,04,07",风中客卿,纪录片
"曾虹畅,吕卓燃,崔航",12万,"杜奇泉,祁子轩","2015,12,10",不能错过,"剧情,爱情"
,,"张词,谢瑾","2015,03,14",东极之恋,爱情
,,宋庆光,"2015,05,07",我们在北京,纪录片
"王巍,闫鹿杨,曾江,唐群",28万,孙雷,"2015,11,06",激战黎明,战争
陈少云,,滕俊杰,"2015,05,05",萧何月下追韩信,戏曲
"蒂丝卡·乔普拉,Farida Dadi,Ramesh Deo,Usha Jadhav",,Manish Gupta,"2015,06,13",少女谋杀案,"悬疑,惊悚"
"林晨,杜安琪",,郑凯君,"2015,11",大赌豪,喜剧
,,,"2015,01,27",百家讲坛：中国故事·爱国篇 3 霍去病,历史
,,,"2015,09,22",第二届丝绸之路国际电影节,剧情
,,,2015,同桌的她,"剧情,短片"
,,范雨彤,"2015,11,25",月珑湾之解救武先生,
"Lida Duch,Sokun Nhem,Sambath Sem,Kanitha Tith",,Steve Chen,"2015,09,23",他方是何方,"剧情,音乐,爱情"
"丁宏,欧宇宁,娜依灵儿,弓苗苗",,吴俊贤,"2015,08",赌神归来,"剧情,喜剧,动作"
,,"郎鹏,夏嘉伟,颜丹","2015,09,11",狗眼看阴阳之帝王香包,"喜剧,悬疑,惊悚,恐怖"
"张艺兴,蒋劲夫,范玮琪,郑智薰",,冯小刚,"2015,11,11",2015天猫双十一狂欢夜,"音乐,歌舞,脱口秀"
"王增奇,艾丽娅,潘辰,郭月",134万,游松,"2015,09,24",诡打墙,"惊悚,恐怖"
"宋慧乔,姜栋元,曹承穆,许俊硕",554万,李在容,"2015,03,13",扑通扑通我的人生,"剧情,家庭"
"温超,许京川,陈婧,张玉轩",,张平元,"2015,11,25",僵尸王爷,"喜剧,惊悚,奇幻"
,,,"2015,07,17",秘爱,爱情
"杨佳佳,岳野",,蒋涛,"2015,07,24",在地面爬行,"科幻,短片,黑色电影"
,,"王忠浩,舒耀瑄,荆民强","2015,12,10",裸追吧,
,,,"2015,11,11",等待刘振东,"剧情,短片"
,,游松,"2015,12,30",驱魔猎人,"动作,科幻,悬疑,惊悚"
,,,"2015,11,27",解救熊先生,
"刘冠成,韩朔,张哲浩,邢珊",,海涛,"2015,01,21",侠僧探案传奇之将军府,"动作,悬疑,武侠,古装"
袁国庆,,彭擎政,"2015,11,16",元日,"动画,短片,家庭,历史,古装"
,,彭禺厶,"2015,10,09",鬼魅灯,"恐怖,惊悚"
"桑伟淋,淳于珊珊,王心海,史元庭",,刘信义,2015,卢俊义生擒史文恭,"剧情,动作,武侠"
,,王立康,2015,九月,"剧情,爱情,短片"
"韩朔,刘冠成,李美慧,张哲浩",,海涛,"2015,01,12",侠僧探案传奇之聚义钱庄,"动作,悬疑"
,,"游乐儿,但欣,陈雯",2015,逃出戒购所,犯罪
"Sajee Apiwong,阿南达·爱华灵咸,黄璐,黛博拉·普鲁特",,Rooth Tang,"2015,06",三城恋习曲,剧情
"陈龙,蓝盈莹,顾又铭,尔玛依娜",316万,李智,"2015,08,04",轩辕剑传奇,"动作,奇幻,冒险"
"刘冠成,张哲浩,李美慧,韩朔",,海涛,"2015,01,14",侠僧探案传奇之白马镖局,"动作,悬疑,武侠,古装"
,,"丹琳,黄千格","2015,11,12",瓯柑之恋,剧情
,,简佳琳,"2015,11,03",谁杀了潘巾莲,"剧情,爱情,悬疑"
Muda Xu,,Jieyuan Gao,"2015,01,09",青春盛宴2：边沿,剧情
,,翁劼,"2015,08,20",刺客聂隐娘前传,"动作,动画,短片,武侠,古装"
,,段冉,"2015,12",功夫老婆,"喜剧,动作,爱情"
"巩峥,侯勇,高明,墨阳",848万,安澜,"2015,08,25",诱狼,战争
"王景春,崔可法,王子璇",,杨树鹏,"2015,03,14",错过,"剧情,短片"
"宁理,李金哲,一真,苏倩薇",,范冬雨,2015,打渔杀家,剧情
"潘婕,张哲人,罗钢,李雪晶",36万,潘婕,"2015,03,06",美丽笨女人,剧情
"圭多·卡普里诺,卡罗利娜·克雷申蒂尼,玛雅·珊萨,弗洛拉·马丁内斯",74万,达维德·马伦戈,"2015,07,27",危机行动,"剧情,惊悚"
梁朝伟,,夏永康,"2015,09,25",眼,短片
"霍建华,马思纯,张鲁一,王凯",,张开宙,"2015,10,15",他来了，请闭眼,"剧情,爱情,悬疑"
,,"卢倩文,黄兴饶,黄梓城","2015,07,28",午夜讲诡故事,"喜剧,悬疑,惊悚,恐怖"
"李岱昆,丁宇辰,文江,王铂清",,李秉光,"2015,12,30",麻辣白玉堂之血黄金（下）,"剧情,动作,悬疑"
涂伟龙,,涂伟龙,"2015,04,22",双重性格,"剧情,悬疑,短片"
"欧嘉·柯瑞兰寇,罗素·克洛,杰·科特尼,伊莎贝尔·卢卡斯",420万美元,罗素·克洛,"2015,04,24",占水师,"剧情,战争"
,,,"2015,11,28",乡绸,纪录片
王磊,,张乃平,"2015,01,21",桃夭,
"张洪杰,郭露文",,陈俊,"2015,11,26",恋上女教师,"剧情,喜剧"
"邓炀,奚望,田野,郝刚",6万,陈之月,"2015,11,13",男二本色,喜剧
,,鲍振江,"2015,07,10",苟活,"剧情,短片"
,,,"2015,01,06",江湖豪情,"动作,爱情,犯罪"
韩一菲,,刘恒岳,"2015,11,10",快递来了,
,,"莫寒,董艳芸,徐晨辰,吴哲晗,张语格","2015,04,07",雨季之后,"纪录片,短片,音乐"
陈旭明,,张荣吉,"2015,06,21",就是爱恋家,"剧情,短片"
,,,"2015,11,11",你,"剧情,短片"
"牛犇,德姬,邹东孝",,杨真,"2015,06,09",海鸥老人,剧情
"Ernesto Barraza,Orin Wojciechowski,Brett Bussan,Louis Herrera-Baker",,C. Dallas Golden,"2015,10",Rainbow Families,"记录片,短片"
,,刘亦烜,2015,我系侦探,"剧情,喜剧,短片"
"王雷,曲双双,邱意浓,杨清",,刘新,"2015,08,25",铁在烧,"剧情,战争"
修宗迪,,傅咏,"2015,06,20",因为有你,"剧情,短片"
,,,"2015,07,24",疯狂计中计,"喜剧,悬疑"
"隋存毅,葛玟希,Zhongqi Tong",,"Jingwen Cao,谷石军","2015,12,30",盗非盗,"动作,爱情,惊悚"
"张译文,薛山,章小军,祁映诺",,孙小茹,"2015,04,25",快递丘比特,"喜剧,爱情"
,,陈坚杭,"2015,02,22",潮州热,纪录片
,,付春剑,"2015,06,28",错爱，爱错,爱情
"王俊彪,何家豪",,胡星,"2015,08,11",洄游,"剧情,悬疑,短片,犯罪"
"邢岷山,白雨,张艺耀,乔立生",,虞军豪,"2015,10,24",罪恶救赎,"剧情,悬疑"
,,,"2015,01,01",大山之上,"惊悚,悬疑,普通话,荒诞,网络大电影"
"安泽豪,卓凡,寇振海,闫婕",13万,胡明凯,"2015,09,02",角逐,犯罪
"牛骏峰,崔心心,周浩东",,冯嘉龙,"2015,04,04",星球计划,"喜剧,动作"
"朱靖,苏鑫,依力帕尼,邹涵虹",,马史,"2015,05,22",光荣使命,动作
"赵毅,李小萌,胡明,邹培",1万,武洪武,"2015,04,28",阳光总在风雨后,剧情
,,张旭,"2015,10,22",追寻伯利恒,
,,"李超,赵帅","2015,09,16",京门青年,"剧情,喜剧"
"吕嘉琳,胡馨,褚正亮,邓飞",,张大格,2015,再见318,"剧情,爱情,短片"
,,,"2015,10",对望：丝路新旅程,纪录片
,,"徐洁儿,连晋,袁子皓,孙锡堃,郭鑫","2015,01,01",天使不孤独,剧情
,,Shao Shang Wei,"2015,06,17",Bloody Destiny Aka Quan Ba Feng Yun,动作
,,Joana Maria Sousa,"2015,05,20",Like a Tree,"记录片,短片"
,,,"2015,04,30",GPS星球大战,纪录片
"小沈阳,田亮,陈小春,熊黛林",3908万,王宁,"2015,03,05",将错就错,"喜剧,爱情"
,,包美美,"2015,08,25",生化危机战,剧情
"尚长荣,史依弘",100万,滕俊杰,"2015,12,05",霸王别姬(京剧),戏曲
"吕中,冯远征,秦海璐,秦昊",1004万,王小帅,"2015,04,30",闯入者,"剧情,惊悚,犯罪"
