actors,boxoffice,directors,time,title,type
"郭家铭,潘婕,苗苗",9万,"灏然,颢然","2017,01,03",有家,剧情
"钱小豪,吴耀汉,楼南光,刘佳佳",,梁嘉铭,"2017,07,31",生化药尸,"喜剧,动作,惊悚"
,,"罗永浩,罗振宇","2017,04,07",长谈,脱口秀
,,周锐,"2017,02,18",钟离凰,古装
"甄咏珊,李雨阳",,关永忠,"2017,09,21",狼人杀游戏,
,,,"2017,08,04",茶界中国,纪录片
"狄威,阎玺,龚洁影,任添琪",10万,胡军,"2017,08,14",双手洪拳,"剧情,动作"
,,,2017,小爷,剧情
"蓝燕,温哲轩,马德华,黄一飞",,陈之月,2017,飞来神石,"剧情,喜剧"
,,"元秋,邵音音,徐忠信,郑文辉,罗家英","2017,07,31",我的外星女友,"剧情,喜剧,动作,爱情,科幻"
,,,"2017,01,23",开心鬼救鬼II复仇风暴,"喜剧,悬疑,犯罪"
"王晓笛,杨睿熹",,韩笑,"2017,02,17",恋爱的正确姿势2,"剧情,喜剧,爱情"
"杜维瀚,陈鹏万里,吴昱瑶,刘飏",13万,薛贤坚,"2017,06,30",再见时光,"爱情,剧情"
,,,"2017,03,31",江湖之社团风暴,剧情
丁子峻,,郑清珍,2017,给你天皇捎句话,喜剧
"文熙,沈璐,万梓良,楼云飞",,邱晓军,"2017,03,03",爱情对赌,"剧情,爱情"
,,"孙祖君,杜安琪,王岗岗,陈钰琪,杨曼玉","2017,11,27",侠捕之疑云密布,"悬疑,武侠"
"黄璐,李立宏,刘芳,曹俊",10万,蒲剑,"2017,06,30",宽恕,剧情
"薛之谦,汪涵,李小璐,易烊千玺",,吴斌,"2017,08,23",记忆清除者,"喜剧,短片"
"龚蓓苾,郭艳,冯文娟,何强",6万,曾光永,"2017,01,20",缺失的爱,剧情
郑湫泓,,方恩庭,2017,苏西,"剧情,爱情,音乐"
"冯芷墨,徐丁",,褚会林,"2017,04,29",恶魔总裁的契约情人,爱情
,,,"2017,01,23",新西游之大战女儿国,
,,"王厦,洪天明,桑平","2017,01,02",传奇校园,"爱情,青春,普通话,网络大电影"
"李若宁,齐乐,崔璨,阳蕾",,回宇,"2017,03,17",魔游纪1：盘古之心,"剧情,动作,奇幻,冒险,古装"
赵凯,,山鬼,"2017,01,02",寻尸索命徒,"动作,惊悚,枪战,犯罪,普通话,网络大电影"
,7万,谢宝锐,"2017,07,01",牧野传奇,"动画,传记"
,,"张艺驰,冯可","2017,06,29",LGD超神归来,
,,哈维·阿隆索,"2017,05,29",哈维·阿隆索：隆行天下,"纪录片,传记,运动"
,,"乔涵,宁小花,曹凯","2017,03,19",致命宿醉,"喜剧,动作,悬疑"
"刘真君,李涛亮",1万,"李映辉,李连军","2017,08,25",七天,"爱情,悬疑,犯罪"
"付然,仁龙,宣言,马书良",,王海,"2017,07,09",热血女主播,"剧情,喜剧,动作"
,,"何炅,谢娜,李维嘉,吴昕,杜海涛","2017,02,21",2017年湖南卫视元宵晚会,"音乐,歌舞"
"杨欣,张博翔,李松珂,曲艳",6万,王焮,"2017,03,23",唤爱,剧情
,,,"2017,03,24",总裁在上5：继承者的爱恋,"剧情,爱情"
,,马切尔·E·尤斯兰,2017,雷霆特工,剧情
"Clara Otarola,América Ulloa,Isadora Robeson,Javiera Díaz de Valdés",,Jorge Yacoman,"2017,09,23",露西亚的碎片,剧情
"崔友斌,郑心潼,崔煜林,刘衍辰",,佟秀玄,"2017,12,06",大秦直道,"剧情,冒险,犯罪"
刘依桐,,刘骥,2017,深夜酒吧,"剧情,爱情"
,,李江瑶,"2017,01,25",虫洞少女,剧情
,,"乔杉,张一鸣","2017,12,13",爱情的士,"喜剧,爱情"
,,"李萌萌,李曼铱,王传一,芙蓉姐姐","2017,03,14",全民情敌,"剧情,喜剧,动作,爱情,悬疑"
,,"宋佳,黄轩","2017,02,13",二月十三,短片
"朱军,董卿,康辉,朱迅",,杨东升,"2017,02,11",2017年中央电视台元宵晚会,"音乐,歌舞,戏曲"
"魏子昕,王馨研,史航,刘挺",,杨真,"2017,03,11",你，是我的眼,剧情
"何明翰,王瑞子,连凯",,臧溪川,"2017,12,23",反诈风暴之不可饶恕,"剧情,犯罪"
"顾靖,杨晋,毕慧",,魏书钧,"2017,11,10",卷帘君下凡那些羞羞事儿,
,,,"2017,02,17",曼谷变身记,"喜剧,爱情"
"司卉,高名扬,高梓刚,邱东江",,刘眀泽,"2017,03,09",暗藏杀机,"动作,爱情"
"谢云鹏,董妮娜,赵亮",,谢云鹏,"2017,06,15",我的新款女友,"喜剧,动作,爱情,科幻,犯罪"
,,黄一山,"2017,03,16",小戏骨降妖记,"剧情,喜剧"
"马仑,李勤勤,方青卓,孙逢苑",,张亚男,"2017,08,28",一家两口,"剧情,喜剧,家庭"
"蒋冰,马今,飞儿,张庆庆",,徐杰,"2017,03,01",太阳后裔的保镖,"悬疑,犯罪"
,,"鞠婧祎,李艺彤,黄婷婷,莫寒,吴哲晗","2017,06,06",我心翱翔,纪录片
,,张已桂,"2017,07,27",我的魔姬女友,"爱情,科幻"
,,李红旗,"2017,11,11",内耳炎,"纪录片,音乐"
,,,"2017,04,14",盗爱时空之笨贼也疯狂,"喜剧,爱情,奇幻"
,,李团,"2017,07,04",练爱见习生,"喜剧,爱情"
"大卫.索托.荷昂多,莉迪亚.门德斯,安德烈.琴塔佐",,"徐小溪,罗伯托·卡努图","2017,10,07",等候,"爱情,悬疑,惊悚,短片"
,,,"2017,04,05",生命没什么不同,"剧情,短片"
,,"信,黄婷婷,范湉湉,张小斐,大左","2017,05,10",鲜厨当道,真人秀
,,,"2017,04,07",总裁在上7：遥远的她,
"沈达威,冯骏骅,王梓,杨鸥",,于彬,"2017,04,25",太乙仙魔录之灵飞纪 第二季,"剧情,动画,奇幻,武侠,古装"
"刘潺,张千巽,李可,张皓森",,张迪财,"2017,07,21",宝尊上，你来抓我呀（上）,"剧情,爱情"
"潘长江,王翊丹,张洪杰",,"潘长江,刘海涛","2017,06,08",一村之长之生日快乐,喜剧
"陈育臣,柴蔚,方丙南,孙逢苑",,邓安东,"2017,06,11",痞子大叔,"爱情,动作,犯罪"
,,,"2017,01,03",啼血蝴蝶之罪爱,"惊悚,犯罪,普通话,网络大电影"
"徐凡,代佳夕,梁翠珊,张咏娴",5万,曾建英,"2017,06,09",爱情开始的地方之遇见,"剧情,爱情"
,,"王曼妮,米粒,王彤,孙玮伦,钟紫心","2017,03,24",寻魔神探之换脸惊情,"动作,悬疑,犯罪,奇幻"
,,,"2017,01,05",僵尸水怪,
"李易祥,车永莉,李耕",13万,"姚言,姚兰儿","2017,10,18",十三根金条,"剧情,历史"
,,窦靖童,"2017,01,23",声来如此,短片
"Simone D'Andrea,马可·恰蒂,阿图罗·加兰西诺,安东尼奥·纳塔利",,卢卡·维奥托,"2017,07,08",佛罗伦萨与乌菲兹美术馆3D,"历史,纪录片"
,,"陈蓓蓓,刘一帆","2017,01,27",厨王争霸 苏州特辑,真人秀
,,,"2017,08",嘶吼青春之我的雪镜男神,"剧情,爱情,运动"
"文根英,金泰勋,徐太和,徐泰和",,申秀媛,"2017,10,25",琉璃庭院,"剧情,悬疑,惊悚"
,,,2017,诸神下凡之孟婆,动画
,,"周海然,傅泓霖",2017,魔幻爱情后悔药,"魔幻,爱情"
"郑佩佩,马丹阳,付佳雯,李子成",13万,李嘉华,"2017,12,12",逃离现场,"惊悚,犯罪"
,,汤镇业,"2017,02,25",大咖驾到,喜剧
"潘长江,王翊丹,张洪杰",,"潘长江,刘海涛","2017,06,15",一村之长之爸爸回家,喜剧
,,"王志飞,乐轩","2017,11,17",百年长安,剧情
马强,,张旭,"2017,08,16",我的新娘,剧情
"姜明月,李咚咚,梁小龙,吴文",4万,潘富荣,"2017,08,28",茶盗,"剧情,爱情,动作"
"王靖雯,丁桥,李若杰",,宋媚,"2017,10,17",长官你别跑,"喜剧,爱情"
汪珅炅,,陈楠,"2017,06,22",燃烧吧青春.世界波,纪录片
,,"宦普凡,魏星","2017,02,16",龙出江湖,"动作,爱情,犯罪"
,,李宗明,"2017,12,15",善诺寰愫,剧情
朱琳,,周立鹏,"2017,04,07",我是猎妖师,"喜剧,爱情,奇幻"
,,马丽,"2017,06,21",特案调查组之邪剑重生,
,,唐国威,"2017,06,03",大海的孩子,纪录片
"王维申,孟子叶,陈震,赵崔玮",,贾杰,"2017,02,28",女法医手记之最后真相,"剧情,悬疑"
,,赵凯,"2017,01,07",心眼,"剧情,悬疑,短片"
"徐浩峰,许晴,春夏,张傲月",,何思思,"2017,10,01",心思刀理,纪录片
,,杨天翔,"2017,06,23",肖恩的夜晚,"剧情,爱情"
,,梁家仁,"2017,07,16",超能恋爱学院,"喜剧,爱情,奇幻"
"王子杰,郑青霞,王京莉,冯可",,胡东升,"2017,06,20",怒放的豆芽,"喜剧,爱情"
"汪诺侨,郭乐,王宇泽,张美琪",,刘十六,"2017,09,22",报告王爷，王妃是只猫,"喜剧,古装"
"兰婷,水清,黄静宜",1万,余铁,"2017,12,29",远亲,剧情
"吴志谦,漆子美,金益希,王钰婵",,程静波,"2017,05,29",临界2：安魂曲,"惊悚,悬疑"
,,"刘韦伯,蒋海伦","2017,05,18",人人都爱钢管舞,剧情
高嵩,,"王沛璋,汪小溪","2017,07,04",马路大,"剧情,战争"
高天,,谷锦云,"2017,03,28",渊子崖保卫战,"剧情,战争,历史"
,,,"2017,11,05",异能部队,"动作,科幻"
"延翔,汪碧清,厉家兵",,"凌淋,史文","2017,08,21",赶牲灵,剧情
"段冉,储毅,苏德伦",,潘润南,"2017,12,23",算账,"剧情,犯罪"
"朱佳希,王野,杨森",,刘嘉良,"2017,02,16",时间·猎杀者,"动作,科幻"
,,"傅泓霖,周海然","2017,02,20",我的明星男友,
,,"夏于乔,乔乔","2017,04,05",无主之躯·起源,"爱情,悬疑,惊悚"
,,"陈子由,杨欣冉","2017,05,14",热血情敌,
,,马赛,"2017,01,09",补丁爱人,
"陶虹,辛柏青",,李卓霖,"2017,09,12",第十七次抛弃,"短片,家庭"
,,"高可夫,李爱晶","2017,12,08",纹身女友,爱情
"木心,陈丹青",,谢梦茜,"2017,12,20",木心在英国,"纪录片,短片"
,,"吴军,郑罗茜","2017,03,10",三变,剧情
,,杨涵博,"2017,02,09",家庭电影#1,"纪录片,短片,家庭"
,,"谭耀文,甘薇,白铭健","2017,03,23",五行者之鬼马灯,"悬疑,惊悚"
,,"戴萌,张语格,赵粤,许佳琪,孔肖吟","2017,12,18",Lucky Seven Baby 第二季,纪录片
"周永恒,孙乐天,姜彦希",,黄明新,"2017,07,18",网红魅影,"剧情,惊悚,情色"
"杜维瀚,尹航,左立,陈昕翎",,王焯苇,"2017,01,17",从前有个套,"剧情,喜剧,爱情,奇幻"
,,,2017,冈拉梅朵,纪录片
,,,"2017,02,02",透视牛奶,
"田家达,陈美行,何宗龙,李嘉诺",6万,屈建龙,"2017,08,28",租婚男女,"剧情,喜剧,爱情"
"刘南希,瞿澳晖,张煜枫,丁丁",,王伟廷,"2017,04,12",太平镇之迷失异镇,"悬疑,惊悚"
,,,"2017,03,03",玫瑰公寓,"剧情,爱情,动画,惊悚"
,,利晴天,"2017,05,26",订制男友,爱情
,,周彬,"2017,11,13",江城谜案,"悬疑,犯罪"
,,张翀,2017,无爱不欢,剧情
,,黄超,"2017,07,06",洪荒宫斗之杀手为妃,"喜剧,动作,爱情,古装"
,,,"2017,03,12",阴阳玦之生死恋,剧情
"李滨,潘斌龙,李勤勤,郭政池",,孙杰,"2017,03,01",德扑风云之人生筹码,喜剧
,,"潘辰,是之,林晨","2017,05,11",秘藏传说之长生姬,"动作,惊悚,奇幻,冒险"
郭玮洁,,滕捷,"2017,03,09",美丽的桑园坪,剧情
"王宇泽,王曼妮,李岷城,唐鑫",,杨智谦,"2017,02,23",寻魔神探之神秘试衣间,"动作,悬疑,犯罪,奇幻"
,,夏梦怡,2017,毕业日记：Grace的奥斯陆游记,纪录片
"左立,顾靖,王博文",11万,"戎川,刘金燕","2017,04,21",恋恋有声,剧情
,,苏炳添,"2017,10,16",逐梦者：苏炳添,"纪录片,传记,运动"
李柄辉,,邹涛,2017,我的驱魔总裁,"喜剧,爱情"
闵春晓,1万,富哲平,"2017,05,27",旭日驱魔,剧情
王雯雯,,谢毅航,"2017,02,17",宫妖传,"剧情,爱情,悬疑,奇幻"
,,李延,"2017,09,14",花花公主之千年魔方,
,,,"2017,04,15",心要野：后海冲浪手的大冒险,"纪录片,音乐"
,,陶典,"2017,09,30",崩坏3 reburn,"动作,科幻,动画,短片"
,,,2017,The Rib,剧情
"夏开元,孙韶泽",,王迪,"2017,04",只影谁怜,"剧情,爱情,短片,家庭"
"张婵玉,邵海龙,窦骞",,"肖朗,萧锋",2017,乾坤福寿镜,戏曲
"谢孟伟,高依依,王永强",,"吴吞,王新刚","2017,07,11",烈火狼之笼斗,"剧情,动作"
,,,"2017,09,02",江湖悲剧,"喜剧,动作,犯罪"
,,邢瑞,2017,唐宫蜜史,"爱情,喜剧,剧情"
,,亮子,"2017,09,15",雨之歌,"动画,短片"
杨涵博,,杨涵博,"2017,05,31",无意短片,悬疑
,,"韩锐,谢毅","2017,01,10",幸孕,"剧情,喜剧,家庭,犯罪"
,,"郭家麟,张钧译,叶萌","2017,03,24",痞客英雄,"剧情,喜剧,爱情"
"黄诗佳,洪爽,赵宏城,杨紫月",23万,回宇,"2017,12,15",热血时代,"剧情,爱情"
"Chong Wan Ching,Ching Jun Hong,Mah Mee Tho,Chin Chey Hong",,RAYIST,"2017,05,14",将进酒,"剧情,短片"
,,,"2017,01,18",老张的团圆年,"剧情,喜剧,家庭"
,,肖祥武,"2017,04,06",闷骚女友,剧情
,,国建勇,2017,神勇侠家拳王隐林,动作
,,,2017,刀封剑客,剧情
,,王濛,"2017,10",全能60分,脱口秀
,,赵可儿,2017,追浪,纪录片
"刘芙伶,孙佺",,范秀明,"2017,07,20",布拉德女孩 觉醒,"剧情,悬疑"
言羽,,莫美林,2017,侠盗神枪,"喜剧,动作"
,,杨苗,2017,冰山上的来客,"剧情,悬疑,战争"
"刘芸,郭家铭,焦刚,童苡萱",,陈卓,"2017,08",高级动物的爱恋,"剧情,爱情"
,,,"2017,05,05",老萨门之归来,"剧情,动作,运动,黑色电影"
,,孙立军,2017,拇指熊卜达,动画
,,,"2017,07,24",宝宝进城,剧情
"竹中直人,佐藤二朗,藤原纪香,中村雅俊",,梁华生,2017,一夜再成名,剧情
,,"林川,李云鹤,吴晴","2017,01,20",隔壁女生的日常,"喜剧,普通话,网络大电影"
,,,2017,卷尺的故事,动画
"王卿伟,潘长江,张洪杰",,"潘长江,刘海涛","2017,06,01",一村之长之从头再来,"剧情,喜剧"
,,"周知韵,杰西卡·特雷斯卡,许伟豪,罗旖凡","2017,02,24",超能落榜生,奇幻
,,,2017,十年一品温如言,"剧情,爱情"
,,陈奇,"2017,01,04",谁动了我的校花,"剧情,喜剧,爱情"
,,"赵永洪,伍国成,李莉莉","2017,05,18",人生典当行之三世乾坤,"剧情,奇幻"
,,"邵羲,李欣泽,张悦楠,傅杨杨","2017,07,12",御天神帝2修罗戮神,"动作,奇幻,古装"
"李梦男,董超,李彦明,郭星辰",1万,程锋,"2017,05,12",阿文的承诺,剧情
,,"邵羲,张悦楠,李欣泽,傅杨杨","2017,07,10",御天神帝1雄霸白鹿,"爱情,奇幻,古装"
皮特·纽,7万,卡尔·托治,"2017,10,01",魔力果乐岛之拯救行动,动画
,,"乐嘉,许智伟,黄舒骏","2017,11,13",你就是奇迹 第三季,"真人秀,创投"
,,,2017,写真,"剧情,家庭,传记"
,,,"2017,09,30",寻找潘德明,"纪录片,传记,历史"
,,,"2017,12,01",2017 MAMA亚洲音乐盛典,"音乐,歌舞"
,,"张也,黄小超","2017,02",诡案组之骷髅碟仙,"剧情,悬疑"
"陆进,关思慧,刘亮,白鸽",16万,龙野,"2017,09,22",疯狂旅程,"剧情,喜剧"
,,"王梦婷,石天硕,程紫城","2017,12,15",快递侠激斗江湖,"剧情,动作"
,,,"2017,12,03",机器天空下,科幻
"武向彤,刘圣博,何向东,谢承颖",,彭擎政,"2017,05,14",游子吟,"剧情,短片,家庭"
"孙耀威,吴乙彤,王蕾",,张强,"2017,07,01",盛开的紫荆花,"剧情,爱情"
"温琴佐·阿马托,克里斯蒂安娜·卡波通蒂,阿历桑多罗·哈伯",,"卢卡·卢奇尼,尼科·马拉斯皮纳","2017,07,14",达芬奇：米兰的天才,纪录片
"露丝·布莱德利,巴里·沃德,利亚姆·坎宁安,欧文·沃尔",17万,保罗·名士,"2017,09,15",追击,"动作,犯罪"
,,,2017,妈妈去哪了,剧情
,,,2017,不如归去,短片
"张莉莎,巫迪文,刘刚,吴云飞",78万,杨奕黎,"2017,08,25",胖女不愁嫁,喜剧
,,"张郁婕,阿部力","2017,07,07",桃色交易之爱情侦探社,"剧情,爱情"
,,龚胜芳,"2017,06,20",极乐快车2勇闯三界,"奇幻,冒险"
,,"荆民强,刘一江,王清亭,王篠沫,吴谨西",2017,我相信,剧情
,,"刘雅瑟,易烊千玺","2017,09,13",看不见的TA之美男宅急便,"剧情,短片,奇幻"
"权度均,闫笑,吴恒",,"林育塘,郑雷","2017,05,09",逆时空之恋,"剧情,喜剧,爱情,科幻"
"宁静,袁姗姗,孔连顺,杜维瀚",,汪洋,"2017,05,19",男模的秘密,"剧情,喜剧"
"吴潇娜,夏开元,盛诗淇",,"刘时旭,王迪","2017,08,25",蝶恋,"爱情,奇幻"
"潘长江,张洪杰,潘阳",,"潘长江,刘海涛","2017,06,01",一村之长之贵妇还乡,"剧情,喜剧"
韩博,,"王晨,杨光","2017,03,17",梦中神探,爱情
,,川岛茉树代,"2017,09",深夜派对,"惊悚,恐怖"
,,"赵乾景,赵路,程玉珠,韩娇娇,陶典","2017,12,20",49%的灵魂,"科幻,动画,悬疑"
"于果,黄胜楠,金尤美,峤阳",,黄超,2017,王牌游戏之婚前夜,"剧情,喜剧,爱情"
曾水,,"张帆,张帆","2017,05,11",致命旅行,悬疑
李小胖,,冯海涛,"2017,02,14",那一晚，我知道你做了什么,悬疑
"葛秋谷,郑文蓉,董向荣,楼云飞",12万,吴吞,"2017,06,09",失恋399年,"剧情,喜剧,爱情"
"王真儿,包贝尔,苏鑫,张沙沙",,陈正道,"2017,04,21",熟悉的陌生人,"爱情,剧情"
"潘长江,王翊丹,张洪杰",,"潘长江,刘海涛","2017,06,08",一村之长之参花怒放,喜剧
"史元庭,曲桐雨,李秉润,陈龙",14万,吴东珉,"2017,01,06",我们的青春不怕疼,爱情
"夏雨,闫妮,潘斌龙,宋茜",6951万,伍仕贤,"2017,06,29",反转人生,"喜剧,奇幻"
"丁晓君,金喜全,王艳,窦晓璇",11万,马崇杰,"2017,04,21",谢瑶环,戏曲
"Livio Pacella,Dario Leone,Cosimo Cinieri",,"Giulia Brazzale,Luca Immesi","2017,06",可怕的战争,"剧情,喜剧,奇幻"
,,,"2017,07,17",无聊诗社 第一季,"喜剧,动画"
,,,"2017,04,24",绝色天使之神秘代码,"科幻,动作,普通话,功夫,网络大电影"
,,,"2017,04,25",西游之女妖王,"喜剧,奇幻"
"于磊,崔璨,唐秦,卢宇静",,回宇,"2017,03,31",魔游纪2：异乡奇遇,"剧情,奇幻,古装"
"黄成麟,王涵",,安少,"2017,01,03",终极囚禁,"爱情,悬疑,恐怖"
,,"潘承志,韦宝拉","2017,07,03",痞子校花,"剧情,喜剧"
,,,"2017,03,31",总裁在上6：好心分手,
,,,"2017,01,04",浪剑侠客,"动作,魔幻,青春,普通话,武侠,功夫,网络大电影"
,,"张李刚,卫晓光","2017,05,12",丛林生死门,冒险
"赵小丹,刘厉,陶辉",,周生喜,"2017,11,23",英雄五杀,喜剧
"阿牛,江若琳,惠英红,王乐妍",72万,郑建国,"2017,02,24",为爱担当,"喜剧,爱情"
,,李霞,"2017,07,20",2017CMA唱工委音乐奖颁奖典礼,音乐
"刘思博,宗一童,董立范,梅景洪",2万,王鸣飞,"2017,11,29",水晶争夺战,"剧情,喜剧,动作"
,,"王昭,孟智超,王怡苏,冯俊杰","2017,07,14",好鬼两个半2鬼王争霸,喜剧
,,,"2017,03,14",60秒,"剧情,短片,家庭,运动"
"徐冬梅,罗曼雅,毛翔宇,赵泓晨",,巴尔斯,"2017,09,18",咏春女孩,"剧情,动作"
,,"田泽宇,陈胤妃","2017,02,16",赏金娇娃,动作
,,"刘银银,杨子骅","2017,05,23",御姐在上,"剧情,喜剧,爱情"
,,,"2017,11,22",Let It Snow,"喜剧,爱情"
,,,"2017,11,14",拯救千金大小姐,"爱情,悬疑"
"陈昱西,王东灿",,唐伟,"2017,01,07",贝壳,"剧情,家庭"
曲海峰,,姜中元,"2017,06,20",爸爸的红丝带,剧情
,,"阳巧玥,李琦","2017,09,12",窥视者,"剧情,悬疑"
,,,"2017,01,03",绝色蛊师,恐怖
,,,"2017,03,10",总裁在上3：换子疑云,"剧情,爱情"
,,,"2017,05,05",大云山汉墓发掘记,纪录片
"温超,王子清,子望,阎子滔",,钟青,"2017,03,24",颜值杂货铺,"剧情,喜剧,奇幻"
"邢岷山,孙金良,姜淼,朱袁员",72万,刘观伟,"2017,09,18",商魂,剧情
"傅筱,天津喜哥,李达,顾权",,吕磊,"2017,03,10",希莉娅归来,"动作,科幻,冒险"
,,,"2017,05,31",一步登天,纪录片
邵峰,,魏民,"2017,02,23",谋杀安徒生之海的女儿,"悬疑,犯罪,黑色电影"
,,詹子潼,"2017,05,31",女寝夜谈,
"江钰源,杨阳",,韩啸,"2017,03,07",茉名其妙的青春,爱情
,,杨悦心,"2017,04,23",伎谋,古装
,,"张宇鹏,高山流水,吴晓莉","2017,02,28",暴走吧，混蛋,"剧情,悬疑,犯罪"
,,朱佳希,"2017,05,10",异能超模,"剧情,爱情,科幻"
,,,"2017,01,13",模特前规则,"剧情,爱情"
白炜玲,,杨涛睿,"2017,04,07",甜心主播大作战,"剧情,爱情"
,,,"2017,02,27",脱轨男女,"喜剧,爱情,情色"
,,刘凌菱,"2017,01,12",银河少女,"剧情,喜剧,爱情,科幻"
,,"尉迟琳嘉,邓紫棋","2017,10,28",2017中华小姐环球大赛,真人秀
,,"吕晶,贺鹏,颜冠英","2017,01,04",古城69号院,"惊悚,悬疑"
"温晴,朱蔻,郭鹏",,韩帅,"2017,06,06",消失的妻子,"剧情,悬疑,惊悚,黑色电影"
"罗兰,张津赫,高艺丹",,李应源,2017,小夫妻,喜剧
"王蕴凡,郭依林,叶思浵",,探花,"2017,04,28",舰姬,"剧情,科幻,家庭"
,,"陈友旺,袁帅,王卓","2017,01,16",汉丰湖之恋,"剧情,爱情,短片"
,,,"2017,10,04",深海总动员,
"金泳三,郭震,熊欣",,段文兴,"2017,11,29",鬼探风云,悬疑
,,,"2017,03,17",总裁在上4：总裁的专属守护,"剧情,爱情"
"尊华,田振达,陈华恩,陈升卫",,陈华恩,"2017,05,05",午夜逃杀,"悬疑,犯罪"
"陈思娜,肖宏,毛渤陇,兰卡初",11万,华原,"2017,07,07",北纬30度之爱,"剧情,爱情,悬疑"
,,图特哈蒙,"2017,06,19",无敌,"动作,动画,短片,武侠,古装"
,,,"2017,06,22",爱你直到世界尽头,动画
"莎拉·莱姆,费德里克·博内里,爱德华·沃森,泽纳亚达·亚诺维斯基",,Ross MacGibbon,"2017,12,16,14,00",爱丽丝梦游仙境,"剧情,冒险,舞台艺术"
"乔什·布洛林,迈尔斯·特勒,杰夫·布里吉斯,詹妮弗·康纳利",904万,约瑟夫·科辛斯基,"2017,12,08",勇往直前,"剧情,传记,灾难"
"张涵予,杜鹃,黎明,王耀庆",1625万,黎明,"2017,05,19",抢红,"动作,冒险,犯罪"
"王千源,秦海璐,张申英,田雨",655万,张猛,"2011,07,15",钢的琴,"剧情,喜剧"
"邢瑞,徐俊,雷蒙",,徐俊,"2017,07,20",大侠,剧情
"徐熙娣,林志玲,金世佳,李子峰",2750万,蔡康永,"2017,05,27",“吃吃”的爱,"喜剧,爱情,奇幻"
"阿沙·巴特菲尔德,布丽特·罗伯森,加里·奥德曼,卡拉·古奇诺",963万,彼德·切尔瑟姆,"2017,10,13",回到火星,"爱情,冒险,科幻"
"任达华,陈小春,伍允龙,邱意浓",3317万,阚家伟,"2017,09,01",黑白迷宫,"剧情,动作,犯罪"
"戴克·蒙哥马利,娜奥米·斯科特,林路迪,RJ·赛勒",3005万,迪恩·以色列特,"2017,05,12",超凡战队,"动作,冒险,科幻"
"白百何,黄立行,明道",9566万,"徐静蕾,杨翌舒","2017,03,31",绑架者,"动作,犯罪"
"宋芸桦,宋威龙,林妍柔",,"周彤,代梦颖",2017,三好差生,"喜剧,爱情"
"查理·汉纳姆,裘德·洛,艾瑞克·巴纳,阿斯特丽德·伯格斯-弗瑞斯贝",5706万,盖·里奇,"2017,05,12",亚瑟王：斗兽争霸,"动作,冒险,奇幻"
"吴永淦,韦依,司徒颖霜,怀远",,余斌,2017,花心2最好命,"剧情,喜剧"
,,"刘娜萍,利晴天,李子雄,闵政","2017,01,17",杀手离沫,"剧情,动作,悬疑,犯罪"
"赵路,吴天昊,林子杰",7223万,"于胜军,姚光华","2015,08,07",黑猫警长之翡翠之星,"喜剧,动画,动作"
,,"景甜,梁家辉,张若昀,洪金宝,梁朝伟","2017,04",名著探险队,"历史,奇幻,冒险"
"杨小璇,刘彦卿",,左一阳,"2017,04,27",东北娘们儿,"剧情,喜剧,动作"
"党浩予,李天涯,杨烁,潘钇安",,赵航,"2017,05,31",大多头之股民的名义,"剧情,喜剧,悬疑,冒险,黑色电影"
,,程枫,"2017,03,22",绑架X计划,喜剧
,,,"2017,03,21",松城小爱,纪录片
"褚栓忠,王怡雯,徐薏雯,李甲虎",3万,朱江华,"2017,02,24",丫丫的夏,"剧情,爱情"
金不换,,吕蔚,"2017,01,24",草根秀才,戏曲
"王萌,郭月,吴海棠,艾丽娅",12万,赵国桦,"2017,10,04",母亲的肖像,"剧情,家庭"
,,,"2017,01,04",乌林大会,"喜剧,动作,普通话,网络大电影"
,,"范冰冰,高云翔","2017,06,19",无需敲门,短片
,,,"2017,03,30",实习少女追爱记,爱情
"李京沐,朱名愚,张天白,万洛冰",,陈思翰,"2017,01,05",骇故事之生死翡翠湖,"爱情,悬疑"
"徐荷媛,利晴天",,李锐,"2017,01,06",探灵笔录,"惊悚,恐怖,奇幻"
,,"梁登凯,连俞涵,林哲熹","2017,08,07",预言家请睁眼,爱情
,,凯瑟琳·哈德威克,2017,楼兰,爱情
"赵宁宇,徳姬,苟晓娟,诺敏达莱",2万,柯克,"2017,03,30",八万里,"剧情,运动"
天津喜哥,,关景天,2017,山炮贼中贼2绝世艳贼,"喜剧,动作"
,,"曾志伟,朱时茂,于莎莎,印小天,姜超",2017,极速钱进,喜剧
"杨思琦,海鸣威",,林可昕,"2017,06",发囧,"剧情,喜剧"
汤姆·威兹,,阿方索·戈麦斯-雷洪,2017,公民,犯罪
,,阳巧玥,"2017,09,20",暗访记者之红灯行,
,,,2017,国道饭店,"剧情,纪录片,传记"
,,,2017,沉默号,
,,杨骊珠,2017,从心所欲 ——  一个落魄老人的独白,"纪录片,短片"
,,,2017,黑神锅传奇真人版,剧情
"王婉中,周海媚,王佑硕",,林华全,"2017,04",骨瓷,"剧情,爱情,悬疑,惊悚"
,,"涂圣成,潘春春","2017,05",家政侦探社,"喜剧,动作,悬疑"
,,"孙祖君,王岗岗,杨曼玉,陈钰琪,法志远","2017,11,27",侠捕,"悬疑,武侠"
,,,2017,猴王的女儿,剧情
,,刘嘉芮,"2017,06,27",旋风辣妹,剧情
邹轩琦,,"Peter Dodd,凯文·芒罗",2017,山海经之小人国,"动画,家庭,冒险"
,,"史元庭,范少勋,陈昊森","2017,07,15",东北插班生,"喜剧,动作"
